#Digilent WaveForms Network Analyzer - Bode
#Device Name: ADP2230
#Serial Number: SN:210417BAF5F6
#Date Time: 2026-06-07 01:40:50.901
#Start: 100 Hz
#Stop: 1e+07 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 32 
#Channel: Channel 1
#Range: 5.52281 V
#Offset: -0.00023026 V
#Relative: no
#Channel: Channel 2
#Range: 5.52571 V
#Offset: -1.72521e-05 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
316.227766016838,-63.56390677776843,6.712527844479219,-0.08938621432003444
323.5936569296281,-63.03595855491751,6.503396045384305,-0.8325173046678032
331.1311214825907,-63.08922581874862,6.453316523105192,-0.6684577711468564
338.8441561392028,-63.92121084545717,6.305734066362561,0.7144214452952014
346.7368504525317,-62.57443819219446,6.476038371075839,-0.05299894965376808
354.8133892335753,-63.64654007040289,6.556853701932043,-2.21600491208375
363.078054770101,-62.08315009962445,6.401405209802343,-0.5695840553609429
371.5352290971728,-61.54857418949937,6.584625646657908,-1.26659270873205
380.1893963205612,-61.23893135646099,6.299928820932349,0.4718186519418396
389.0451449942805,-61.70437883485405,6.104623455415158,1.089824928860079
398.1071705534969,-61.93167931870013,6.679621933184992,-2.481799478690185
407.380277804113,-60.57864727416658,6.283203581695015,-0.09254831351483687
416.8693834703355,-60.59715685077465,6.715894006011974,-1.361793465465422
426.5795188015926,-60.38068399549127,6.319515824525328,0.2989069012173479
436.5158322401657,-60.0102974552187,6.429050269127402,-0.9816528073728386
446.6835921509635,-59.74095511042438,6.266048868158562,0.3480077305062096
457.0881896148751,-61.05509293928431,6.261815259085889,-0.00485240223963217
467.7351412871981,-60.10665792250985,6.370957276909538,0.04317064154364587
478.6300923226381,-58.71961807755288,6.247250812591481,-2.694502706840389
489.7788193684466,-58.81028097815636,6.451749403828156,-0.1899819299411575
501.1872336272725,-58.95364257064706,6.478663403667985,-0.05910237176915487
512.8613839913648,-58.57814366809788,6.246333824806099,-0.03089847175511053
524.8074602497724,-57.7645709373954,6.306980890870819,-0.04489802198758639
537.0317963702532,-58.23233712397432,6.426694421208854,0.03338442253291447
549.5408738576248,-58.65779472160391,6.343345147256412,-0.7195000254488733
562.341325190349,-58.29939041182983,6.359935270383782,-0.7959976784496746
575.4399373371566,-57.54779075226242,6.554518939480428,-1.590723779539749
588.8436553555896,-56.57291048680285,6.244658487792854,0.09471045661770176
602.5595860743581,-56.60545406848117,6.395651554305354,-0.4538180415238788
616.5950018614823,-56.89704819391002,6.27929958590434,-0.1901404229839546
630.9573444801929,-56.11050971015166,6.327330395156459,-0.7093494859657078
645.6542290346563,-55.95215350123723,6.293348828018493,-1.955514637539558
660.6934480075964,-56.2423787951402,6.379338282940514,-0.7522345856265084
676.0829753919819,-56.60230499250885,6.380390452664356,-1.69703417123072
691.8309709189363,-55.32524495291398,6.38662613233679,-1.587983586046298
707.9457843841388,-54.69410874068456,6.41121817099465,-1.670767238211355
724.4359600749891,-54.29052366762596,6.308187000183407,-1.185247362452893
741.3102413009161,-53.92702505166253,6.229934977358672,-1.79885539798288
758.5775750291835,-54.13662588620143,6.414128295636401,-1.803645956704669
776.2471166286911,-54.6623022070831,6.44295488727625,-0.4701255439706483
794.3282347242806,-53.77733398441727,6.476417419298862,-1.19456284344142
812.8305161640994,-53.05572971577082,6.662393811077392,-0.8129955061888182
831.7637711026709,-52.65882324042355,6.512579155365469,-1.272579669524586
851.1380382023759,-52.9870122898535,6.632771962827904,-0.4165706969299315
870.9635899560797,-53.5293043133834,6.524978194984186,-0.957357775291389
891.2509381337442,-52.57769388342712,6.560934825783933,-1.120225501094631
912.0108393559096,-51.8291357985581,6.480463983263206,-1.016404805454891
933.2543007969905,-51.22360008986803,6.371723803814243,-0.921715301146843
954.9925860214349,-50.89368064040526,6.464908064672342,-1.72925100318289
977.2372209558112,-50.50683848028356,6.528492637029565,-1.649615792432413
1000,-50.49140239829028,6.65588554134973,-1.298375808252598
1023.292992280754,-50.19467194140805,6.328863856438378,-1.775723941804079
1047.128548050899,-49.80394969194303,6.356004699383607,-1.382892253689835
1071.519305237606,-50.1246845473495,6.430023259622473,-1.990630642416295
1096.478196143185,-50.94346248253547,6.347682453846745,-1.259663563306735
1122.018454301963,-49.50984211184768,6.304324059043057,-1.412568186825487
1148.153621496882,-48.83269337201659,6.296257762544003,-1.625807617787504
1174.897554939529,-48.52821121282603,6.329426481458048,-2.006536618999887
1202.264434617413,-48.41852054756679,6.296504741506304,-2.169567242029374
1230.268770812381,-48.63200036068703,6.331667390933776,-2.324602169862731
1258.925411794166,-48.92489604978994,6.361131033457284,-2.712752907306625
1288.249551693134,-49.43866288315802,6.467167976779172,-1.244755736982148
1318.256738556407,-48.94337557439937,6.388716852250998,-2.329240375169691
1348.962882591653,-48.52400484722043,6.346765588261334,-2.205116040011387
1380.384264602884,-48.41177907246289,6.284057782719564,-2.101103157503007
1412.537544622754,-48.45484317951907,6.457924441021456,-2.008917607723117
1445.439770745928,-48.42696583175258,6.346487068163301,-1.839015267901119
1479.108388168207,-48.36773328226927,6.257412341716786,-1.892056832753533
1513.561248436207,-47.85414535348789,6.34288377390674,-2.409621111088451
1548.816618912481,-48.23703294935154,6.335747457246144,-1.939171771892542
1584.893192461114,-47.00297900494412,6.37373191749638,-1.828314320223987
1621.81009735893,-46.65218581749304,6.503177702295,-3.021455747296379
1659.58690743756,-47.01801680679722,6.490932584172722,-1.814296704255958
1698.243652461744,-47.72523753254622,6.469119495455756,-2.873503079814171
1737.800828749376,-48.12915588124892,6.511512031334795,-2.616433671826624
1778.279410038923,-47.32137084158676,6.460964070450132,-3.29604289740611
1819.700858609983,-46.93667279580459,6.521034983123464,-2.6383677522976
1862.087136662868,-46.89343719479845,6.430483715102369,-3.274415549908133
1905.460717963248,-46.89098723598065,6.453086694402078,-3.181459401216912
1949.844599758046,-47.09832239289341,6.40928122931936,-2.743887573371556
1995.262314968879,-47.29795817817765,6.422527145251884,-2.813110052706966
2041.737944669529,-47.39766589990555,6.348675962726388,-3.305067467508059
2089.296130854041,-47.59654718327084,6.405410830275459,-3.293328663589155
2137.962089502232,-47.62520256524714,6.387611126977445,-3.185822635654108
2187.761623949552,-47.53022276658981,6.433581774104877,-4.252291164333545
2238.72113856834,-47.6115094560169,6.304971883967657,-3.750537403260056
2290.867652767775,-47.77321003906653,6.451304995010472,-4.533595313158552
2344.228815319922,-47.99695134611575,6.336053684466181,-3.701973697883547
2398.83291901949,-48.54550223591745,6.333907499211413,-4.037841781377972
2454.708915685031,-49.64683293895994,6.317004217757459,-4.360542199515566
2511.886431509582,-48.84725721691104,6.357237532427376,-4.148865771199158
2570.395782768865,-48.38316395936313,6.422589063233727,-3.951121701393119
2630.267991895381,-48.5482971111178,6.364889554499534,-5.226209003046163
2691.534803926917,-49.90063035300846,6.491540627375678,-4.541625877533228
2754.228703338169,-48.93958210398266,6.300571619038585,-4.873869515139946
2818.382931264455,-48.7279613150225,6.375841943941966,-5.28874583328717
2884.031503126605,-50.4726453821735,6.409312963538366,-3.895448912624234
2951.209226666387,-48.94338920537642,6.413948180270093,-5.359345868310372
3019.951720402019,-49.69671452329549,6.324097429304385,-5.075938739251051
3090.295432513592,-50.32332177452895,6.157094204895872,-5.356526180537324
3162.277660168379,-49.28863325626391,6.121842241517599,-5.969689433444642
3235.936569296284,-49.26324492606742,6.183480095335919,-5.905813499834447
3311.311214825914,-49.92700083224186,6.200220611965514,-5.684839967475146
3388.441561392027,-51.06556415907696,6.31926378365563,-6.121477896811856
3467.368504525317,-50.45940907377357,6.275391147171831,-5.294774102481971
3548.133892335757,-49.96733955038549,6.260404868121167,-5.769143770780553
3630.780547701018,-49.65863739097105,6.1638242627635,-6.291587555149362
3715.352290971728,-49.77275500368614,6.16469457271107,-5.830960061990435
3801.893963205612,-49.85361438089733,6.114523672944178,-6.551260323758012
3890.451449942809,-50.19425269498696,6.154981563048002,-6.520096801085058
3981.071705534977,-50.36997347325261,6.22877037134535,-6.30906362358341
4073.80277804113,-50.59793344949025,6.166776311571679,-5.577807834797341
4168.693834703355,-50.47269054439894,6.050359547941756,-7.620175696625083
4265.79518801593,-50.48205997951495,6.170248297586674,-7.075117723723904
4365.158322401666,-50.3965309151226,6.109201727445201,-6.736153806704595
4466.835921509635,-50.23903298463036,6.178132595074138,-7.767664199745743
4570.881896148752,-50.43932187604278,6.341001891354846,-7.537487006201109
4677.351412871986,-50.20789769780102,6.084052139868708,-8.124437460394645
4786.30092322639,-50.58982530214909,6.167674200378713,-7.565042826927782
4897.788193684466,-51.21069393043747,6.085971460419598,-7.784121902458864
5011.872336272725,-51.73103774138067,6.135086637068893,-7.793977942364248
5128.613839913653,-50.83734452425872,6.050008578034296,-8.639503560156873
5248.074602497722,-50.61978260186003,6.33983832057918,-8.67215702790152
5370.317963702527,-51.01289914283192,6.067179359771284,-9.059410133703665
5495.408738576242,-51.61567583941617,6.326606085802561,-10.24263850770452
5623.413251903491,-50.54974246952511,6.264545066140991,-7.913115810592592
5754.399373371566,-51.31439400438785,6.148545356053398,-8.271557520712722
5888.436553555889,-51.12459869743568,5.975645201449154,-9.201335155467135
6025.595860743575,-50.66023273079362,5.910541849034311,-8.487544260579476
6165.950018614823,-51.4156596936576,6.108487107617072,-10.49074422216717
6309.57344480193,-50.64515904483878,5.919559312689699,-10.14974166249116
6456.542290346556,-51.33983516345558,6.021408309489522,-11.20425584250067
6606.934480075957,-51.14160043221833,5.992410026194705,-11.28622208684976
6760.829753919818,-50.84307120961138,6.069308250400621,-11.21349517976506
6918.309709189362,-52.23903531487724,5.900010228997354,-11.93338838185873
7079.45784384138,-51.17331240045011,5.864192513692386,-11.36419421913823
7244.359600749898,-50.87357056389177,6.13827553392329,-12.52986958380712
7413.102413009177,-51.17500668831339,6.063178376449718,-12.67741550838836
7585.775750291836,-52.3099058678391,6.13260977465656,-12.0001167148255
7762.471166286919,-52.00465400324064,6.044729221647712,-13.00690023064309
7943.282347242814,-51.35780258220166,5.983336734606873,-14.06598544212207
8128.305161640995,-51.49953813255864,6.151661949863566,-13.67318560451402
8317.637711026709,-51.22563233642936,6.12453355498703,-13.66339877095985
8511.380382023768,-51.3889404756295,6.053098602496184,-13.73985484886506
8709.635899560804,-51.77087225214631,5.916003511771653,-13.28198056842675
8912.509381337459,-52.26839474734594,5.900354340595814,-15.21789470595505
9120.108393559096,-51.94394891463343,6.000987187038608,-14.99674393941508
9332.543007969914,-51.19463689725859,6.066889296967457,-14.49592458805589
9549.925860214358,-51.19515824258964,5.923080442970332,-16.42182904945899
9772.372209558111,-52.52964313234911,5.898340296182485,-16.15193725230039
10000,-51.13471280692701,5.887339641943798,-16.27039117283487
10232.92992280755,-51.59128581768213,5.742052290345462,-17.04755518732427
10471.285480509,-51.29230219783719,5.910842552387719,-17.68869066284905
10715.19305237607,-52.04828211606881,6.093980005270576,-16.73758108882117
10964.78196143184,-51.04724095989187,5.928210896450489,-18.21146916724188
11220.18454301963,-51.85190863980507,5.858116364444395,-18.04132939360166
11481.53621496882,-52.13821570672575,5.776884106997927,-19.03827429155583
11748.97554939528,-51.44058987815966,5.928959283537226,-19.28581443748106
12022.64434617412,-51.1311944553238,5.891256423912109,-19.49648628890289
12302.68770812381,-51.18824867625894,5.969689665339341,-19.55415144793767
12589.25411794166,-51.17298247294453,5.943066704691774,-20.38152310408267
12882.49551693132,-51.23535434782813,5.838063283853484,-21.48232981076376
13182.56738556406,-51.57173779689881,5.988803384264707,-20.33898703108441
13489.62882591653,-52.67202507295438,6.013130383525684,-21.64317970376463
13803.84264602884,-51.67962218499852,5.669085358232177,-22.09463124944645
14125.37544622753,-51.31380853220833,5.836824009159848,-21.69791327126238
14454.39770745926,-52.53138578711373,5.731764158897668,-24.1301290259762
14791.08388168207,-51.28825611316216,5.813149304229341,-23.12227048555787
15135.61248436207,-51.80821555574033,5.97499247415787,-24.60429424961724
15488.1661891248,-52.39389692959789,5.665938237334794,-25.32295655185202
15848.93192461113,-51.5419118135247,6.00162396965611,-25.99271156160541
16218.1009735893,-51.32659744496159,5.707924099608137,-26.83276702939314
16595.8690743756,-51.15968347779117,5.582978506366894,-26.46109420507474
16982.43652461742,-51.26592436313565,5.703789876457889,-26.92263373004752
17378.00828749375,-51.47583063080221,5.551212415217455,-27.52831444535667
17782.79410038923,-52.725641207734,5.614688341940672,-28.68179262043004
18197.00858609983,-51.49548739387083,5.535930199037111,-28.86487841249262
18620.87136662866,-51.5667203375579,5.328816648161826,-29.54276633387015
19054.60717963246,-51.53391132954093,5.40384138591246,-30.13208791604509
19498.44599758046,-52.59243803492336,5.246481003740127,-30.65522527510132
19952.62314968879,-51.58022620902364,5.29458427675621,-31.9019589786596
20417.37944669527,-51.31722076290964,5.176585179852039,-32.80979627007804
20892.96130854039,-51.30667739465871,5.352379982817808,-32.29558719548359
21379.62089502233,-51.40402122433272,5.064106201621867,-33.55131101400595
21877.61623949552,-52.37707230161444,5.192077358387706,-34.07238567338217
22387.21138568338,-51.71301449385325,5.199534092371504,-34.63600726435946
22908.67652767772,-51.56447819857171,5.008027827279195,-35.95389720975017
23442.28815319922,-51.55382329494566,4.996100818363415,-36.27671368733878
23988.3291901949,-52.71998425313779,4.997163304050528,-37.02420655698965
24547.08915685028,-52.34368471304813,4.969615828509481,-37.62088799037669
25118.86431509579,-52.37837507626047,4.850235905721073,-38.41627331195703
25703.95782768865,-52.8221389395835,4.7121653392465,-39.57622194126137
26302.67991895381,-51.51040919904233,4.772995495443706,-40.53499530110837
26915.34803926914,-51.58671757914459,4.520731808361535,-41.2371053844826
27542.28703338166,-51.51333011608374,4.552544450009287,-41.83717470357747
28183.82931264455,-52.85301013549243,4.587980836886002,-41.55261709985187
28840.31503126605,-52.46689003968976,4.390373783561181,-44.01368265280521
29512.09226666384,-52.68370762198111,4.510516698358536,-43.79169802517482
30199.51720402016,-52.00578952034692,4.410583179622931,-45.11599662482516
30902.95432513592,-51.30647636139815,4.312014586966873,-44.74958311484627
31622.77660168379,-52.47218273970703,4.120795750499292,-47.2786904209854
32359.36569296281,-51.9571145491568,4.017567729295591,-47.40039517295921
33113.11214825911,-51.67231897000519,4.109574928293805,-48.7621123950751
33884.41561392028,-52.00074284848843,4.066081940696572,-49.62760990621805
34673.68504525317,-52.54907872776096,3.831638124839225,-49.66694181838115
35481.33892335753,-51.48365987507262,3.906022988311968,-51.5318711695008
36307.80547701014,-51.97022752478922,3.642641097046189,-51.28771438631046
37153.52290971728,-52.59104686153462,3.756338552827434,-53.81091523035018
38018.93963205613,-52.09041937196513,3.578894910830594,-55.16124137089978
38904.51449942805,-51.40601955736667,3.464555107115086,-55.91202566386607
39810.71705534973,-52.79121295778192,3.220845434792801,-55.42625333645675
40738.0277804113,-51.6015227948262,3.286913579763679,-57.43415966618421
41686.93834703355,-51.53233711368613,3.084376001758504,-58.68838122859459
42657.95188015926,-51.99298540408077,2.905748507152655,-58.54235240818029
43651.58322401661,-52.06398022351468,2.813192162479873,-59.93438096105524
44668.35921509634,-52.43409404429501,2.6810099527133,-60.89416924886764
45708.81896148752,-52.04891648308848,2.758722366618139,-61.38369496719032
46773.51412871981,-52.94689488867,2.494698082048546,-60.74143998055414
47863.00923226385,-51.62561984912442,2.246072943329175,-63.00033411201697
48977.88193684466,-52.81326211089005,2.241176475655916,-64.63138690447995
50118.72336272724,-53.22038341131681,2.293178624753235,-65.92829346702605
51286.13839913648,-51.92459678344467,2.047431071955022,-66.56250738453961
52480.74602497728,-52.24109958683361,1.901493471493693,-67.83326417999703
53703.17963702532,-51.72230837595002,1.850854044235341,-69.77160236822658
54954.08738576248,-52.05779606838271,1.507985213792866,-69.62556381746784
56234.13251903491,-52.72884631834818,1.542654226541456,-70.0984785768625
57543.99373371572,-52.82859553052521,1.207535486067181,-72.06967051139867
58884.36553555896,-53.19589496195132,1.125114720066043,-72.1135689634032
60255.9586074358,-51.96797411505266,1.077054742672141,-74.03872201176785
61659.50018614822,-53.15881877879129,0.590308186584637,-73.90127681145243
63095.73444801936,-52.90363600822498,0.7411081569749547,-74.72941796559248
64565.42290346563,-51.86313709475264,0.5159634933996181,-77.05575234284953
66069.34480075957,-52.25069294280704,0.639102638453513,-78.22692950679308
67608.29753919812,-52.00821400550838,0.1734071014074527,-79.37199916161268
69183.09709189362,-53.35952606557041,-0.02799118965690481,-78.49128164114043
70794.57843841374,-52.75040918038245,-0.1162339023889365,-79.91066160427324
72443.59600749899,-53.02312225314067,-0.03988562007830011,-81.83256747815906
74131.0241300917,-52.74470980334921,-0.6364998245117192,-83.26325364584396
75857.75750291836,-53.41112320859187,-0.4440714479946205,-84.78515090202734
77624.71166286911,-52.21058169565793,-0.747949766292163,-86.00020873595749
79432.82347242814,-52.26260942621784,-1.151888112405474,-86.15267559607511
81283.05161640988,-52.99109040132835,-1.052003185569829,-86.56707458545847
83176.37711026709,-52.51866515921758,-1.165644448386786,-87.165469948295
85113.80382023759,-53.96674593444749,-1.564853690011138,-89.0975671974081
87096.35899560804,-52.95182849183389,-1.890736746840399,-90.95451765859966
89125.09381337451,-53.84921039924417,-2.258246585637978,-91.39520774892495
91201.08393559097,-53.21698817871901,-2.167356400792238,-94.16406851956349
93325.43007969904,-53.76304379363022,-2.434137470224381,-93.21611896496798
95499.25860214359,-53.72186599154517,-2.179880135507832,-95.84674808549563
97723.72209558102,-53.25292772194531,-2.891630240230163,-96.77247352057938
100000,-53.88678936781594,-2.887611301069663,-95.86499683505363
102329.2992280754,-52.78662150144855,-3.390349444460994,-98.01584357291054
104712.85480509,-52.87800447074063,-3.521494627916403,-98.6553840886472
107151.9305237606,-54.27063778716365,-3.819926241810845,-99.31860553948272
109647.8196143185,-53.45349395706604,-3.872154283965337,-101.2699754354092
112201.8454301963,-54.59295664807567,-4.249309375000204,-103.0894952572119
114815.3621496883,-53.3219715342605,-4.19380160149113,-102.3313075884112
117489.7554939529,-53.28332312082902,-4.382519560336414,-106.2313717453589
120226.4434617413,-53.97957858512346,-4.805153065923575,-106.5459253730069
123026.8770812381,-53.44054349007355,-5.144753321446522,-108.2161661491111
125892.5411794167,-53.59225513084787,-5.285609270145718,-108.0050805304116
128824.9551693134,-53.76577700179331,-5.401001536661757,-108.864273361991
131825.6738556408,-54.21019119790909,-5.823349807911779,-109.0187414529633
134896.2882591653,-55.54852071272551,-5.889441537064483,-112.8628754407457
138038.4264602885,-55.15438034546933,-6.33942284408525,-113.5264469564031
141253.7544622754,-54.03312938484721,-6.572849105205347,-114.2172284966569
144543.9770745928,-54.8905403904532,-6.732652771566318,-114.1510000713391
147910.8388168207,-54.11928009645717,-7.148672614347853,-115.0652224361961
151356.1248436209,-54.2529416805883,-7.326965921531034,-117.3615140466839
154881.6618912481,-54.23454824029366,-7.803388458841239,-118.0155724960629
158489.3192461114,-54.49664095881388,-8.003273548050572,-120.2636490216507
162181.009735893,-55.58106685500288,-7.978020868468088,-118.2796301945234
165958.6907437561,-54.91166766432641,-8.668462724842724,-121.871319121981
169824.3652461744,-55.23498676620409,-8.667507617926706,-119.9200359264586
173780.0828749376,-55.00682187700807,-9.238390225174326,-123.3415640820628
177827.9410038923,-55.69646938312953,-9.478655659468865,-125.8222189097192
181970.0858609984,-55.10261904612427,-9.630044276167824,-127.0181509813368
186208.7136662868,-56.66187802617362,-9.645354474582652,-124.0388445661363
190546.0717963248,-55.24131541979866,-10.41656438535503,-132.1199502542342
194984.4599758046,-56.69945005123295,-10.38904743684905,-130.2989506745539
199526.2314968881,-55.59137848005651,-11.61512505446205,-130.8691897091679
204173.7944669529,-55.55067300559321,-11.10718499094811,-136.6768215874741
208929.6130854041,-55.98589784371902,-11.90858582961812,-136.6449549455517
213796.2089502233,-56.12167431548584,-11.75545847735343,-136.9656316566265
218776.1623949554,-55.8902910424713,-12.42101111018506,-136.2493315641285
223872.113856834,-57.65492181802004,-12.5846630309376,-135.3666070861935
229086.7652767775,-56.45067446265582,-12.35254420435118,-141.318908333788
234422.8815319923,-56.30865272848076,-13.54523381885474,-137.7322993430268
239883.2919019492,-57.21429335906664,-13.62039007103601,-139.5594712541149
245470.8915685031,-56.42591674709479,-13.51446332462814,-143.6315331006166
251188.6431509582,-56.50177613681404,-14.93227505660473,-144.2433901168208
257039.5782768865,-57.17388418034598,-15.20224996170991,-142.3920217344405
263026.7991895384,-56.78724697950166,-15.36838529031971,-144.5543225495145
269153.4803926917,-57.45395590228863,-15.60819168405498,-149.1047724644511
275422.8703338164,-56.90035228057035,-16.04825364030271,-146.8423897042203
281838.2931264452,-57.63750577670557,-16.15012160852469,-148.9997937623095
288403.1503126604,-57.31582805416096,-17.01339898572007,-147.0248611553733
295120.9226666384,-58.42736910287728,-18.55639063804037,-140.3652265409554
301995.1720402015,-58.15881749862263,-16.54724822876315,-155.2300099118938
309029.5432513589,-58.56929063954446,-18.01628794074428,-146.7847347473728
316227.7660168378,-57.46525522189227,-19.59513008607163,-142.3236819929622
323593.6569296281,-57.67353530412323,-18.30091484625244,-143.4732017164948
331131.1214825909,-57.64513138560809,-20.17614775236813,-143.870861146239
338844.1561392024,-57.63735214975139,-19.0001126674302,-153.1508813606017
346736.8504525315,-58.12731085831609,-19.59207363981104,-89.37270629461348
354813.3892335753,-59.28474277338221,-21.31154378778796,-160.7775546439286
363078.0547701012,-58.20574456415143,-19.71537044817971,-143.9810343139909
371535.2290971724,-58.23596570014409,-20.84400045422558,-146.7885504010283
380189.3963205611,-59.09159916679789,-20.38653188218012,-148.7003976179014
389045.1449942805,-59.33081924694609,-23.96902538819169,-139.5568032924566
398107.1705534972,-59.43228563038973,-23.74688898366333,-99.17473335681659
407380.2778041126,-58.58113779163423,-22.16740328415138,-164.5899878988203
416869.3834703353,-58.2109345748129,-23.90231614251227,-153.444274019993
426579.5188015926,-58.00911833859,-24.70788509535329,-151.5771138805752
436515.8322401659,-58.1390069370951,-25.25605021219816,-134.3938974467206
446683.592150963,-58.10261540755732,-26.73661974426853,-20.84577972112167
457088.1896148749,-57.65228074654884,-24.75576440495683,-75.55326692673032
467735.1412871982,-58.98148867579496,-27.46304680674445,-142.5234106911943
478630.0923226383,-57.75638759300232,-31.12350018747907,40.47494079292728
489778.8193684462,-58.00539032588119,-26.02865501036872,-143.654847380233
501187.2336272722,-57.98012434858212,-28.43420366299533,-126.2215260559859
512861.3839913649,-57.42757394315777,-33.17726155969785,-112.1020421596589
524807.4602497725,-56.69591157979139,-27.47454467934545,-142.2514870261428
537031.7963702527,-56.54325278633515,-28.81954563112112,-112.5403718418894
549540.8738576246,-56.82254986722745,-28.97923709202086,-44.7273614992687
562341.3251903491,-56.90340784012868,-30.43804830069776,-107.1850464146044
575439.937337157,-54.93483418484416,-34.10731277935831,-75.70595060201912
588843.655355589,-55.95010893244816,-36.21767420915931,-30.3352675583701
602559.5860743579,-54.10261709374698,-35.29239491803247,-112.5104624189445
616595.0018614822,-54.15944086821969,-35.6722315761046,-9.857549426820706
630957.3444801933,-51.33532797196435,-34.82345024926837,-107.663800937121
645654.2290346556,-49.75994416802071,-34.85061072902418,-70.91425751780977
660693.4480075962,-47.4563921820473,-37.37379549914643,-72.92849975165022
676082.9753919819,-43.77560718248296,-41.54155857751402,-60.5882589473365
691830.9709189365,-36.70478405143017,-41.50556759590244,-26.02594856040146
707945.7843841381,-32.79263755999218,-41.18420957569533,3.869340760416939
724435.9600749903,-43.64501840545466,-36.62833894297554,35.82213172232911
741310.2413009177,-48.63189477838694,-33.42635646429922,43.62432287656893
758577.575029184,-52.10368790540522,-31.70158786699718,55.77940797787915
776247.1166286919,-56.1166452819175,-30.31461689409917,73.03548993848408
794328.2347242818,-56.62381680601744,-26.07283641992702,80.08807929725886
