Freq.	V(2,1)/V(A)
1.38038426460287e+01	(-2.85250708812618e+01dB,8.85123990204916e+01°)
1.38356637897177e+01	(-2.85050843913191e+01dB,8.85089712923048e+01°)
1.38675582887188e+01	(-2.84850979636963e+01dB,8.85055356731007e+01°)
1.38995263121334e+01	(-2.84651115986775e+01dB,8.85020921447630e+01°)
1.39315680294529e+01	(-2.84451252965465e+01dB,8.84986406891326e+01°)
1.39636836105593e+01	(-2.84251390576030e+01dB,8.84951812880123e+01°)
1.39958732257261e+01	(-2.84051528821304e+01dB,8.84917139231601e+01°)
1.40281370456195e+01	(-2.83851667704281e+01dB,8.84882385762957e+01°)
1.40604752412990e+01	(-2.83651807227869e+01dB,8.84847552290942e+01°)
1.40928879842186e+01	(-2.83451947395015e+01dB,8.84812638631907e+01°)
1.41253754462274e+01	(-2.83252088208711e+01dB,8.84777644601779e+01°)
1.41579377995707e+01	(-2.83052229671803e+01dB,8.84742570016048e+01°)
1.41905752168908e+01	(-2.82852371787497e+01dB,8.84707414689842e+01°)
1.42232878712281e+01	(-2.82652514558653e+01dB,8.84672178437797e+01°)
1.42560759360218e+01	(-2.82452657988400e+01dB,8.84636861074191e+01°)
1.42889395851109e+01	(-2.82252802079629e+01dB,8.84601462412809e+01°)
1.43218789927353e+01	(-2.82052946835542e+01dB,8.84565982267086e+01°)
1.43548943335364e+01	(-2.81853092259096e+01dB,8.84530420449981e+01°)
1.43879857825583e+01	(-2.81653238353408e+01dB,8.84494776774052e+01°)
1.44211535152486e+01	(-2.81453385121566e+01dB,8.84459051051416e+01°)
1.44543977074592e+01	(-2.81253532566728e+01dB,8.84423243093784e+01°)
1.44877185354475e+01	(-2.81053680691867e+01dB,8.84387352712399e+01°)
1.45211161758773e+01	(-2.80853829500227e+01dB,8.84351379718121e+01°)
1.45545908058195e+01	(-2.80653978994982e+01dB,8.84315323921359e+01°)
1.45881426027534e+01	(-2.80454129179276e+01dB,8.84279185132093e+01°)
1.46217717445671e+01	(-2.80254280056211e+01dB,8.84242963159849e+01°)
1.46554784095590e+01	(-2.80054431629017e+01dB,8.84206657813754e+01°)
1.46892627764385e+01	(-2.79854583901013e+01dB,8.84170268902501e+01°)
1.47231250243271e+01	(-2.79654736875316e+01dB,8.84133796234318e+01°)
1.47570653327588e+01	(-2.79454890555043e+01dB,8.84097239616985e+01°)
1.47910838816819e+01	(-2.79255044943685e+01dB,8.84060598857927e+01°)
1.48251808514594e+01	(-2.79055200044404e+01dB,8.84023873764051e+01°)
1.48593564228699e+01	(-2.78855355860376e+01dB,8.83987064141834e+01°)
1.48936107771090e+01	(-2.78655512395124e+01dB,8.83950169797372e+01°)
1.49279440957898e+01	(-2.78455669651796e+01dB,8.83913190536250e+01°)
1.49623565609442e+01	(-2.78255827633773e+01dB,8.83876126163644e+01°)
1.49968483550236e+01	(-2.78055986344365e+01dB,8.83838976484282e+01°)
1.50314196609001e+01	(-2.77856145786909e+01dB,8.83801741302447e+01°)
1.50660706618673e+01	(-2.77656305964845e+01dB,8.83764420421989e+01°)
1.51008015416413e+01	(-2.77456466881603e+01dB,8.83727013646310e+01°)
1.51356124843619e+01	(-2.77256628540380e+01dB,8.83689520778326e+01°)
1.51705036745932e+01	(-2.77056790944878e+01dB,8.83651941620586e+01°)
1.52054752973248e+01	(-2.76856954098284e+01dB,8.83614275975090e+01°)
1.52405275379728e+01	(-2.76657118004218e+01dB,8.83576523643484e+01°)
1.52756605823806e+01	(-2.76457282666014e+01dB,8.83538684426889e+01°)
1.53108746168201e+01	(-2.76257448087250e+01dB,8.83500758126021e+01°)
1.53461698279928e+01	(-2.76057614271450e+01dB,8.83462744541136e+01°)
1.53815464030302e+01	(-2.75857781222008e+01dB,8.83424643472005e+01°)
1.54170045294954e+01	(-2.75657948942612e+01dB,8.83386454717999e+01°)
1.54525443953840e+01	(-2.75458117436673e+01dB,8.83348178077972e+01°)
1.54881661891247e+01	(-2.75258286707824e+01dB,8.83309813350367e+01°)
1.55238700995807e+01	(-2.75058456759668e+01dB,8.83271360333161e+01°)
1.55596563160506e+01	(-2.74858627595727e+01dB,8.83232818823847e+01°)
1.55955250282694e+01	(-2.74658799219652e+01dB,8.83194188619486e+01°)
1.56314764264094e+01	(-2.74458971635082e+01dB,8.83155469516672e+01°)
1.56675107010813e+01	(-2.74259144845603e+01dB,8.83116661311518e+01°)
1.57036280433354e+01	(-2.74059318855002e+01dB,8.83077763799721e+01°)
1.57398286446620e+01	(-2.73859493666897e+01dB,8.83038776776469e+01°)
1.57761126969933e+01	(-2.73659669284910e+01dB,8.82999700036489e+01°)
1.58124803927037e+01	(-2.73459845712865e+01dB,8.82960533374071e+01°)
1.58489319246110e+01	(-2.73260022954429e+01dB,8.82921276583011e+01°)
1.58854674859776e+01	(-2.73060201013378e+01dB,8.82881929456655e+01°)
1.59220872705115e+01	(-2.72860379893483e+01dB,8.82842491787871e+01°)
1.59587914723672e+01	(-2.72660559598525e+01dB,8.82802963369059e+01°)
1.59955802861465e+01	(-2.72460740132329e+01dB,8.82763343992157e+01°)
1.60324539069002e+01	(-2.72260921498635e+01dB,8.82723633448599e+01°)
1.60694125301286e+01	(-2.72061103701358e+01dB,8.82683831529395e+01°)
1.61064563517825e+01	(-2.71861286744321e+01dB,8.82643938025042e+01°)
1.61435855682647e+01	(-2.71661470631444e+01dB,8.82603952725590e+01°)
1.61808003764305e+01	(-2.71461655366412e+01dB,8.82563875420555e+01°)
1.62181009735891e+01	(-2.71261840953413e+01dB,8.82523705899082e+01°)
1.62554875575047e+01	(-2.71062027396236e+01dB,8.82483443949738e+01°)
1.62929603263970e+01	(-2.70862214698805e+01dB,8.82443089360656e+01°)
1.63305194789432e+01	(-2.70662402865077e+01dB,8.82402641919474e+01°)
1.63681652142779e+01	(-2.70462591899124e+01dB,8.82362101413377e+01°)
1.64058977319952e+01	(-2.70262781804854e+01dB,8.82321467629026e+01°)
1.64437172321491e+01	(-2.70062972586391e+01dB,8.82280740352648e+01°)
1.64816239152549e+01	(-2.69863164247548e+01dB,8.82239919369907e+01°)
1.65196179822900e+01	(-2.69663356792675e+01dB,8.82199004466093e+01°)
1.65576996346951e+01	(-2.69463550225564e+01dB,8.82157995425893e+01°)
1.65958690743754e+01	(-2.69263744550531e+01dB,8.82116892033605e+01°)
1.66341265037015e+01	(-2.69063939771492e+01dB,8.82075694072960e+01°)
1.66724721255104e+01	(-2.68864135892713e+01dB,8.82034401327260e+01°)
1.67109061431069e+01	(-2.68664332918278e+01dB,8.81993013579278e+01°)
1.67494287602642e+01	(-2.68464530852461e+01dB,8.81951530611330e+01°)
1.67880401812254e+01	(-2.68264729699242e+01dB,8.81909952205174e+01°)
1.68267406107045e+01	(-2.68064929462990e+01dB,8.81868278142154e+01°)
1.68655302538872e+01	(-2.67865130147868e+01dB,8.81826508203068e+01°)
1.69044093164324e+01	(-2.67665331758170e+01dB,8.81784642168240e+01°)
1.69433780044731e+01	(-2.67465534298038e+01dB,8.81742679817467e+01°)
1.69824365246172e+01	(-2.67265737771918e+01dB,8.81700620930104e+01°)
1.70215850839493e+01	(-2.67065942183952e+01dB,8.81658465284937e+01°)
1.70608238900310e+01	(-2.66866147538597e+01dB,8.81616212660307e+01°)
1.71001531509027e+01	(-2.66666353840190e+01dB,8.81573862834047e+01°)
1.71395730750840e+01	(-2.66466561092971e+01dB,8.81531415583440e+01°)
1.71790838715757e+01	(-2.66266769301387e+01dB,8.81488870685311e+01°)
1.72186857498599e+01	(-2.66066978469849e+01dB,8.81446227915973e+01°)
1.72583789199018e+01	(-2.65867188602816e+01dB,8.81403487051234e+01°)
1.72981635921508e+01	(-2.65667399704638e+01dB,8.81360647866371e+01°)
1.73380399775412e+01	(-2.65467611779857e+01dB,8.81317710136184e+01°)
1.73780082874935e+01	(-2.65267824832936e+01dB,8.81274673634949e+01°)
1.74180687339159e+01	(-2.65068038868300e+01dB,8.81231538136421e+01°)
1.74582215292048e+01	(-2.64868253890613e+01dB,8.81188303413878e+01°)
1.74984668862463e+01	(-2.64668469904327e+01dB,8.81144969240043e+01°)
1.75388050184174e+01	(-2.64468686914044e+01dB,8.81101535387157e+01°)
1.75792361395867e+01	(-2.64268904924333e+01dB,8.81058001626932e+01°)
1.76197604641161e+01	(-2.64069123939879e+01dB,8.81014367730581e+01°)
1.76603782068614e+01	(-2.63869343965150e+01dB,8.80970633468751e+01°)
1.77010895831740e+01	(-2.63669565004946e+01dB,8.80926798611638e+01°)
1.77418948089014e+01	(-2.63469787063776e+01dB,8.80882862928851e+01°)
1.77827941003890e+01	(-2.63270010146572e+01dB,8.80838826189569e+01°)
1.78237876744807e+01	(-2.63070234257840e+01dB,8.80794688162344e+01°)
1.78648757485203e+01	(-2.62870459402469e+01dB,8.80750448615296e+01°)
1.79060585403527e+01	(-2.62670685585096e+01dB,8.80706107315948e+01°)
1.79473362683250e+01	(-2.62470912810496e+01dB,8.80661664031333e+01°)
1.79887091512876e+01	(-2.62271141083621e+01dB,8.80617118527990e+01°)
1.80301774085954e+01	(-2.62071370409161e+01dB,8.80572470571865e+01°)
1.80717412601090e+01	(-2.61871600791984e+01dB,8.80527719928416e+01°)
1.81134009261958e+01	(-2.61671832236980e+01dB,8.80482866362564e+01°)
1.81551566277311e+01	(-2.61472064749022e+01dB,8.80437909638699e+01°)
1.81970085860996e+01	(-2.61272298333029e+01dB,8.80392849520679e+01°)
1.82389570231961e+01	(-2.61072532993975e+01dB,8.80347685771838e+01°)
1.82810021614272e+01	(-2.60872768736797e+01dB,8.80302418154960e+01°)
1.83231442237119e+01	(-2.60673005566441e+01dB,8.80257046432295e+01°)
1.83653834334832e+01	(-2.60473243488020e+01dB,8.80211570365587e+01°)
1.84077200146893e+01	(-2.60273482506398e+01dB,8.80165989715978e+01°)
1.84501541917945e+01	(-2.60073722626689e+01dB,8.80120304244134e+01°)
1.84926861897805e+01	(-2.59873963854060e+01dB,8.80074513710174e+01°)
1.85353162341478e+01	(-2.59674206193532e+01dB,8.80028617873643e+01°)
1.85780445509167e+01	(-2.59474449650174e+01dB,8.79982616493551e+01°)
1.86208713666284e+01	(-2.59274694229209e+01dB,8.79936509328395e+01°)
1.86637969083464e+01	(-2.59074939935813e+01dB,8.79890296136110e+01°)
1.87068214036577e+01	(-2.58875186775113e+01dB,8.79843976674067e+01°)
1.87499450806739e+01	(-2.58675434752401e+01dB,8.79797550699124e+01°)
1.87931681680324e+01	(-2.58475683872827e+01dB,8.79751017967554e+01°)
1.88364908948977e+01	(-2.58275934141716e+01dB,8.79704378235114e+01°)
1.88799134909627e+01	(-2.58076185564336e+01dB,8.79657631256993e+01°)
1.89234361864495e+01	(-2.57876438145989e+01dB,8.79610776787833e+01°)
1.89670592121112e+01	(-2.57676691892078e+01dB,8.79563814581733e+01°)
1.90107827992327e+01	(-2.57476946807899e+01dB,8.79516744392214e+01°)
1.90546071796322e+01	(-2.57277202898829e+01dB,8.79469565972256e+01°)
1.90985325856621e+01	(-2.57077460170299e+01dB,8.79422279074288e+01°)
1.91425592502106e+01	(-2.56877718627767e+01dB,8.79374883450183e+01°)
1.91866874067026e+01	(-2.56677978276685e+01dB,8.79327378851242e+01°)
1.92309172891013e+01	(-2.56478239122529e+01dB,8.79279765028216e+01°)
1.92752491319091e+01	(-2.56278501170731e+01dB,8.79232041731268e+01°)
1.93196831701689e+01	(-2.56078764426963e+01dB,8.79184208710059e+01°)
1.93642196394658e+01	(-2.55879028896747e+01dB,8.79136265713638e+01°)
1.94088587759275e+01	(-2.55679294585608e+01dB,8.79088212490486e+01°)
1.94536008162263e+01	(-2.55479561499176e+01dB,8.79040048788543e+01°)
1.94984459975802e+01	(-2.55279829643156e+01dB,8.78991774355186e+01°)
1.95433945577536e+01	(-2.55080099023085e+01dB,8.78943388937178e+01°)
1.95884467350596e+01	(-2.54880369644778e+01dB,8.78894892280778e+01°)
1.96336027683602e+01	(-2.54680641513969e+01dB,8.78846284131641e+01°)
1.96788628970681e+01	(-2.54480914636251e+01dB,8.78797564234818e+01°)
1.97242273611482e+01	(-2.54281189017469e+01dB,8.78748732334838e+01°)
1.97696964011183e+01	(-2.54081464663497e+01dB,8.78699788175653e+01°)
1.98152702580507e+01	(-2.53881741580090e+01dB,8.78650731500610e+01°)
1.98609491735734e+01	(-2.53682019773089e+01dB,8.78601562052487e+01°)
1.99067333898715e+01	(-2.53482299248290e+01dB,8.78552279573474e+01°)
1.99526231496885e+01	(-2.53282580011773e+01dB,8.78502883805237e+01°)
1.99986186963271e+01	(-2.53082862069315e+01dB,8.78453374488786e+01°)
2.00447202736513e+01	(-2.52883145426951e+01dB,8.78403751364605e+01°)
2.00909281260870e+01	(-2.52683430090641e+01dB,8.78354014172568e+01°)
2.01372424986236e+01	(-2.52483716066405e+01dB,8.78304162651974e+01°)
2.01836636368153e+01	(-2.52284003360297e+01dB,8.78254196541538e+01°)
2.02301917867824e+01	(-2.52084291978352e+01dB,8.78204115579376e+01°)
2.02768271952125e+01	(-2.51884581926653e+01dB,8.78153919503022e+01°)
2.03235701093619e+01	(-2.51684873211387e+01dB,8.78103608049443e+01°)
2.03704207770568e+01	(-2.51485165838638e+01dB,8.78053180954976e+01°)
2.04173794466950e+01	(-2.51285459814661e+01dB,8.78002637955408e+01°)
2.04644463672464e+01	(-2.51085755145527e+01dB,8.77951978785874e+01°)
2.05116217882553e+01	(-2.50886051837548e+01dB,8.77901203180974e+01°)
2.05589059598411e+01	(-2.50686349897066e+01dB,8.77850310874711e+01°)
2.06062991326997e+01	(-2.50486649330294e+01dB,8.77799301600449e+01°)
2.06538015581049e+01	(-2.50286950143543e+01dB,8.77748175090974e+01°)
2.07014134879101e+01	(-2.50087252343172e+01dB,8.77696931078479e+01°)
2.07491351745487e+01	(-2.49887555935607e+01dB,8.77645569294562e+01°)
2.07969668710366e+01	(-2.49687860927207e+01dB,8.77594089470198e+01°)
2.08449088309725e+01	(-2.49488167324401e+01dB,8.77542491335770e+01°)
2.08929613085400e+01	(-2.49288475133733e+01dB,8.77490774621076e+01°)
2.09411245585086e+01	(-2.49088784361593e+01dB,8.77438939055259e+01°)
2.09893988362349e+01	(-2.48889095014642e+01dB,8.77386984366925e+01°)
2.10377843976644e+01	(-2.48689407099343e+01dB,8.77334910284007e+01°)
2.10862814993325e+01	(-2.48489720622273e+01dB,8.77282716533851e+01°)
2.11348903983661e+01	(-2.48290035590116e+01dB,8.77230402843212e+01°)
2.11836113524847e+01	(-2.48090352009378e+01dB,8.77177968938184e+01°)
2.12324446200018e+01	(-2.47890669886930e+01dB,8.77125414544329e+01°)
2.12813904598267e+01	(-2.47690989229445e+01dB,8.77072739386535e+01°)
2.13304491314654e+01	(-2.47491310043538e+01dB,8.77019943189051e+01°)
2.13796208950219e+01	(-2.47291632336084e+01dB,8.76967025675575e+01°)
2.14289060112002e+01	(-2.47091956113806e+01dB,8.76913986569134e+01°)
2.14783047413050e+01	(-2.46892281383642e+01dB,8.76860825592179e+01°)
2.15278173472433e+01	(-2.46692608152431e+01dB,8.76807542466513e+01°)
2.15774440915263e+01	(-2.46492936427004e+01dB,8.76754136913304e+01°)
2.16271852372698e+01	(-2.46293266214336e+01dB,8.76700608653125e+01°)
2.16770410481966e+01	(-2.46093597521319e+01dB,8.76646957405892e+01°)
2.17270117886371e+01	(-2.45893930355064e+01dB,8.76593182890950e+01°)
2.17770977235312e+01	(-2.45694264722513e+01dB,8.76539284826959e+01°)
2.18272991184296e+01	(-2.45494600630725e+01dB,8.76485262931972e+01°)
2.18776162394951e+01	(-2.45294938086809e+01dB,8.76431116923418e+01°)
2.19280493535041e+01	(-2.45095277097916e+01dB,8.76376846518099e+01°)
2.19785987278478e+01	(-2.44895617671134e+01dB,8.76322451432152e+01°)
2.20292646305342e+01	(-2.44695959813637e+01dB,8.76267931381104e+01°)
2.20800473301886e+01	(-2.44496303532708e+01dB,8.76213286079858e+01°)
2.21309470960560e+01	(-2.44296648835658e+01dB,8.76158515242685e+01°)
2.21819641980018e+01	(-2.44096995729605e+01dB,8.76103618583151e+01°)
2.22330989065136e+01	(-2.43897344221902e+01dB,8.76048595814243e+01°)
2.22843514927026e+01	(-2.43697694320047e+01dB,8.75993446648333e+01°)
2.23357222283049e+01	(-2.43498046031286e+01dB,8.75938170797078e+01°)
2.23872113856830e+01	(-2.43298399363115e+01dB,8.75882767971545e+01°)
2.24388192378272e+01	(-2.43098754322949e+01dB,8.75827237882127e+01°)
2.24905460583574e+01	(-2.42899110918281e+01dB,8.75771580238586e+01°)
2.25423921215239e+01	(-2.42699469156591e+01dB,8.75715794750018e+01°)
2.25943577022094e+01	(-2.42499829045513e+01dB,8.75659881124906e+01°)
2.26464430759302e+01	(-2.42300190592642e+01dB,8.75603839071066e+01°)
2.26986485188378e+01	(-2.42100553805478e+01dB,8.75547668295618e+01°)
2.27509743077203e+01	(-2.41900918691786e+01dB,8.75491368505101e+01°)
