Freq.	V(7,8)/V(A)
1.30617088813183e+01	(-3.84495913319551e+01dB,8.85923435796188e+01°)
1.30918192299940e+01	(-3.84296034292381e+01dB,8.85890999065621e+01°)
1.31219989901919e+01	(-3.84096155823274e+01dB,8.85858487651440e+01°)
1.31522483219223e+01	(-3.83896277914813e+01dB,8.85825901382112e+01°)
1.31825673855640e+01	(-3.83696400569565e+01dB,8.85793240085707e+01°)
1.32129563418657e+01	(-3.83496523790065e+01dB,8.85760503589898e+01°)
1.32434153519466e+01	(-3.83296647578990e+01dB,8.85727691721985e+01°)
1.32739445772973e+01	(-3.83096771938884e+01dB,8.85694804308851e+01°)
1.33045441797808e+01	(-3.82896896872506e+01dB,8.85661841177019e+01°)
1.33352143216332e+01	(-3.82697022382453e+01dB,8.85628802152586e+01°)
1.33659551654643e+01	(-3.82497148471322e+01dB,8.85595687061251e+01°)
1.33967668742593e+01	(-3.82297275141849e+01dB,8.85562495728338e+01°)
1.34276496113785e+01	(-3.82097402396654e+01dB,8.85529227978750e+01°)
1.34586035405594e+01	(-3.81897530238456e+01dB,8.85495883637006e+01°)
1.34896288259164e+01	(-3.81697658670030e+01dB,8.85462462527233e+01°)
1.35207256319427e+01	(-3.81497787694032e+01dB,8.85428964473136e+01°)
1.35518941235103e+01	(-3.81297917313103e+01dB,8.85395389298010e+01°)
1.35831344658714e+01	(-3.81098047530198e+01dB,8.85361736824803e+01°)
1.36144468246594e+01	(-3.80898178347870e+01dB,8.85328006875987e+01°)
1.36458313658891e+01	(-3.80698309768996e+01dB,8.85294199273681e+01°)
1.36772882559584e+01	(-3.80498441796329e+01dB,8.85260313839579e+01°)
1.37088176616484e+01	(-3.80298574432699e+01dB,8.85226350394978e+01°)
1.37404197501250e+01	(-3.80098707680825e+01dB,8.85192308760745e+01°)
1.37720946889394e+01	(-3.79898841543668e+01dB,8.85158188757382e+01°)
1.38038426460287e+01	(-3.79698976023882e+01dB,8.85123990204925e+01°)
1.38356637897177e+01	(-3.79499111124455e+01dB,8.85089712923055e+01°)
1.38675582887188e+01	(-3.79299246848227e+01dB,8.85055356731017e+01°)
1.38995263121334e+01	(-3.79099383198040e+01dB,8.85020921447639e+01°)
1.39315680294529e+01	(-3.78899520176730e+01dB,8.84986406891335e+01°)
1.39636836105593e+01	(-3.78699657787295e+01dB,8.84951812880133e+01°)
1.39958732257261e+01	(-3.78499796032568e+01dB,8.84917139231612e+01°)
1.40281370456195e+01	(-3.78299934915546e+01dB,8.84882385762966e+01°)
1.40604752412990e+01	(-3.78100074439133e+01dB,8.84847552290952e+01°)
1.40928879842186e+01	(-3.77900214606279e+01dB,8.84812638631915e+01°)
1.41253754462274e+01	(-3.77700355419976e+01dB,8.84777644601788e+01°)
1.41579377995707e+01	(-3.77500496883068e+01dB,8.84742570016058e+01°)
1.41905752168908e+01	(-3.77300638998762e+01dB,8.84707414689850e+01°)
1.42232878712281e+01	(-3.77100781769917e+01dB,8.84672178437808e+01°)
1.42560759360218e+01	(-3.76900925199665e+01dB,8.84636861074198e+01°)
1.42889395851109e+01	(-3.76701069290893e+01dB,8.84601462412818e+01°)
1.43218789927353e+01	(-3.76501214046806e+01dB,8.84565982267097e+01°)
1.43548943335364e+01	(-3.76301359470360e+01dB,8.84530420449992e+01°)
1.43879857825583e+01	(-3.76101505564673e+01dB,8.84494776774061e+01°)
1.44211535152486e+01	(-3.75901652332831e+01dB,8.84459051051426e+01°)
1.44543977074592e+01	(-3.75701799777993e+01dB,8.84423243093796e+01°)
1.44877185354475e+01	(-3.75501947903131e+01dB,8.84387352712411e+01°)
1.45211161758773e+01	(-3.75302096711492e+01dB,8.84351379718131e+01°)
1.45545908058195e+01	(-3.75102246206246e+01dB,8.84315323921370e+01°)
1.45881426027534e+01	(-3.74902396390540e+01dB,8.84279185132103e+01°)
1.46217717445671e+01	(-3.74702547267476e+01dB,8.84242963159860e+01°)
1.46554784095590e+01	(-3.74502698840282e+01dB,8.84206657813763e+01°)
1.46892627764385e+01	(-3.74302851112278e+01dB,8.84170268902510e+01°)
1.47231250243271e+01	(-3.74103004086580e+01dB,8.84133796234326e+01°)
1.47570653327588e+01	(-3.73903157766308e+01dB,8.84097239616997e+01°)
1.47910838816819e+01	(-3.73703312154950e+01dB,8.84060598857938e+01°)
1.48251808514594e+01	(-3.73503467255668e+01dB,8.84023873764062e+01°)
1.48593564228699e+01	(-3.73303623071640e+01dB,8.83987064141845e+01°)
1.48936107771090e+01	(-3.73103779606389e+01dB,8.83950169797383e+01°)
1.49279440957898e+01	(-3.72903936863061e+01dB,8.83913190536259e+01°)
1.49623565609442e+01	(-3.72704094845038e+01dB,8.83876126163654e+01°)
1.49968483550236e+01	(-3.72504253555629e+01dB,8.83838976484293e+01°)
1.50314196609001e+01	(-3.72304412998173e+01dB,8.83801741302457e+01°)
1.50660706618673e+01	(-3.72104573176110e+01dB,8.83764420421999e+01°)
1.51008015416413e+01	(-3.71904734092867e+01dB,8.83727013646322e+01°)
1.51356124843619e+01	(-3.71704895751644e+01dB,8.83689520778335e+01°)
1.51705036745932e+01	(-3.71505058156142e+01dB,8.83651941620593e+01°)
1.52054752973248e+01	(-3.71305221309549e+01dB,8.83614275975101e+01°)
1.52405275379728e+01	(-3.71105385215483e+01dB,8.83576523643494e+01°)
1.52756605823806e+01	(-3.70905549877279e+01dB,8.83538684426898e+01°)
1.53108746168201e+01	(-3.70705715298515e+01dB,8.83500758126031e+01°)
1.53461698279928e+01	(-3.70505881482714e+01dB,8.83462744541147e+01°)
1.53815464030302e+01	(-3.70306048433273e+01dB,8.83424643472017e+01°)
1.54170045294954e+01	(-3.70106216153876e+01dB,8.83386454718009e+01°)
1.54525443953840e+01	(-3.69906384647937e+01dB,8.83348178077983e+01°)
1.54881661891247e+01	(-3.69706553919088e+01dB,8.83309813350379e+01°)
1.55238700995807e+01	(-3.69506723970933e+01dB,8.83271360333172e+01°)
1.55596563160506e+01	(-3.69306894806991e+01dB,8.83232818823858e+01°)
1.55955250282694e+01	(-3.69107066430916e+01dB,8.83194188619497e+01°)
1.56314764264094e+01	(-3.68907238846347e+01dB,8.83155469516682e+01°)
1.56675107010813e+01	(-3.68707412056868e+01dB,8.83116661311530e+01°)
1.57036280433354e+01	(-3.68507586066267e+01dB,8.83077763799732e+01°)
1.57398286446620e+01	(-3.68307760878162e+01dB,8.83038776776481e+01°)
1.57761126969933e+01	(-3.68107936496175e+01dB,8.82999700036499e+01°)
1.58124803927037e+01	(-3.67908112924129e+01dB,8.82960533374082e+01°)
1.58489319246110e+01	(-3.67708290165694e+01dB,8.82921276583022e+01°)
1.58854674859776e+01	(-3.67508468224642e+01dB,8.82881929456665e+01°)
1.59220872705115e+01	(-3.67308647104748e+01dB,8.82842491787881e+01°)
1.59587914723672e+01	(-3.67108826809790e+01dB,8.82802963369070e+01°)
1.59955802861465e+01	(-3.66909007343594e+01dB,8.82763343992166e+01°)
1.60324539069002e+01	(-3.66709188709899e+01dB,8.82723633448611e+01°)
1.60694125301286e+01	(-3.66509370912623e+01dB,8.82683831529405e+01°)
1.61064563517825e+01	(-3.66309553955586e+01dB,8.82643938025053e+01°)
1.61435855682647e+01	(-3.66109737842709e+01dB,8.82603952725601e+01°)
1.61808003764305e+01	(-3.65909922577676e+01dB,8.82563875420567e+01°)
1.62181009735891e+01	(-3.65710108164677e+01dB,8.82523705899091e+01°)
1.62554875575047e+01	(-3.65510294607500e+01dB,8.82483443949751e+01°)
1.62929603263970e+01	(-3.65310481910070e+01dB,8.82443089360667e+01°)
1.63305194789432e+01	(-3.65110670076342e+01dB,8.82402641919485e+01°)
1.63681652142779e+01	(-3.64910859110389e+01dB,8.82362101413388e+01°)
1.64058977319952e+01	(-3.64711049016118e+01dB,8.82321467629039e+01°)
1.64437172321491e+01	(-3.64511239797655e+01dB,8.82280740352659e+01°)
1.64816239152549e+01	(-3.64311431458813e+01dB,8.82239919369918e+01°)
1.65196179822900e+01	(-3.64111624003939e+01dB,8.82199004466105e+01°)
1.65576996346951e+01	(-3.63911817436828e+01dB,8.82157995425904e+01°)
1.65958690743754e+01	(-3.63712011761796e+01dB,8.82116892033617e+01°)
1.66341265037015e+01	(-3.63512206982757e+01dB,8.82075694072972e+01°)
1.66724721255104e+01	(-3.63312403103977e+01dB,8.82034401327271e+01°)
1.67109061431069e+01	(-3.63112600129542e+01dB,8.81993013579289e+01°)
1.67494287602642e+01	(-3.62912798063725e+01dB,8.81951530611341e+01°)
1.67880401812254e+01	(-3.62712996910506e+01dB,8.81909952205186e+01°)
1.68267406107045e+01	(-3.62513196674255e+01dB,8.81868278142166e+01°)
1.68655302538872e+01	(-3.62313397359133e+01dB,8.81826508203079e+01°)
1.69044093164324e+01	(-3.62113598969434e+01dB,8.81784642168252e+01°)
1.69433780044731e+01	(-3.61913801509302e+01dB,8.81742679817479e+01°)
1.69824365246172e+01	(-3.61714004983182e+01dB,8.81700620930115e+01°)
1.70215850839493e+01	(-3.61514209395216e+01dB,8.81658465284946e+01°)
1.70608238900310e+01	(-3.61314414749862e+01dB,8.81616212660321e+01°)
1.71001531509027e+01	(-3.61114621051455e+01dB,8.81573862834060e+01°)
1.71395730750840e+01	(-3.60914828304235e+01dB,8.81531415583451e+01°)
1.71790838715757e+01	(-3.60715036512652e+01dB,8.81488870685324e+01°)
1.72186857498599e+01	(-3.60515245681114e+01dB,8.81446227915985e+01°)
1.72583789199018e+01	(-3.60315455814081e+01dB,8.81403487051247e+01°)
1.72981635921508e+01	(-3.60115666915903e+01dB,8.81360647866383e+01°)
1.73380399775412e+01	(-3.59915878991121e+01dB,8.81317710136197e+01°)
1.73780082874935e+01	(-3.59716092044200e+01dB,8.81274673634964e+01°)
1.74180687339159e+01	(-3.59516306079564e+01dB,8.81231538136432e+01°)
1.74582215292048e+01	(-3.59316521101878e+01dB,8.81188303413888e+01°)
1.74984668862463e+01	(-3.59116737115591e+01dB,8.81144969240055e+01°)
1.75388050184174e+01	(-3.58916954125309e+01dB,8.81101535387170e+01°)
1.75792361395867e+01	(-3.58717172135597e+01dB,8.81058001626945e+01°)
1.76197604641161e+01	(-3.58517391151143e+01dB,8.81014367730593e+01°)
1.76603782068614e+01	(-3.58317611176414e+01dB,8.80970633468763e+01°)
1.77010895831740e+01	(-3.58117832216211e+01dB,8.80926798611651e+01°)
1.77418948089014e+01	(-3.57918054275041e+01dB,8.80882862928865e+01°)
1.77827941003890e+01	(-3.57718277357837e+01dB,8.80838826189582e+01°)
1.78237876744807e+01	(-3.57518501469104e+01dB,8.80794688162358e+01°)
1.78648757485203e+01	(-3.57318726613734e+01dB,8.80750448615308e+01°)
1.79060585403527e+01	(-3.57118952796361e+01dB,8.80706107315960e+01°)
1.79473362683250e+01	(-3.56919180021761e+01dB,8.80661664031345e+01°)
1.79887091512876e+01	(-3.56719408294885e+01dB,8.80617118528002e+01°)
1.80301774085954e+01	(-3.56519637620425e+01dB,8.80572470571878e+01°)
1.80717412601090e+01	(-3.56319868003248e+01dB,8.80527719928428e+01°)
1.81134009261958e+01	(-3.56120099448245e+01dB,8.80482866362577e+01°)
1.81551566277311e+01	(-3.55920331960287e+01dB,8.80437909638712e+01°)
1.81970085860996e+01	(-3.55720565544293e+01dB,8.80392849520692e+01°)
1.82389570231961e+01	(-3.55520800205240e+01dB,8.80347685771849e+01°)
1.82810021614272e+01	(-3.55321035948061e+01dB,8.80302418154971e+01°)
1.83231442237119e+01	(-3.55121272777705e+01dB,8.80257046432307e+01°)
1.83653834334832e+01	(-3.54921510699285e+01dB,8.80211570365598e+01°)
1.84077200146893e+01	(-3.54721749717662e+01dB,8.80165989715992e+01°)
1.84501541917945e+01	(-3.54521989837953e+01dB,8.80120304244146e+01°)
1.84926861897805e+01	(-3.54322231065325e+01dB,8.80074513710186e+01°)
1.85353162341478e+01	(-3.54122473404796e+01dB,8.80028617873655e+01°)
1.85780445509167e+01	(-3.53922716861439e+01dB,8.79982616493565e+01°)
1.86208713666284e+01	(-3.53722961440473e+01dB,8.79936509328409e+01°)
1.86637969083464e+01	(-3.53523207147077e+01dB,8.79890296136123e+01°)
1.87068214036577e+01	(-3.53323453986377e+01dB,8.79843976674080e+01°)
1.87499450806739e+01	(-3.53123701963666e+01dB,8.79797550699137e+01°)
1.87931681680324e+01	(-3.52923951084091e+01dB,8.79751017967567e+01°)
1.88364908948977e+01	(-3.52724201352981e+01dB,8.79704378235128e+01°)
1.88799134909627e+01	(-3.52524452775600e+01dB,8.79657631257007e+01°)
1.89234361864495e+01	(-3.52324705357254e+01dB,8.79610776787844e+01°)
1.89670592121112e+01	(-3.52124959103343e+01dB,8.79563814581745e+01°)
1.90107827992327e+01	(-3.51925214019163e+01dB,8.79516744392227e+01°)
1.90546071796322e+01	(-3.51725470110093e+01dB,8.79469565972271e+01°)
1.90985325856621e+01	(-3.51525727381564e+01dB,8.79422279074303e+01°)
1.91425592502106e+01	(-3.51325985839031e+01dB,8.79374883450197e+01°)
1.91866874067026e+01	(-3.51126245487949e+01dB,8.79327378851257e+01°)
1.92309172891013e+01	(-3.50926506333793e+01dB,8.79279765028229e+01°)
1.92752491319091e+01	(-3.50726768381995e+01dB,8.79232041731282e+01°)
1.93196831701689e+01	(-3.50527031638227e+01dB,8.79184208710072e+01°)
1.93642196394658e+01	(-3.50327296108012e+01dB,8.79136265713651e+01°)
1.94088587759275e+01	(-3.50127561796872e+01dB,8.79088212490502e+01°)
1.94536008162263e+01	(-3.49927828710440e+01dB,8.79040048788558e+01°)
1.94984459975802e+01	(-3.49728096854420e+01dB,8.78991774355200e+01°)
1.95433945577536e+01	(-3.49528366234349e+01dB,8.78943388937193e+01°)
1.95884467350596e+01	(-3.49328636856042e+01dB,8.78894892280791e+01°)
1.96336027683602e+01	(-3.49128908725234e+01dB,8.78846284131656e+01°)
1.96788628970681e+01	(-3.48929181847516e+01dB,8.78797564234833e+01°)
1.97242273611482e+01	(-3.48729456228733e+01dB,8.78748732334852e+01°)
1.97696964011183e+01	(-3.48529731874761e+01dB,8.78699788175667e+01°)
1.98152702580507e+01	(-3.48330008791354e+01dB,8.78650731500623e+01°)
1.98609491735734e+01	(-3.48130286984354e+01dB,8.78601562052501e+01°)
1.99067333898715e+01	(-3.47930566459555e+01dB,8.78552279573487e+01°)
1.99526231496885e+01	(-3.47730847223038e+01dB,8.78502883805251e+01°)
1.99986186963271e+01	(-3.47531129280580e+01dB,8.78453374488800e+01°)
2.00447202736513e+01	(-3.47331412638215e+01dB,8.78403751364619e+01°)
2.00909281260870e+01	(-3.47131697301906e+01dB,8.78354014172582e+01°)
2.01372424986236e+01	(-3.46931983277669e+01dB,8.78304162651988e+01°)
2.01836636368153e+01	(-3.46732270571562e+01dB,8.78254196541552e+01°)
2.02301917867824e+01	(-3.46532559189617e+01dB,8.78204115579391e+01°)
2.02768271952125e+01	(-3.46332849137917e+01dB,8.78153919503038e+01°)
2.03235701093619e+01	(-3.46133140422651e+01dB,8.78103608049459e+01°)
2.03704207770568e+01	(-3.45933433049902e+01dB,8.78053180954991e+01°)
2.04173794466950e+01	(-3.45733727025926e+01dB,8.78002637955422e+01°)
2.04644463672464e+01	(-3.45534022356791e+01dB,8.77951978785889e+01°)
2.05116217882553e+01	(-3.45334319048812e+01dB,8.77901203180989e+01°)
2.05589059598411e+01	(-3.45134617108331e+01dB,8.77850310874725e+01°)
2.06062991326997e+01	(-3.44934916541558e+01dB,8.77799301600463e+01°)
2.06538015581049e+01	(-3.44735217354808e+01dB,8.77748175090989e+01°)
2.07014134879101e+01	(-3.44535519554437e+01dB,8.77696931078493e+01°)
2.07491351745487e+01	(-3.44335823146872e+01dB,8.77645569294577e+01°)
2.07969668710366e+01	(-3.44136128138471e+01dB,8.77594089470214e+01°)
2.08449088309725e+01	(-3.43936434535665e+01dB,8.77542491335785e+01°)
2.08929613085400e+01	(-3.43736742344997e+01dB,8.77490774621090e+01°)
2.09411245585086e+01	(-3.43537051572857e+01dB,8.77438939055274e+01°)
2.09893988362349e+01	(-3.43337362225906e+01dB,8.77386984366940e+01°)
2.10377843976644e+01	(-3.43137674310607e+01dB,8.77334910284021e+01°)
2.10862814993325e+01	(-3.42937987833538e+01dB,8.77282716533865e+01°)
2.11348903983661e+01	(-3.42738302801380e+01dB,8.77230402843228e+01°)
2.11836113524847e+01	(-3.42538619220642e+01dB,8.77177968938199e+01°)
2.12324446200018e+01	(-3.42338937098195e+01dB,8.77125414544343e+01°)
2.12813904598267e+01	(-3.42139256440709e+01dB,8.77072739386548e+01°)
2.13304491314654e+01	(-3.41939577254802e+01dB,8.77019943189066e+01°)
2.13796208950219e+01	(-3.41739899547349e+01dB,8.76967025675591e+01°)
2.14289060112002e+01	(-3.41540223325071e+01dB,8.76913986569148e+01°)
2.14783047413050e+01	(-3.41340548594906e+01dB,8.76860825592193e+01°)
2.15278173472433e+01	(-3.41140875363695e+01dB,8.76807542466528e+01°)
2.15774440915263e+01	(-3.40941203638269e+01dB,8.76754136913319e+01°)
2.16271852372698e+01	(-3.40741533425601e+01dB,8.76700608653139e+01°)
2.16770410481966e+01	(-3.40541864732583e+01dB,8.76646957405908e+01°)
2.17270117886371e+01	(-3.40342197566329e+01dB,8.76593182890966e+01°)
2.17770977235312e+01	(-3.40142531933777e+01dB,8.76539284826975e+01°)
2.18272991184296e+01	(-3.39942867841989e+01dB,8.76485262931987e+01°)
2.18776162394951e+01	(-3.39743205298073e+01dB,8.76431116923434e+01°)
2.19280493535041e+01	(-3.39543544309181e+01dB,8.76376846518114e+01°)
2.19785987278478e+01	(-3.39343884882398e+01dB,8.76322451432169e+01°)
2.20292646305342e+01	(-3.39144227024902e+01dB,8.76267931381120e+01°)
2.20800473301886e+01	(-3.38944570743973e+01dB,8.76213286079874e+01°)
2.21309470960560e+01	(-3.38744916046923e+01dB,8.76158515242700e+01°)
2.21819641980018e+01	(-3.38545262940870e+01dB,8.76103618583167e+01°)
2.22330989065136e+01	(-3.38345611433167e+01dB,8.76048595814259e+01°)
2.22843514927026e+01	(-3.38145961531311e+01dB,8.75993446648350e+01°)
2.23357222283049e+01	(-3.37946313242550e+01dB,8.75938170797094e+01°)
2.23872113856830e+01	(-3.37746666574380e+01dB,8.75882767971561e+01°)
2.24388192378272e+01	(-3.37547021534214e+01dB,8.75827237882144e+01°)
2.24905460583574e+01	(-3.37347378129545e+01dB,8.75771580238602e+01°)
2.25423921215239e+01	(-3.37147736367855e+01dB,8.75715794750034e+01°)
2.25943577022094e+01	(-3.36948096256778e+01dB,8.75659881124923e+01°)
2.26464430759302e+01	(-3.36748457803906e+01dB,8.75603839071081e+01°)
2.26986485188378e+01	(-3.36548821016742e+01dB,8.75547668295634e+01°)
2.27509743077203e+01	(-3.36349185903051e+01dB,8.75491368505117e+01°)
