Freq.	V(9,10)/V(A)
1.08893009333343e+01	(-3.44513145460303e+01dB,8.88263913199801e+01°)
1.09144033644875e+01	(-3.44313229554859e+01dB,8.88236866318538e+01°)
1.09395636627209e+01	(-3.44113314037481e+01dB,8.88209757140397e+01°)
1.09647819614318e+01	(-3.43913398909853e+01dB,8.88182585522120e+01°)
1.09900583943252e+01	(-3.43713484173771e+01dB,8.88155351320133e+01°)
1.10153930954141e+01	(-3.43513569831140e+01dB,8.88128054390550e+01°)
1.10407861990207e+01	(-3.43313655883627e+01dB,8.88100694589120e+01°)
1.10662378397766e+01	(-3.43113742333269e+01dB,8.88073271771313e+01°)
1.10917481526240e+01	(-3.42913829181663e+01dB,8.88045785792207e+01°)
1.11173172728159e+01	(-3.42713916430876e+01dB,8.88018236506610e+01°)
1.11429453359173e+01	(-3.42514004082524e+01dB,8.87990623768937e+01°)
1.11686324778056e+01	(-3.42314092138677e+01dB,8.87962947433330e+01°)
1.11943788346715e+01	(-3.42114180600966e+01dB,8.87935207353536e+01°)
1.12201845430196e+01	(-3.41914269471478e+01dB,8.87907403383031e+01°)
1.12460497396692e+01	(-3.41714358752021e+01dB,8.87879535374913e+01°)
1.12719745617551e+01	(-3.41514448444498e+01dB,8.87851603181958e+01°)
1.12979591467279e+01	(-3.41314538550734e+01dB,8.87823606656594e+01°)
1.13240036323555e+01	(-3.41114629072678e+01dB,8.87795545650926e+01°)
1.13501081567231e+01	(-3.40914720012330e+01dB,8.87767420016726e+01°)
1.13762728582343e+01	(-3.40714811371526e+01dB,8.87739229605407e+01°)
1.14024978756117e+01	(-3.40514903152201e+01dB,8.87710974268050e+01°)
1.14287833478977e+01	(-3.40314995356338e+01dB,8.87682653855404e+01°)
1.14551294144553e+01	(-3.40115087985915e+01dB,8.87654268217875e+01°)
1.14815362149688e+01	(-3.39915181042791e+01dB,8.87625817205506e+01°)
1.15080038894443e+01	(-3.39715274528991e+01dB,8.87597300668024e+01°)
1.15345325782109e+01	(-3.39515368446522e+01dB,8.87568718454804e+01°)
1.15611224219209e+01	(-3.39315462797354e+01dB,8.87540070414873e+01°)
1.15877735615512e+01	(-3.39115557583470e+01dB,8.87511356396912e+01°)
1.16144861384034e+01	(-3.38915652806931e+01dB,8.87482576249269e+01°)
1.16412602941049e+01	(-3.38715748469722e+01dB,8.87453729819928e+01°)
1.16680961706096e+01	(-3.38515844573752e+01dB,8.87424816956519e+01°)
1.16949939101987e+01	(-3.38315941121239e+01dB,8.87395837506362e+01°)
1.17219536554813e+01	(-3.38116038114182e+01dB,8.87366791316398e+01°)
1.17489755493953e+01	(-3.37916135554589e+01dB,8.87337678233219e+01°)
1.17760597352080e+01	(-3.37716233444521e+01dB,8.87308498103069e+01°)
1.18032063565173e+01	(-3.37516331786077e+01dB,8.87279250771849e+01°)
1.18304155572516e+01	(-3.37316430581364e+01dB,8.87249936085104e+01°)
1.18576874816716e+01	(-3.37116529832342e+01dB,8.87220553888007e+01°)
1.18850222743701e+01	(-3.36916629541328e+01dB,8.87191104025425e+01°)
1.19124200802737e+01	(-3.36716729710299e+01dB,8.87161586341821e+01°)
1.19398810446427e+01	(-3.36516830341301e+01dB,8.87132000681310e+01°)
1.19674053130724e+01	(-3.36316931436693e+01dB,8.87102346887697e+01°)
1.19949930314937e+01	(-3.36117032998397e+01dB,8.87072624804364e+01°)
1.20226443461741e+01	(-3.35917135028690e+01dB,8.87042834274386e+01°)
1.20503594037179e+01	(-3.35717237529671e+01dB,8.87012975140451e+01°)
1.20781383510677e+01	(-3.35517340503494e+01dB,8.86983047244896e+01°)
1.21059813355048e+01	(-3.35317443952437e+01dB,8.86953050429714e+01°)
1.21338885046497e+01	(-3.35117547878572e+01dB,8.86922984536504e+01°)
1.21618600064636e+01	(-3.34917652284227e+01dB,8.86892849406542e+01°)
1.21898959892486e+01	(-3.34717757171523e+01dB,8.86862644880708e+01°)
1.22179966016487e+01	(-3.34517862542692e+01dB,8.86832370799533e+01°)
1.22461619926504e+01	(-3.34317968399961e+01dB,8.86802027003183e+01°)
1.22743923115840e+01	(-3.34118074745599e+01dB,8.86771613331462e+01°)
1.23026877081238e+01	(-3.33918181581824e+01dB,8.86741129623802e+01°)
1.23310483322890e+01	(-3.33718288910954e+01dB,8.86710575719280e+01°)
1.23594743344450e+01	(-3.33518396735214e+01dB,8.86679951456589e+01°)
1.23879658653036e+01	(-3.33318505056871e+01dB,8.86649256674061e+01°)
1.24165230759240e+01	(-3.33118613878286e+01dB,8.86618491209668e+01°)
1.24451461177138e+01	(-3.32918723201687e+01dB,8.86587654900996e+01°)
1.24738351424294e+01	(-3.32718833029489e+01dB,8.86556747585281e+01°)
1.25025903021771e+01	(-3.32518943363897e+01dB,8.86525769099358e+01°)
1.25314117494141e+01	(-3.32319054207287e+01dB,8.86494719279712e+01°)
1.25602996369487e+01	(-3.32119165562017e+01dB,8.86463597962452e+01°)
1.25892541179416e+01	(-3.31919277430530e+01dB,8.86432404983322e+01°)
1.26182753459066e+01	(-3.31719389815072e+01dB,8.86401140177663e+01°)
1.26473634747114e+01	(-3.31519502718022e+01dB,8.86369803380455e+01°)
1.26765186585784e+01	(-3.31319616141854e+01dB,8.86338394426316e+01°)
1.27057410520853e+01	(-3.31119730088977e+01dB,8.86306913149477e+01°)
1.27350308101665e+01	(-3.30919844561673e+01dB,8.86275359383766e+01°)
1.27643880881134e+01	(-3.30719959562463e+01dB,8.86243732962670e+01°)
1.27938130415752e+01	(-3.30520075093806e+01dB,8.86212033719282e+01°)
1.28233058265601e+01	(-3.30320191158102e+01dB,8.86180261486306e+01°)
1.28528665994361e+01	(-3.30120307757748e+01dB,8.86148416096060e+01°)
1.28824955169313e+01	(-3.29920424895337e+01dB,8.86116497380511e+01°)
1.29121927361353e+01	(-3.29720542573273e+01dB,8.86084505171208e+01°)
1.29419584144998e+01	(-3.29520660794075e+01dB,8.86052439299335e+01°)
1.29717927098395e+01	(-3.29320779560269e+01dB,8.86020299595688e+01°)
1.30016957803328e+01	(-3.29120898874266e+01dB,8.85988085890659e+01°)
1.30316677845229e+01	(-3.28921018738704e+01dB,8.85955798014287e+01°)
1.30617088813183e+01	(-3.28721139156029e+01dB,8.85923435796189e+01°)
1.30918192299940e+01	(-3.28521260128859e+01dB,8.85890999065623e+01°)
1.31219989901919e+01	(-3.28321381659752e+01dB,8.85858487651442e+01°)
1.31522483219223e+01	(-3.28121503751291e+01dB,8.85825901382113e+01°)
1.31825673855640e+01	(-3.27921626406044e+01dB,8.85793240085708e+01°)
1.32129563418657e+01	(-3.27721749626544e+01dB,8.85760503589899e+01°)
1.32434153519466e+01	(-3.27521873415469e+01dB,8.85727691721986e+01°)
1.32739445772973e+01	(-3.27321997775363e+01dB,8.85694804308852e+01°)
1.33045441797808e+01	(-3.27122122708985e+01dB,8.85661841177021e+01°)
1.33352143216332e+01	(-3.26922248218931e+01dB,8.85628802152587e+01°)
1.33659551654643e+01	(-3.26722374307801e+01dB,8.85595687061252e+01°)
1.33967668742593e+01	(-3.26522500978327e+01dB,8.85562495728339e+01°)
1.34276496113785e+01	(-3.26322628233132e+01dB,8.85529227978751e+01°)
1.34586035405594e+01	(-3.26122756074935e+01dB,8.85495883637007e+01°)
1.34896288259164e+01	(-3.25922884506509e+01dB,8.85462462527235e+01°)
1.35207256319427e+01	(-3.25723013530510e+01dB,8.85428964473137e+01°)
1.35518941235103e+01	(-3.25523143149581e+01dB,8.85395389298012e+01°)
1.35831344658714e+01	(-3.25323273366676e+01dB,8.85361736824805e+01°)
1.36144468246594e+01	(-3.25123404184348e+01dB,8.85328006875988e+01°)
1.36458313658891e+01	(-3.24923535605475e+01dB,8.85294199273683e+01°)
1.36772882559584e+01	(-3.24723667632807e+01dB,8.85260313839581e+01°)
1.37088176616484e+01	(-3.24523800269178e+01dB,8.85226350394979e+01°)
1.37404197501250e+01	(-3.24323933517304e+01dB,8.85192308760747e+01°)
1.37720946889394e+01	(-3.24124067380146e+01dB,8.85158188757384e+01°)
1.38038426460287e+01	(-3.23924201860361e+01dB,8.85123990204927e+01°)
1.38356637897177e+01	(-3.23724336960934e+01dB,8.85089712923057e+01°)
1.38675582887188e+01	(-3.23524472684706e+01dB,8.85055356731018e+01°)
1.38995263121334e+01	(-3.23324609034518e+01dB,8.85020921447640e+01°)
1.39315680294529e+01	(-3.23124746013209e+01dB,8.84986406891336e+01°)
1.39636836105593e+01	(-3.22924883623773e+01dB,8.84951812880134e+01°)
1.39958732257261e+01	(-3.22725021869047e+01dB,8.84917139231614e+01°)
1.40281370456195e+01	(-3.22525160752024e+01dB,8.84882385762968e+01°)
1.40604752412990e+01	(-3.22325300275612e+01dB,8.84847552290953e+01°)
1.40928879842186e+01	(-3.22125440442758e+01dB,8.84812638631916e+01°)
1.41253754462274e+01	(-3.21925581256454e+01dB,8.84777644601790e+01°)
1.41579377995707e+01	(-3.21725722719546e+01dB,8.84742570016059e+01°)
1.41905752168908e+01	(-3.21525864835240e+01dB,8.84707414689852e+01°)
1.42232878712281e+01	(-3.21326007606395e+01dB,8.84672178437809e+01°)
1.42560759360218e+01	(-3.21126151036143e+01dB,8.84636861074199e+01°)
1.42889395851109e+01	(-3.20926295127372e+01dB,8.84601462412820e+01°)
1.43218789927353e+01	(-3.20726439883285e+01dB,8.84565982267099e+01°)
1.43548943335364e+01	(-3.20526585306838e+01dB,8.84530420449993e+01°)
1.43879857825583e+01	(-3.20326731401151e+01dB,8.84494776774062e+01°)
1.44211535152486e+01	(-3.20126878169309e+01dB,8.84459051051428e+01°)
1.44543977074592e+01	(-3.19927025614471e+01dB,8.84423243093797e+01°)
1.44877185354475e+01	(-3.19727173739610e+01dB,8.84387352712412e+01°)
1.45211161758773e+01	(-3.19527322547970e+01dB,8.84351379718133e+01°)
1.45545908058195e+01	(-3.19327472042725e+01dB,8.84315323921372e+01°)
1.45881426027534e+01	(-3.19127622227019e+01dB,8.84279185132104e+01°)
1.46217717445671e+01	(-3.18927773103954e+01dB,8.84242963159862e+01°)
1.46554784095590e+01	(-3.18727924676761e+01dB,8.84206657813765e+01°)
1.46892627764385e+01	(-3.18528076948756e+01dB,8.84170268902512e+01°)
1.47231250243271e+01	(-3.18328229923059e+01dB,8.84133796234328e+01°)
1.47570653327588e+01	(-3.18128383602786e+01dB,8.84097239616999e+01°)
1.47910838816819e+01	(-3.17928537991428e+01dB,8.84060598857940e+01°)
1.48251808514594e+01	(-3.17728693092147e+01dB,8.84023873764064e+01°)
1.48593564228699e+01	(-3.17528848908119e+01dB,8.83987064141847e+01°)
1.48936107771090e+01	(-3.17329005442867e+01dB,8.83950169797384e+01°)
1.49279440957898e+01	(-3.17129162699540e+01dB,8.83913190536260e+01°)
1.49623565609442e+01	(-3.16929320681517e+01dB,8.83876126163656e+01°)
1.49968483550236e+01	(-3.16729479392108e+01dB,8.83838976484295e+01°)
1.50314196609001e+01	(-3.16529638834652e+01dB,8.83801741302458e+01°)
1.50660706618673e+01	(-3.16329799012588e+01dB,8.83764420422000e+01°)
1.51008015416413e+01	(-3.16129959929346e+01dB,8.83727013646323e+01°)
1.51356124843619e+01	(-3.15930121588123e+01dB,8.83689520778337e+01°)
1.51705036745932e+01	(-3.15730283992621e+01dB,8.83651941620595e+01°)
1.52054752973248e+01	(-3.15530447146027e+01dB,8.83614275975103e+01°)
1.52405275379728e+01	(-3.15330611051961e+01dB,8.83576523643495e+01°)
1.52756605823806e+01	(-3.15130775713757e+01dB,8.83538684426899e+01°)
1.53108746168201e+01	(-3.14930941134993e+01dB,8.83500758126033e+01°)
1.53461698279928e+01	(-3.14731107319192e+01dB,8.83462744541148e+01°)
1.53815464030302e+01	(-3.14531274269751e+01dB,8.83424643472018e+01°)
1.54170045294954e+01	(-3.14331441990355e+01dB,8.83386454718011e+01°)
1.54525443953840e+01	(-3.14131610484415e+01dB,8.83348178077985e+01°)
1.54881661891247e+01	(-3.13931779755567e+01dB,8.83309813350381e+01°)
1.55238700995807e+01	(-3.13731949807411e+01dB,8.83271360333174e+01°)
1.55596563160506e+01	(-3.13532120643470e+01dB,8.83232818823860e+01°)
1.55955250282694e+01	(-3.13332292267395e+01dB,8.83194188619499e+01°)
1.56314764264094e+01	(-3.13132464682825e+01dB,8.83155469516683e+01°)
1.56675107010813e+01	(-3.12932637893346e+01dB,8.83116661311531e+01°)
1.57036280433354e+01	(-3.12732811902745e+01dB,8.83077763799734e+01°)
1.57398286446620e+01	(-3.12532986714641e+01dB,8.83038776776482e+01°)
1.57761126969933e+01	(-3.12333162332653e+01dB,8.82999700036501e+01°)
1.58124803927037e+01	(-3.12133338760608e+01dB,8.82960533374083e+01°)
1.58489319246110e+01	(-3.11933516002172e+01dB,8.82921276583024e+01°)
1.58854674859776e+01	(-3.11733694061120e+01dB,8.82881929456667e+01°)
1.59220872705115e+01	(-3.11533872941226e+01dB,8.82842491787883e+01°)
1.59587914723672e+01	(-3.11334052646269e+01dB,8.82802963369072e+01°)
1.59955802861465e+01	(-3.11134233180072e+01dB,8.82763343992168e+01°)
1.60324539069002e+01	(-3.10934414546378e+01dB,8.82723633448612e+01°)
1.60694125301286e+01	(-3.10734596749101e+01dB,8.82683831529407e+01°)
1.61064563517825e+01	(-3.10534779792064e+01dB,8.82643938025055e+01°)
1.61435855682647e+01	(-3.10334963679187e+01dB,8.82603952725603e+01°)
1.61808003764305e+01	(-3.10135148414155e+01dB,8.82563875420569e+01°)
1.62181009735891e+01	(-3.09935334001156e+01dB,8.82523705899093e+01°)
1.62554875575047e+01	(-3.09735520443979e+01dB,8.82483443949752e+01°)
1.62929603263970e+01	(-3.09535707746548e+01dB,8.82443089360669e+01°)
1.63305194789432e+01	(-3.09335895912820e+01dB,8.82402641919487e+01°)
1.63681652142779e+01	(-3.09136084946867e+01dB,8.82362101413390e+01°)
1.64058977319952e+01	(-3.08936274852597e+01dB,8.82321467629041e+01°)
1.64437172321491e+01	(-3.08736465634134e+01dB,8.82280740352661e+01°)
1.64816239152549e+01	(-3.08536657295291e+01dB,8.82239919369920e+01°)
1.65196179822900e+01	(-3.08336849840418e+01dB,8.82199004466106e+01°)
1.65576996346951e+01	(-3.08137043273307e+01dB,8.82157995425906e+01°)
1.65958690743754e+01	(-3.07937237598275e+01dB,8.82116892033619e+01°)
1.66341265037015e+01	(-3.07737432819236e+01dB,8.82075694072973e+01°)
1.66724721255104e+01	(-3.07537628940456e+01dB,8.82034401327273e+01°)
1.67109061431069e+01	(-3.07337825966020e+01dB,8.81993013579290e+01°)
1.67494287602642e+01	(-3.07138023900204e+01dB,8.81951530611343e+01°)
1.67880401812254e+01	(-3.06938222746985e+01dB,8.81909952205188e+01°)
1.68267406107045e+01	(-3.06738422510733e+01dB,8.81868278142168e+01°)
1.68655302538872e+01	(-3.06538623195611e+01dB,8.81826508203081e+01°)
1.69044093164324e+01	(-3.06338824805913e+01dB,8.81784642168254e+01°)
1.69433780044731e+01	(-3.06139027345780e+01dB,8.81742679817481e+01°)
1.69824365246172e+01	(-3.05939230819661e+01dB,8.81700620930116e+01°)
1.70215850839493e+01	(-3.05739435231695e+01dB,8.81658465284947e+01°)
1.70608238900310e+01	(-3.05539640586340e+01dB,8.81616212660323e+01°)
1.71001531509027e+01	(-3.05339846887933e+01dB,8.81573862834061e+01°)
1.71395730750840e+01	(-3.05140054140714e+01dB,8.81531415583453e+01°)
1.71790838715757e+01	(-3.04940262349130e+01dB,8.81488870685325e+01°)
1.72186857498599e+01	(-3.04740471517592e+01dB,8.81446227915987e+01°)
1.72583789199018e+01	(-3.04540681650559e+01dB,8.81403487051249e+01°)
1.72981635921508e+01	(-3.04340892752381e+01dB,8.81360647866385e+01°)
1.73380399775412e+01	(-3.04141104827600e+01dB,8.81317710136199e+01°)
1.73780082874935e+01	(-3.03941317880678e+01dB,8.81274673634966e+01°)
1.74180687339159e+01	(-3.03741531916043e+01dB,8.81231538136434e+01°)
1.74582215292048e+01	(-3.03541746938356e+01dB,8.81188303413890e+01°)
1.74984668862463e+01	(-3.03341962952070e+01dB,8.81144969240057e+01°)
1.75388050184174e+01	(-3.03142179961787e+01dB,8.81101535387172e+01°)
1.75792361395867e+01	(-3.02942397972076e+01dB,8.81058001626946e+01°)
1.76197604641161e+01	(-3.02742616987622e+01dB,8.81014367730595e+01°)
1.76603782068614e+01	(-3.02542837012893e+01dB,8.80970633468765e+01°)
1.77010895831740e+01	(-3.02343058052689e+01dB,8.80926798611652e+01°)
1.77418948089014e+01	(-3.02143280111519e+01dB,8.80882862928867e+01°)
1.77827941003890e+01	(-3.01943503194316e+01dB,8.80838826189583e+01°)
1.78237876744807e+01	(-3.01743727305583e+01dB,8.80794688162360e+01°)
1.78648757485203e+01	(-3.01543952450212e+01dB,8.80750448615310e+01°)
1.79060585403527e+01	(-3.01344178632839e+01dB,8.80706107315962e+01°)
1.79473362683250e+01	(-3.01144405858239e+01dB,8.80661664031347e+01°)
1.79887091512876e+01	(-3.00944634131364e+01dB,8.80617118528003e+01°)
1.80301774085954e+01	(-3.00744863456904e+01dB,8.80572470571879e+01°)
1.80717412601090e+01	(-3.00545093839727e+01dB,8.80527719928429e+01°)
1.81134009261958e+01	(-3.00345325284724e+01dB,8.80482866362579e+01°)
1.81551566277311e+01	(-3.00145557796766e+01dB,8.80437909638714e+01°)
1.81970085860996e+01	(-2.99945791380772e+01dB,8.80392849520693e+01°)
1.82389570231961e+01	(-2.99746026041719e+01dB,8.80347685771851e+01°)
1.82810021614272e+01	(-2.99546261784540e+01dB,8.80302418154973e+01°)
1.83231442237119e+01	(-2.99346498614184e+01dB,8.80257046432308e+01°)
1.83653834334832e+01	(-2.99146736535763e+01dB,8.80211570365600e+01°)
1.84077200146893e+01	(-2.98946975554141e+01dB,8.80165989715994e+01°)
1.84501541917945e+01	(-2.98747215674432e+01dB,8.80120304244148e+01°)
1.84926861897805e+01	(-2.98547456901803e+01dB,8.80074513710188e+01°)
1.85353162341478e+01	(-2.98347699241275e+01dB,8.80028617873657e+01°)
1.85780445509167e+01	(-2.98147942697917e+01dB,8.79982616493567e+01°)
1.86208713666284e+01	(-2.97948187276952e+01dB,8.79936509328411e+01°)
1.86637969083464e+01	(-2.97748432983556e+01dB,8.79890296136125e+01°)
1.87068214036577e+01	(-2.97548679822856e+01dB,8.79843976674082e+01°)
1.87499450806739e+01	(-2.97348927800144e+01dB,8.79797550699139e+01°)
1.87931681680324e+01	(-2.97149176920570e+01dB,8.79751017967569e+01°)
1.88364908948977e+01	(-2.96949427189459e+01dB,8.79704378235130e+01°)
1.88799134909627e+01	(-2.96749678612079e+01dB,8.79657631257009e+01°)
1.89234361864495e+01	(-2.96549931193732e+01dB,8.79610776787846e+01°)
1.89670592121112e+01	(-2.96350184939821e+01dB,8.79563814581747e+01°)
1.90107827992327e+01	(-2.96150439855642e+01dB,8.79516744392229e+01°)
1.90546071796322e+01	(-2.95950695946572e+01dB,8.79469565972273e+01°)
1.90985325856621e+01	(-2.95750953218042e+01dB,8.79422279074305e+01°)
1.91425592502106e+01	(-2.95551211675510e+01dB,8.79374883450199e+01°)
1.91866874067026e+01	(-2.95351471324428e+01dB,8.79327378851259e+01°)
1.92309172891013e+01	(-2.95151732170272e+01dB,8.79279765028231e+01°)
1.92752491319091e+01	(-2.94951994218474e+01dB,8.79232041731284e+01°)
1.93196831701689e+01	(-2.94752257474706e+01dB,8.79184208710074e+01°)
1.93642196394658e+01	(-2.94552521944490e+01dB,8.79136265713653e+01°)
1.94088587759275e+01	(-2.94352787633350e+01dB,8.79088212490504e+01°)
1.94536008162263e+01	(-2.94153054546919e+01dB,8.79040048788560e+01°)
1.94984459975802e+01	(-2.93953322690898e+01dB,8.78991774355202e+01°)
1.95433945577536e+01	(-2.93753592070828e+01dB,8.78943388937194e+01°)
1.95884467350596e+01	(-2.93553862692521e+01dB,8.78894892280793e+01°)
1.96336027683602e+01	(-2.93354134561712e+01dB,8.78846284131658e+01°)
1.96788628970681e+01	(-2.93154407683994e+01dB,8.78797564234835e+01°)
1.97242273611482e+01	(-2.92954682065212e+01dB,8.78748732334854e+01°)
1.97696964011183e+01	(-2.92754957711240e+01dB,8.78699788175669e+01°)
1.98152702580507e+01	(-2.92555234627833e+01dB,8.78650731500625e+01°)
1.98609491735734e+01	(-2.92355512820833e+01dB,8.78601562052503e+01°)
1.99067333898715e+01	(-2.92155792296034e+01dB,8.78552279573489e+01°)
1.99526231496885e+01	(-2.91956073059516e+01dB,8.78502883805253e+01°)
1.99986186963271e+01	(-2.91756355117058e+01dB,8.78453374488802e+01°)
2.00447202736513e+01	(-2.91556638474694e+01dB,8.78403751364621e+01°)
2.00909281260870e+01	(-2.91356923138384e+01dB,8.78354014172584e+01°)
2.01372424986236e+01	(-2.91157209114147e+01dB,8.78304162651990e+01°)
2.01836636368153e+01	(-2.90957496408040e+01dB,8.78254196541554e+01°)
2.02301917867824e+01	(-2.90757785026096e+01dB,8.78204115579393e+01°)
2.02768271952125e+01	(-2.90558074974396e+01dB,8.78153919503040e+01°)
2.03235701093619e+01	(-2.90358366259130e+01dB,8.78103608049461e+01°)
2.03704207770568e+01	(-2.90158658886381e+01dB,8.78053180954994e+01°)
2.04173794466950e+01	(-2.89958952862404e+01dB,8.78002637955424e+01°)
2.04644463672464e+01	(-2.89759248193270e+01dB,8.77951978785891e+01°)
2.05116217882553e+01	(-2.89559544885291e+01dB,8.77901203180991e+01°)
2.05589059598411e+01	(-2.89359842944809e+01dB,8.77850310874727e+01°)
2.06062991326997e+01	(-2.89160142378037e+01dB,8.77799301600465e+01°)
2.06538015581049e+01	(-2.88960443191287e+01dB,8.77748175090991e+01°)
2.07014134879101e+01	(-2.88760745390915e+01dB,8.77696931078495e+01°)
2.07491351745487e+01	(-2.88561048983351e+01dB,8.77645569294579e+01°)
2.07969668710366e+01	(-2.88361353974950e+01dB,8.77594089470216e+01°)
2.08449088309725e+01	(-2.88161660372143e+01dB,8.77542491335787e+01°)
2.08929613085400e+01	(-2.87961968181475e+01dB,8.77490774621092e+01°)
2.09411245585086e+01	(-2.87762277409335e+01dB,8.77438939055276e+01°)
2.09893988362349e+01	(-2.87562588062385e+01dB,8.77386984366942e+01°)
2.10377843976644e+01	(-2.87362900147086e+01dB,8.77334910284023e+01°)
2.10862814993325e+01	(-2.87163213670016e+01dB,8.77282716533867e+01°)
2.11348903983661e+01	(-2.86963528637859e+01dB,8.77230402843230e+01°)
2.11836113524847e+01	(-2.86763845057121e+01dB,8.77177968938201e+01°)
2.12324446200018e+01	(-2.86564162934674e+01dB,8.77125414544345e+01°)
2.12813904598267e+01	(-2.86364482277188e+01dB,8.77072739386550e+01°)
2.13304491314654e+01	(-2.86164803091280e+01dB,8.77019943189069e+01°)
2.13796208950219e+01	(-2.85965125383827e+01dB,8.76967025675593e+01°)
2.14289060112002e+01	(-2.85765449161549e+01dB,8.76913986569150e+01°)
2.14783047413050e+01	(-2.85565774431385e+01dB,8.76860825592195e+01°)
2.15278173472433e+01	(-2.85366101200174e+01dB,8.76807542466530e+01°)
2.15774440915263e+01	(-2.85166429474748e+01dB,8.76754136913321e+01°)
2.16271852372698e+01	(-2.84966759262080e+01dB,8.76700608653142e+01°)
2.16770410481966e+01	(-2.84767090569062e+01dB,8.76646957405910e+01°)
2.17270117886371e+01	(-2.84567423402807e+01dB,8.76593182890968e+01°)
2.17770977235312e+01	(-2.84367757770256e+01dB,8.76539284826977e+01°)
2.18272991184296e+01	(-2.84168093678468e+01dB,8.76485262931990e+01°)
2.18776162394951e+01	(-2.83968431134552e+01dB,8.76431116923436e+01°)
2.19280493535041e+01	(-2.83768770145659e+01dB,8.76376846518116e+01°)
2.19785987278478e+01	(-2.83569110718877e+01dB,8.76322451432171e+01°)
2.20292646305342e+01	(-2.83369452861380e+01dB,8.76267931381122e+01°)
2.20800473301886e+01	(-2.83169796580451e+01dB,8.76213286079876e+01°)
2.21309470960560e+01	(-2.82970141883401e+01dB,8.76158515242703e+01°)
2.21819641980018e+01	(-2.82770488777349e+01dB,8.76103618583170e+01°)
2.22330989065136e+01	(-2.82570837269645e+01dB,8.76048595814261e+01°)
2.22843514927026e+01	(-2.82371187367789e+01dB,8.75993446648352e+01°)
2.23357222283049e+01	(-2.82171539079029e+01dB,8.75938170797096e+01°)
2.23872113856830e+01	(-2.81971892410858e+01dB,8.75882767971564e+01°)
2.24388192378272e+01	(-2.81772247370692e+01dB,8.75827237882147e+01°)
2.24905460583574e+01	(-2.81572603966024e+01dB,8.75771580238604e+01°)
2.25423921215239e+01	(-2.81372962204334e+01dB,8.75715794750036e+01°)
2.25943577022094e+01	(-2.81173322093256e+01dB,8.75659881124926e+01°)
2.26464430759302e+01	(-2.80973683640385e+01dB,8.75603839071084e+01°)
2.26986485188378e+01	(-2.80774046853221e+01dB,8.75547668295636e+01°)
2.27509743077203e+01	(-2.80574411739529e+01dB,8.75491368505119e+01°)
