Freq.	V(5,6)/V(A)
1.30016957803328e+01	(-2.89859187604449e+01dB,8.85988085890657e+01°)
1.30316677845229e+01	(-2.89659307468887e+01dB,8.85955798014283e+01°)
1.30617088813183e+01	(-2.89459427886212e+01dB,8.85923435796184e+01°)
1.30918192299940e+01	(-2.89259548859042e+01dB,8.85890999065617e+01°)
1.31219989901919e+01	(-2.89059670389935e+01dB,8.85858487651437e+01°)
1.31522483219223e+01	(-2.88859792481474e+01dB,8.85825901382109e+01°)
1.31825673855640e+01	(-2.88659915136227e+01dB,8.85793240085704e+01°)
1.32129563418657e+01	(-2.88460038356727e+01dB,8.85760503589895e+01°)
1.32434153519466e+01	(-2.88260162145651e+01dB,8.85727691721982e+01°)
1.32739445772973e+01	(-2.88060286505545e+01dB,8.85694804308847e+01°)
1.33045441797808e+01	(-2.87860411439168e+01dB,8.85661841177017e+01°)
1.33352143216332e+01	(-2.87660536949115e+01dB,8.85628802152585e+01°)
1.33659551654643e+01	(-2.87460663037983e+01dB,8.85595687061247e+01°)
1.33967668742593e+01	(-2.87260789708510e+01dB,8.85562495728333e+01°)
1.34276496113785e+01	(-2.87060916963315e+01dB,8.85529227978749e+01°)
1.34586035405594e+01	(-2.86861044805118e+01dB,8.85495883637004e+01°)
1.34896288259164e+01	(-2.86661173236692e+01dB,8.85462462527231e+01°)
1.35207256319427e+01	(-2.86461302260694e+01dB,8.85428964473131e+01°)
1.35518941235103e+01	(-2.86261431879764e+01dB,8.85395389298009e+01°)
1.35831344658714e+01	(-2.86061562096859e+01dB,8.85361736824801e+01°)
1.36144468246594e+01	(-2.85861692914531e+01dB,8.85328006875984e+01°)
1.36458313658891e+01	(-2.85661824335658e+01dB,8.85294199273678e+01°)
1.36772882559584e+01	(-2.85461956362990e+01dB,8.85260313839577e+01°)
1.37088176616484e+01	(-2.85262088999361e+01dB,8.85226350394973e+01°)
1.37404197501250e+01	(-2.85062222247487e+01dB,8.85192308760742e+01°)
1.37720946889394e+01	(-2.84862356110329e+01dB,8.85158188757381e+01°)
1.38038426460287e+01	(-2.84662490590543e+01dB,8.85123990204922e+01°)
1.38356637897177e+01	(-2.84462625691116e+01dB,8.85089712923053e+01°)
1.38675582887188e+01	(-2.84262761414889e+01dB,8.85055356731014e+01°)
1.38995263121334e+01	(-2.84062897764702e+01dB,8.85020921447634e+01°)
1.39315680294529e+01	(-2.83863034743392e+01dB,8.84986406891331e+01°)
1.39636836105593e+01	(-2.83663172353956e+01dB,8.84951812880129e+01°)
1.39958732257261e+01	(-2.83463310599230e+01dB,8.84917139231610e+01°)
1.40281370456195e+01	(-2.83263449482207e+01dB,8.84882385762964e+01°)
1.40604752412990e+01	(-2.83063589005795e+01dB,8.84847552290950e+01°)
1.40928879842186e+01	(-2.82863729172941e+01dB,8.84812638631913e+01°)
1.41253754462274e+01	(-2.82663869986637e+01dB,8.84777644601787e+01°)
1.41579377995707e+01	(-2.82464011449729e+01dB,8.84742570016055e+01°)
1.41905752168908e+01	(-2.82264153565424e+01dB,8.84707414689849e+01°)
1.42232878712281e+01	(-2.82064296336579e+01dB,8.84672178437803e+01°)
1.42560759360218e+01	(-2.81864439766326e+01dB,8.84636861074197e+01°)
1.42889395851109e+01	(-2.81664583857555e+01dB,8.84601462412816e+01°)
1.43218789927353e+01	(-2.81464728613468e+01dB,8.84565982267094e+01°)
1.43548943335364e+01	(-2.81264874037021e+01dB,8.84530420449992e+01°)
1.43879857825583e+01	(-2.81065020131334e+01dB,8.84494776774057e+01°)
1.44211535152486e+01	(-2.80865166899492e+01dB,8.84459051051424e+01°)
1.44543977074592e+01	(-2.80665314344654e+01dB,8.84423243093794e+01°)
1.44877185354475e+01	(-2.80465462469793e+01dB,8.84387352712406e+01°)
1.45211161758773e+01	(-2.80265611278153e+01dB,8.84351379718128e+01°)
1.45545908058195e+01	(-2.80065760772908e+01dB,8.84315323921366e+01°)
1.45881426027534e+01	(-2.79865910957201e+01dB,8.84279185132098e+01°)
1.46217717445671e+01	(-2.79666061834137e+01dB,8.84242963159859e+01°)
1.46554784095590e+01	(-2.79466213406943e+01dB,8.84206657813760e+01°)
1.46892627764385e+01	(-2.79266365678939e+01dB,8.84170268902508e+01°)
1.47231250243271e+01	(-2.79066518653242e+01dB,8.84133796234323e+01°)
1.47570653327588e+01	(-2.78866672332969e+01dB,8.84097239616994e+01°)
1.47910838816819e+01	(-2.78666826721611e+01dB,8.84060598857935e+01°)
1.48251808514594e+01	(-2.78466981822330e+01dB,8.84023873764059e+01°)
1.48593564228699e+01	(-2.78267137638302e+01dB,8.83987064141842e+01°)
1.48936107771090e+01	(-2.78067294173050e+01dB,8.83950169797380e+01°)
1.49279440957898e+01	(-2.77867451429723e+01dB,8.83913190536256e+01°)
1.49623565609442e+01	(-2.77667609411699e+01dB,8.83876126163651e+01°)
1.49968483550236e+01	(-2.77467768122291e+01dB,8.83838976484290e+01°)
1.50314196609001e+01	(-2.77267927564835e+01dB,8.83801741302454e+01°)
1.50660706618673e+01	(-2.77068087742771e+01dB,8.83764420421995e+01°)
1.51008015416413e+01	(-2.76868248659529e+01dB,8.83727013646318e+01°)
1.51356124843619e+01	(-2.76668410318306e+01dB,8.83689520778331e+01°)
1.51705036745932e+01	(-2.76468572722803e+01dB,8.83651941620591e+01°)
1.52054752973248e+01	(-2.76268735876210e+01dB,8.83614275975098e+01°)
1.52405275379728e+01	(-2.76068899782145e+01dB,8.83576523643491e+01°)
1.52756605823806e+01	(-2.75869064443940e+01dB,8.83538684426895e+01°)
1.53108746168201e+01	(-2.75669229865176e+01dB,8.83500758126029e+01°)
1.53461698279928e+01	(-2.75469396049376e+01dB,8.83462744541144e+01°)
1.53815464030302e+01	(-2.75269562999934e+01dB,8.83424643472012e+01°)
1.54170045294954e+01	(-2.75069730720537e+01dB,8.83386454718006e+01°)
1.54525443953840e+01	(-2.74869899214598e+01dB,8.83348178077980e+01°)
1.54881661891247e+01	(-2.74670068485750e+01dB,8.83309813350377e+01°)
1.55238700995807e+01	(-2.74470238537594e+01dB,8.83271360333170e+01°)
1.55596563160506e+01	(-2.74270409373652e+01dB,8.83232818823856e+01°)
1.55955250282694e+01	(-2.74070580997578e+01dB,8.83194188619495e+01°)
1.56314764264094e+01	(-2.73870753413008e+01dB,8.83155469516678e+01°)
1.56675107010813e+01	(-2.73670926623529e+01dB,8.83116661311526e+01°)
1.57036280433354e+01	(-2.73471100632928e+01dB,8.83077763799730e+01°)
1.57398286446620e+01	(-2.73271275444824e+01dB,8.83038776776476e+01°)
1.57761126969933e+01	(-2.73071451062836e+01dB,8.82999700036495e+01°)
1.58124803927037e+01	(-2.72871627490791e+01dB,8.82960533374079e+01°)
1.58489319246110e+01	(-2.72671804732355e+01dB,8.82921276583019e+01°)
1.58854674859776e+01	(-2.72471982791303e+01dB,8.82881929456664e+01°)
1.59220872705115e+01	(-2.72272161671409e+01dB,8.82842491787880e+01°)
1.59587914723672e+01	(-2.72072341376451e+01dB,8.82802963369068e+01°)
1.59955802861465e+01	(-2.71872521910255e+01dB,8.82763343992163e+01°)
1.60324539069002e+01	(-2.71672703276561e+01dB,8.82723633448609e+01°)
1.60694125301286e+01	(-2.71472885479284e+01dB,8.82683831529403e+01°)
1.61064563517825e+01	(-2.71273068522247e+01dB,8.82643938025049e+01°)
1.61435855682647e+01	(-2.71073252409370e+01dB,8.82603952725599e+01°)
1.61808003764305e+01	(-2.70873437144338e+01dB,8.82563875420564e+01°)
1.62181009735891e+01	(-2.70673622731339e+01dB,8.82523705899088e+01°)
1.62554875575047e+01	(-2.70473809174162e+01dB,8.82483443949749e+01°)
1.62929603263970e+01	(-2.70273996476731e+01dB,8.82443089360664e+01°)
1.63305194789432e+01	(-2.70074184643003e+01dB,8.82402641919482e+01°)
1.63681652142779e+01	(-2.69874373677050e+01dB,8.82362101413384e+01°)
1.64058977319952e+01	(-2.69674563582780e+01dB,8.82321467629038e+01°)
1.64437172321491e+01	(-2.69474754364317e+01dB,8.82280740352655e+01°)
1.64816239152549e+01	(-2.69274946025475e+01dB,8.82239919369916e+01°)
1.65196179822900e+01	(-2.69075138570601e+01dB,8.82199004466101e+01°)
1.65576996346951e+01	(-2.68875332003490e+01dB,8.82157995425903e+01°)
1.65958690743754e+01	(-2.68675526328457e+01dB,8.82116892033613e+01°)
1.66341265037015e+01	(-2.68475721549418e+01dB,8.82075694072968e+01°)
1.66724721255104e+01	(-2.68275917670639e+01dB,8.82034401327265e+01°)
1.67109061431069e+01	(-2.68076114696203e+01dB,8.81993013579287e+01°)
1.67494287602642e+01	(-2.67876312630387e+01dB,8.81951530611338e+01°)
1.67880401812254e+01	(-2.67676511477167e+01dB,8.81909952205181e+01°)
1.68267406107045e+01	(-2.67476711240916e+01dB,8.81868278142164e+01°)
1.68655302538872e+01	(-2.67276911925794e+01dB,8.81826508203076e+01°)
1.69044093164324e+01	(-2.67077113536095e+01dB,8.81784642168248e+01°)
1.69433780044731e+01	(-2.66877316075963e+01dB,8.81742679817476e+01°)
1.69824365246172e+01	(-2.66677519549844e+01dB,8.81700620930112e+01°)
1.70215850839493e+01	(-2.66477723961878e+01dB,8.81658465284941e+01°)
1.70608238900310e+01	(-2.66277929316523e+01dB,8.81616212660318e+01°)
1.71001531509027e+01	(-2.66078135618116e+01dB,8.81573862834057e+01°)
1.71395730750840e+01	(-2.65878342870897e+01dB,8.81531415583450e+01°)
1.71790838715757e+01	(-2.65678551079313e+01dB,8.81488870685318e+01°)
1.72186857498599e+01	(-2.65478760247775e+01dB,8.81446227915983e+01°)
1.72583789199018e+01	(-2.65278970380742e+01dB,8.81403487051242e+01°)
1.72981635921508e+01	(-2.65079181482564e+01dB,8.81360647866379e+01°)
1.73380399775412e+01	(-2.64879393557783e+01dB,8.81317710136192e+01°)
1.73780082874935e+01	(-2.64679606610861e+01dB,8.81274673634959e+01°)
1.74180687339159e+01	(-2.64479820646226e+01dB,8.81231538136426e+01°)
1.74582215292048e+01	(-2.64280035668539e+01dB,8.81188303413885e+01°)
1.74984668862463e+01	(-2.64080251682253e+01dB,8.81144969240052e+01°)
1.75388050184174e+01	(-2.63880468691970e+01dB,8.81101535387167e+01°)
1.75792361395867e+01	(-2.63680686702259e+01dB,8.81058001626941e+01°)
1.76197604641161e+01	(-2.63480905717805e+01dB,8.81014367730591e+01°)
1.76603782068614e+01	(-2.63281125743076e+01dB,8.80970633468759e+01°)
1.77010895831740e+01	(-2.63081346782872e+01dB,8.80926798611647e+01°)
1.77418948089014e+01	(-2.62881568841702e+01dB,8.80882862928860e+01°)
1.77827941003890e+01	(-2.62681791924498e+01dB,8.80838826189578e+01°)
1.78237876744807e+01	(-2.62482016035766e+01dB,8.80794688162356e+01°)
1.78648757485203e+01	(-2.62282241180395e+01dB,8.80750448615305e+01°)
1.79060585403527e+01	(-2.62082467363022e+01dB,8.80706107315959e+01°)
1.79473362683250e+01	(-2.61882694588422e+01dB,8.80661664031341e+01°)
1.79887091512876e+01	(-2.61682922861547e+01dB,8.80617118527997e+01°)
1.80301774085954e+01	(-2.61483152187087e+01dB,8.80572470571875e+01°)
1.80717412601090e+01	(-2.61283382569910e+01dB,8.80527719928424e+01°)
1.81134009261958e+01	(-2.61083614014907e+01dB,8.80482866362572e+01°)
1.81551566277311e+01	(-2.60883846526948e+01dB,8.80437909638710e+01°)
1.81970085860996e+01	(-2.60684080110955e+01dB,8.80392849520688e+01°)
1.82389570231961e+01	(-2.60484314771901e+01dB,8.80347685771847e+01°)
1.82810021614272e+01	(-2.60284550514722e+01dB,8.80302418154968e+01°)
1.83231442237119e+01	(-2.60084787344367e+01dB,8.80257046432305e+01°)
1.83653834334832e+01	(-2.59885025265946e+01dB,8.80211570365595e+01°)
1.84077200146893e+01	(-2.59685264284323e+01dB,8.80165989715987e+01°)
1.84501541917945e+01	(-2.59485504404615e+01dB,8.80120304244144e+01°)
1.84926861897805e+01	(-2.59285745631986e+01dB,8.80074513710182e+01°)
1.85353162341478e+01	(-2.59085987971458e+01dB,8.80028617873652e+01°)
1.85780445509167e+01	(-2.58886231428100e+01dB,8.79982616493560e+01°)
1.86208713666284e+01	(-2.58686476007134e+01dB,8.79936509328405e+01°)
1.86637969083464e+01	(-2.58486721713739e+01dB,8.79890296136120e+01°)
1.87068214036577e+01	(-2.58286968553039e+01dB,8.79843976674077e+01°)
1.87499450806739e+01	(-2.58087216530327e+01dB,8.79797550699134e+01°)
1.87931681680324e+01	(-2.57887465650753e+01dB,8.79751017967565e+01°)
1.88364908948977e+01	(-2.57687715919642e+01dB,8.79704378235122e+01°)
1.88799134909627e+01	(-2.57487967342261e+01dB,8.79657631257004e+01°)
1.89234361864495e+01	(-2.57288219923915e+01dB,8.79610776787840e+01°)
1.89670592121112e+01	(-2.57088473670004e+01dB,8.79563814581739e+01°)
1.90107827992327e+01	(-2.56888728585825e+01dB,8.79516744392225e+01°)
1.90546071796322e+01	(-2.56688984676755e+01dB,8.79469565972267e+01°)
1.90985325856621e+01	(-2.56489241948225e+01dB,8.79422279074298e+01°)
1.91425592502106e+01	(-2.56289500405693e+01dB,8.79374883450193e+01°)
1.91866874067026e+01	(-2.56089760054611e+01dB,8.79327378851253e+01°)
1.92309172891013e+01	(-2.55890020900455e+01dB,8.79279765028226e+01°)
1.92752491319091e+01	(-2.55690282948657e+01dB,8.79232041731278e+01°)
1.93196831701689e+01	(-2.55490546204889e+01dB,8.79184208710068e+01°)
1.93642196394658e+01	(-2.55290810674673e+01dB,8.79136265713648e+01°)
1.94088587759275e+01	(-2.55091076363534e+01dB,8.79088212490499e+01°)
1.94536008162263e+01	(-2.54891343277102e+01dB,8.79040048788553e+01°)
1.94984459975802e+01	(-2.54691611421081e+01dB,8.78991774355196e+01°)
1.95433945577536e+01	(-2.54491880801011e+01dB,8.78943388937190e+01°)
1.95884467350596e+01	(-2.54292151422703e+01dB,8.78894892280788e+01°)
1.96336027683602e+01	(-2.54092423291895e+01dB,8.78846284131650e+01°)
1.96788628970681e+01	(-2.53892696414177e+01dB,8.78797564234829e+01°)
1.97242273611482e+01	(-2.53692970795395e+01dB,8.78748732334846e+01°)
1.97696964011183e+01	(-2.53493246441423e+01dB,8.78699788175662e+01°)
1.98152702580507e+01	(-2.53293523358016e+01dB,8.78650731500616e+01°)
1.98609491735734e+01	(-2.53093801551016e+01dB,8.78601562052499e+01°)
1.99067333898715e+01	(-2.52894081026217e+01dB,8.78552279573484e+01°)
1.99526231496885e+01	(-2.52694361789699e+01dB,8.78502883805247e+01°)
1.99986186963271e+01	(-2.52494643847241e+01dB,8.78453374488795e+01°)
2.00447202736513e+01	(-2.52294927204877e+01dB,8.78403751364614e+01°)
2.00909281260870e+01	(-2.52095211868567e+01dB,8.78354014172578e+01°)
2.01372424986236e+01	(-2.51895497844330e+01dB,8.78304162651985e+01°)
2.01836636368153e+01	(-2.51695785138223e+01dB,8.78254196541547e+01°)
2.02301917867824e+01	(-2.51496073756278e+01dB,8.78204115579386e+01°)
2.02768271952125e+01	(-2.51296363704579e+01dB,8.78153919503033e+01°)
2.03235701093619e+01	(-2.51096654989313e+01dB,8.78103608049455e+01°)
2.03704207770568e+01	(-2.50896947616563e+01dB,8.78053180954989e+01°)
2.04173794466950e+01	(-2.50697241592587e+01dB,8.78002637955416e+01°)
2.04644463672464e+01	(-2.50497536923453e+01dB,8.77951978785887e+01°)
2.05116217882553e+01	(-2.50297833615473e+01dB,8.77901203180985e+01°)
2.05589059598411e+01	(-2.50098131674992e+01dB,8.77850310874721e+01°)
2.06062991326997e+01	(-2.49898431108220e+01dB,8.77799301600459e+01°)
2.06538015581049e+01	(-2.49698731921470e+01dB,8.77748175090984e+01°)
2.07014134879101e+01	(-2.49499034121098e+01dB,8.77696931078489e+01°)
2.07491351745487e+01	(-2.49299337713534e+01dB,8.77645569294573e+01°)
2.07969668710366e+01	(-2.49099642705133e+01dB,8.77594089470211e+01°)
2.08449088309725e+01	(-2.48899949102327e+01dB,8.77542491335781e+01°)
2.08929613085400e+01	(-2.48700256911659e+01dB,8.77490774621085e+01°)
2.09411245585086e+01	(-2.48500566139518e+01dB,8.77438939055270e+01°)
2.09893988362349e+01	(-2.48300876792568e+01dB,8.77386984366935e+01°)
2.10377843976644e+01	(-2.48101188877269e+01dB,8.77334910284017e+01°)
2.10862814993325e+01	(-2.47901502400199e+01dB,8.77282716533861e+01°)
2.11348903983661e+01	(-2.47701817368042e+01dB,8.77230402843226e+01°)
2.11836113524847e+01	(-2.47502133787303e+01dB,8.77177968938194e+01°)
2.12324446200018e+01	(-2.47302451664856e+01dB,8.77125414544338e+01°)
2.12813904598267e+01	(-2.47102771007371e+01dB,8.77072739386544e+01°)
2.13304491314654e+01	(-2.46903091821464e+01dB,8.77019943189063e+01°)
2.13796208950219e+01	(-2.46703414114010e+01dB,8.76967025675586e+01°)
2.14289060112002e+01	(-2.46503737891732e+01dB,8.76913986569144e+01°)
2.14783047413050e+01	(-2.46304063161567e+01dB,8.76860825592188e+01°)
2.15278173472433e+01	(-2.46104389930356e+01dB,8.76807542466522e+01°)
2.15774440915263e+01	(-2.45904718204930e+01dB,8.76754136913314e+01°)
2.16271852372698e+01	(-2.45705047992262e+01dB,8.76700608653137e+01°)
2.16770410481966e+01	(-2.45505379299245e+01dB,8.76646957405904e+01°)
2.17270117886371e+01	(-2.45305712132990e+01dB,8.76593182890964e+01°)
2.17770977235312e+01	(-2.45106046500439e+01dB,8.76539284826970e+01°)
2.18272991184296e+01	(-2.44906382408651e+01dB,8.76485262931983e+01°)
2.18776162394951e+01	(-2.44706719864735e+01dB,8.76431116923430e+01°)
2.19280493535041e+01	(-2.44507058875842e+01dB,8.76376846518111e+01°)
2.19785987278478e+01	(-2.44307399449059e+01dB,8.76322451432166e+01°)
2.20292646305342e+01	(-2.44107741591563e+01dB,8.76267931381116e+01°)
2.20800473301886e+01	(-2.43908085310634e+01dB,8.76213286079871e+01°)
2.21309470960560e+01	(-2.43708430613584e+01dB,8.76158515242698e+01°)
2.21819641980018e+01	(-2.43508777507531e+01dB,8.76103618583163e+01°)
2.22330989065136e+01	(-2.43309125999828e+01dB,8.76048595814255e+01°)
2.22843514927026e+01	(-2.43109476097972e+01dB,8.75993446648347e+01°)
2.23357222283049e+01	(-2.42909827809212e+01dB,8.75938170797091e+01°)
2.23872113856830e+01	(-2.42710181141041e+01dB,8.75882767971558e+01°)
2.24388192378272e+01	(-2.42510536100875e+01dB,8.75827237882139e+01°)
2.24905460583574e+01	(-2.42310892696207e+01dB,8.75771580238598e+01°)
2.25423921215239e+01	(-2.42111250934517e+01dB,8.75715794750030e+01°)
2.25943577022094e+01	(-2.41911610823439e+01dB,8.75659881124919e+01°)
2.26464430759302e+01	(-2.41711972370568e+01dB,8.75603839071077e+01°)
2.26986485188378e+01	(-2.41512335583404e+01dB,8.75547668295630e+01°)
2.27509743077203e+01	(-2.41312700469712e+01dB,8.75491368505111e+01°)
