Freq.	V(9)/I(RDC_9_10)
1.06169555719872e+01	(-3.35302545450519e+01dB,1.64887207741641e+00°)
1.06414301822431e+01	(-3.35301387543790e+01dB,1.65259357660260e+00°)
1.06659612123026e+01	(-3.35300224408073e+01dB,1.65632311142182e+00°)
1.06905487922266e+01	(-3.35299056020118e+01dB,1.66006069672098e+00°)
1.07151930523760e+01	(-3.35297882357033e+01dB,1.66380634736546e+00°)
1.07398941234124e+01	(-3.35296703395227e+01dB,1.66756007821888e+00°)
1.07646521362983e+01	(-3.35295519111559e+01dB,1.67132190416481e+00°)
1.07894672222983e+01	(-3.35294329482488e+01dB,1.67509184009051e+00°)
1.08143395129794e+01	(-3.35293134484417e+01dB,1.67886990089330e+00°)
1.08392691402120e+01	(-3.35291934093672e+01dB,1.68265610148001e+00°)
1.08642562361706e+01	(-3.35290728286522e+01dB,1.68645045676733e+00°)
1.08893009333343e+01	(-3.35289517039045e+01dB,1.69025298167895e+00°)
1.09144033644875e+01	(-3.35288300327284e+01dB,1.69406369114858e+00°)
1.09395636627209e+01	(-3.35287078127227e+01dB,1.69788260011934e+00°)
1.09647819614318e+01	(-3.35285850414556e+01dB,1.70170972353874e+00°)
1.09900583943252e+01	(-3.35284617165238e+01dB,1.70554507637013e+00°)
1.10153930954141e+01	(-3.35283378354661e+01dB,1.70938867357558e+00°)
1.10407861990207e+01	(-3.35282133958429e+01dB,1.71324053013138e+00°)
1.10662378397766e+01	(-3.35280883952001e+01dB,1.71710066102075e+00°)
1.10917481526240e+01	(-3.35279628310688e+01dB,1.72096908123369e+00°)
1.11173172728159e+01	(-3.35278367009722e+01dB,1.72484580576818e+00°)
1.11429453359173e+01	(-3.35277100024142e+01dB,1.72873084962777e+00°)
1.11686324778056e+01	(-3.35275827329091e+01dB,1.73262422782730e+00°)
1.11943788346715e+01	(-3.35274548899291e+01dB,1.73652595538235e+00°)
1.12201845430196e+01	(-3.35273264709547e+01dB,1.74043604731902e+00°)
1.12460497396692e+01	(-3.35271974734741e+01dB,1.74435451867386e+00°)
1.12719745617551e+01	(-3.35270678949406e+01dB,1.74828138448502e+00°)
1.12979591467279e+01	(-3.35269377327971e+01dB,1.75221665979709e+00°)
1.13240036323555e+01	(-3.35268069844787e+01dB,1.75616035966139e+00°)
1.13501081567231e+01	(-3.35266756474174e+01dB,1.76011249913679e+00°)
1.13762728582343e+01	(-3.35265437190323e+01dB,1.76407309328766e+00°)
1.14024978756117e+01	(-3.35264111967191e+01dB,1.76804215718141e+00°)
1.14287833478977e+01	(-3.35262780778881e+01dB,1.77201970589620e+00°)
1.14551294144553e+01	(-3.35261443599054e+01dB,1.77600575450869e+00°)
1.14815362149688e+01	(-3.35260100401634e+01dB,1.78000031810833e+00°)
1.15080038894443e+01	(-3.35258751160123e+01dB,1.78400341178318e+00°)
1.15345325782109e+01	(-3.35257395848014e+01dB,1.78801505062811e+00°)
1.15611224219209e+01	(-3.35256034438812e+01dB,1.79203524974518e+00°)
1.15877735615512e+01	(-3.35254666905782e+01dB,1.79606402423825e+00°)
1.16144861384034e+01	(-3.35253293222044e+01dB,1.80010138921470e+00°)
1.16412602941049e+01	(-3.35251913360705e+01dB,1.80414735978806e+00°)
1.16680961706096e+01	(-3.35250527294773e+01dB,1.80820195107598e+00°)
1.16949939101987e+01	(-3.35249134997128e+01dB,1.81226517819958e+00°)
1.17219536554813e+01	(-3.35247736440415e+01dB,1.81633705628085e+00°)
1.17489755493953e+01	(-3.35246331597335e+01dB,1.82041760044866e+00°)
1.17760597352080e+01	(-3.35244920440328e+01dB,1.82450682583195e+00°)
1.18032063565173e+01	(-3.35243502941914e+01dB,1.82860474756667e+00°)
1.18304155572516e+01	(-3.35242079074216e+01dB,1.83271138078552e+00°)
1.18576874816716e+01	(-3.35240648809595e+01dB,1.83682674063126e+00°)
1.18850222743701e+01	(-3.35239212119949e+01dB,1.84095084224155e+00°)
1.19124200802737e+01	(-3.35237768977368e+01dB,1.84508370076277e+00°)
1.19398810446427e+01	(-3.35236319353545e+01dB,1.84922533133725e+00°)
1.19674053130724e+01	(-3.35234863220319e+01dB,1.85337574911469e+00°)
1.19949930314937e+01	(-3.35233400549296e+01dB,1.85753496924376e+00°)
1.20226443461741e+01	(-3.35231931311815e+01dB,1.86170300687134e+00°)
1.20503594037179e+01	(-3.35230455479253e+01dB,1.86587987714870e+00°)
1.20781383510677e+01	(-3.35228973023068e+01dB,1.87006559523227e+00°)
1.21059813355048e+01	(-3.35227483914204e+01dB,1.87426017627072e+00°)
1.21338885046497e+01	(-3.35225988123731e+01dB,1.87846363541846e+00°)
1.21618600064636e+01	(-3.35224485622574e+01dB,1.88267598782956e+00°)
1.21898959892486e+01	(-3.35222976381349e+01dB,1.88689724865408e+00°)
1.22179966016487e+01	(-3.35221460371004e+01dB,1.89112743305168e+00°)
1.22461619926504e+01	(-3.35219937561861e+01dB,1.89536655617065e+00°)
1.22743923115840e+01	(-3.35218407924298e+01dB,1.89961463316253e+00°)
1.23026877081238e+01	(-3.35216871428845e+01dB,1.90387167918392e+00°)
1.23310483322890e+01	(-3.35215328045517e+01dB,1.90813770938182e+00°)
1.23594743344450e+01	(-3.35213777744344e+01dB,1.91241273890484e+00°)
1.23879658653036e+01	(-3.35212220495296e+01dB,1.91669678290152e+00°)
1.24165230759240e+01	(-3.35210656268222e+01dB,1.92098985651862e+00°)
1.24451461177138e+01	(-3.35209085032799e+01dB,1.92529197489984e+00°)
1.24738351424294e+01	(-3.35207506758534e+01dB,1.92960315318564e+00°)
1.25025903021771e+01	(-3.35205921414992e+01dB,1.93392340651801e+00°)
1.25314117494141e+01	(-3.35204328971363e+01dB,1.93825275003069e+00°)
1.25602996369487e+01	(-3.35202729396848e+01dB,1.94259119885748e+00°)
1.25892541179416e+01	(-3.35201122660661e+01dB,1.94693876813208e+00°)
1.26182753459066e+01	(-3.35199508731595e+01dB,1.95129547297813e+00°)
1.26473634747114e+01	(-3.35197887578501e+01dB,1.95566132851972e+00°)
1.26765186585784e+01	(-3.35196259170173e+01dB,1.96003634987855e+00°)
1.27057410520853e+01	(-3.35194623475030e+01dB,1.96442055216657e+00°)
1.27350308101665e+01	(-3.35192980461665e+01dB,1.96881395049802e+00°)
1.27643880881134e+01	(-3.35191330098245e+01dB,1.97321655997581e+00°)
1.27938130415752e+01	(-3.35189672353069e+01dB,1.97762839570366e+00°)
1.28233058265601e+01	(-3.35188007194034e+01dB,1.98204947277394e+00°)
1.28528665994361e+01	(-3.35186334589323e+01dB,1.98647980628301e+00°)
1.28824955169313e+01	(-3.35184654506565e+01dB,1.99091941131171e+00°)
1.29121927361353e+01	(-3.35182966913419e+01dB,1.99536830293864e+00°)
1.29419584144998e+01	(-3.35181271777422e+01dB,1.99982649623625e+00°)
1.29717927098395e+01	(-3.35179569066125e+01dB,2.00429400627374e+00°)
1.30016957803328e+01	(-3.35177858746746e+01dB,2.00877084810894e+00°)
1.30316677845229e+01	(-3.35176140786357e+01dB,2.01325703679222e+00°)
1.30617088813183e+01	(-3.35174415152044e+01dB,2.01775258736989e+00°)
1.30918192299940e+01	(-3.35172681810629e+01dB,2.02225751487765e+00°)
1.31219989901919e+01	(-3.35170940728972e+01dB,2.02677183434721e+00°)
1.31522483219223e+01	(-3.35169191873554e+01dB,2.03129556079639e+00°)
1.31825673855640e+01	(-3.35167435211010e+01dB,2.03582870924116e+00°)
1.32129563418657e+01	(-3.35165670707687e+01dB,2.04037129468518e+00°)
1.32434153519466e+01	(-3.35163898329673e+01dB,2.04492333212011e+00°)
1.32739445772973e+01	(-3.35162118043135e+01dB,2.04948483653328e+00°)
1.33045441797808e+01	(-3.35160329814073e+01dB,2.05405582290159e+00°)
1.33352143216332e+01	(-3.35158533608177e+01dB,2.05863630618795e+00°)
1.33659551654643e+01	(-3.35156729391289e+01dB,2.06322630135178e+00°)
1.33967668742593e+01	(-3.35154917128852e+01dB,2.06782582333577e+00°)
1.34276496113785e+01	(-3.35153096786229e+01dB,2.07243488707317e+00°)
1.34586035405594e+01	(-3.35151268328775e+01dB,2.07705350748906e+00°)
1.34896288259164e+01	(-3.35149431721605e+01dB,2.08168169949474e+00°)
1.35207256319427e+01	(-3.35147586929689e+01dB,2.08631947798948e+00°)
1.35518941235103e+01	(-3.35145733917985e+01dB,2.09096685786362e+00°)
1.35831344658714e+01	(-3.35143872651054e+01dB,2.09562385398885e+00°)
1.36144468246594e+01	(-3.35142003093538e+01dB,2.10029048122950e+00°)
1.36458313658891e+01	(-3.35140125209887e+01dB,2.10496675443560e+00°)
1.36772882559584e+01	(-3.35138238964470e+01dB,2.10965268844534e+00°)
1.37088176616484e+01	(-3.35136344321331e+01dB,2.11434829807870e+00°)
1.37404197501250e+01	(-3.35134441244523e+01dB,2.11905359814540e+00°)
1.37720946889394e+01	(-3.35132529697977e+01dB,2.12376860344129e+00°)
1.38038426460287e+01	(-3.35130609645317e+01dB,2.12849332874354e+00°)
1.38356637897177e+01	(-3.35128681050295e+01dB,2.13322778882097e+00°)
1.38675582887188e+01	(-3.35126743876171e+01dB,2.13797199841860e+00°)
1.38995263121334e+01	(-3.35124798086382e+01dB,2.14272597227356e+00°)
1.39315680294529e+01	(-3.35122843644123e+01dB,2.14748972510469e+00°)
1.39636836105593e+01	(-3.35120880512195e+01dB,2.15226327160825e+00°)
1.39958732257261e+01	(-3.35118908653728e+01dB,2.15704662647561e+00°)
1.40281370456195e+01	(-3.35116928031298e+01dB,2.16183980437095e+00°)
1.40604752412990e+01	(-3.35114938607606e+01dB,2.16664281994783e+00°)
1.40928879842186e+01	(-3.35112940344980e+01dB,2.17145568783641e+00°)
1.41253754462274e+01	(-3.35110933205738e+01dB,2.17627842265218e+00°)
1.41579377995707e+01	(-3.35108917152049e+01dB,2.18111103899222e+00°)
1.41905752168908e+01	(-3.35106892145780e+01dB,2.18595355143082e+00°)
1.42232878712281e+01	(-3.35104858149014e+01dB,2.19080597453235e+00°)
1.42560759360218e+01	(-3.35102815123392e+01dB,2.19566832283425e+00°)
1.42889395851109e+01	(-3.35100763030271e+01dB,2.20054061085066e+00°)
1.43218789927353e+01	(-3.35098701831297e+01dB,2.20542285308651e+00°)
1.43548943335364e+01	(-3.35096631487627e+01dB,2.21031506401752e+00°)
1.43879857825583e+01	(-3.35094551960338e+01dB,2.21521725810023e+00°)
1.44211535152486e+01	(-3.35092463210364e+01dB,2.22012944976993e+00°)
1.44543977074592e+01	(-3.35090365198605e+01dB,2.22505165344316e+00°)
1.44877185354475e+01	(-3.35088257885633e+01dB,2.22998388350982e+00°)
1.45211161758773e+01	(-3.35086141232058e+01dB,2.23492615434207e+00°)
1.45545908058195e+01	(-3.35084015198113e+01dB,2.23987848028351e+00°)
1.45881426027534e+01	(-3.35081879744048e+01dB,2.24484087565866e+00°)
1.46217717445671e+01	(-3.35079734829873e+01dB,2.24981335476621e+00°)
1.46554784095590e+01	(-3.35077580415477e+01dB,2.25479593188152e+00°)
1.46892627764385e+01	(-3.35075416460671e+01dB,2.25978862125745e+00°)
1.47231250243271e+01	(-3.35073242925006e+01dB,2.26479143711924e+00°)
1.47570653327588e+01	(-3.35071059767751e+01dB,2.26980439366350e+00°)
1.47910838816819e+01	(-3.35068866948508e+01dB,2.27482750507385e+00°)
1.48251808514594e+01	(-3.35066664426118e+01dB,2.27986078549201e+00°)
1.48593564228699e+01	(-3.35064452159687e+01dB,2.28490424904418e+00°)
1.48936107771090e+01	(-3.35062230107879e+01dB,2.28995790982210e+00°)
1.49279440957898e+01	(-3.35059998229487e+01dB,2.29502178189767e+00°)
1.49623565609442e+01	(-3.35057756483019e+01dB,2.30009587931174e+00°)
1.49968483550236e+01	(-3.35055504826592e+01dB,2.30518021607062e+00°)
1.50314196609001e+01	(-3.35053243218628e+01dB,2.31027480616441e+00°)
1.50660706618673e+01	(-3.35050971616998e+01dB,2.31537966354364e+00°)
1.51008015416413e+01	(-3.35048689979608e+01dB,2.32049480213453e+00°)
1.51356124843619e+01	(-3.35046398264129e+01dB,2.32562023583135e+00°)
1.51705036745932e+01	(-3.35044096428200e+01dB,2.33075597850143e+00°)
1.52054752973248e+01	(-3.35041784429020e+01dB,2.33590204397378e+00°)
1.52405275379728e+01	(-3.35039462223960e+01dB,2.34105844605512e+00°)
1.52756605823806e+01	(-3.35037129770089e+01dB,2.34622519851667e+00°)
1.53108746168201e+01	(-3.35034787024195e+01dB,2.35140231509423e+00°)
1.53461698279928e+01	(-3.35032433943054e+01dB,2.35658980949515e+00°)
1.53815464030302e+01	(-3.35030070483167e+01dB,2.36178769539053e+00°)
1.54170045294954e+01	(-3.35027696601089e+01dB,2.36699598642397e+00°)
1.54525443953840e+01	(-3.35025312252939e+01dB,2.37221469619759e+00°)
1.54881661891247e+01	(-3.35022917394828e+01dB,2.37744383828330e+00°)
1.55238700995807e+01	(-3.35020511982765e+01dB,2.38268342621988e+00°)
1.55596563160506e+01	(-3.35018095972344e+01dB,2.38793347350380e+00°)
1.55955250282694e+01	(-3.35015669319244e+01dB,2.39319399360247e+00°)
1.56314764264094e+01	(-3.35013231978927e+01dB,2.39846499994570e+00°)
1.56675107010813e+01	(-3.35010783906580e+01dB,2.40374650592332e+00°)
1.57036280433354e+01	(-3.35008325057173e+01dB,2.40903852488654e+00°)
1.57398286446620e+01	(-3.35005855385854e+01dB,2.41434107015827e+00°)
1.57761126969933e+01	(-3.35003374847262e+01dB,2.41965415501369e+00°)
1.58124803927037e+01	(-3.35000883395983e+01dB,2.42497779269238e+00°)
1.58489319246110e+01	(-3.34998380986550e+01dB,2.43031199639789e+00°)
1.58854674859776e+01	(-3.34995867573035e+01dB,2.43565677928578e+00°)
1.59220872705115e+01	(-3.34993343109572e+01dB,2.44101215447778e+00°)
1.59587914723672e+01	(-3.34990807550172e+01dB,2.44637813505622e+00°)
1.59955802861465e+01	(-3.34988260848455e+01dB,2.45175473405583e+00°)
1.60324539069002e+01	(-3.34985702958079e+01dB,2.45714196447543e+00°)
1.60694125301286e+01	(-3.34983133832330e+01dB,2.46253983926588e+00°)
1.61064563517825e+01	(-3.34980553424535e+01dB,2.46794837134114e+00°)
1.61435855682647e+01	(-3.34977961687808e+01dB,2.47336757357069e+00°)
1.61808003764305e+01	(-3.34975358574941e+01dB,2.47879745877579e+00°)
1.62181009735891e+01	(-3.34972744038603e+01dB,2.48423803973474e+00°)
1.62554875575047e+01	(-3.34970118031482e+01dB,2.48968932918634e+00°)
1.62929603263970e+01	(-3.34967480505825e+01dB,2.49515133981629e+00°)
1.63305194789432e+01	(-3.34964831413877e+01dB,2.50062408426909e+00°)
1.63681652142779e+01	(-3.34962170707669e+01dB,2.50610757514161e+00°)
1.64058977319952e+01	(-3.34959498338932e+01dB,2.51160182497996e+00°)
1.64437172321491e+01	(-3.34956814259551e+01dB,2.51710684629207e+00°)
1.64816239152549e+01	(-3.34954118420881e+01dB,2.52262265152745e+00°)
1.65196179822900e+01	(-3.34951410774205e+01dB,2.52814925308976e+00°)
1.65576996346951e+01	(-3.34948691270777e+01dB,2.53368666333764e+00°)
1.65958690743754e+01	(-3.34945959861573e+01dB,2.53923489457693e+00°)
1.66341265037015e+01	(-3.34943216497223e+01dB,2.54479395905801e+00°)
1.66724721255104e+01	(-3.34940461128487e+01dB,2.55036386898926e+00°)
1.67109061431069e+01	(-3.34937693705827e+01dB,2.55594463652392e+00°)
1.67494287602642e+01	(-3.34934914179403e+01dB,2.56153627375942e+00°)
1.67880401812254e+01	(-3.34932122499348e+01dB,2.56713879274488e+00°)
1.68267406107045e+01	(-3.34929318615563e+01dB,2.57275220547452e+00°)
1.68655302538872e+01	(-3.34926502477740e+01dB,2.57837652388775e+00°)
1.69044093164324e+01	(-3.34923674035522e+01dB,2.58401175987332e+00°)
1.69433780044731e+01	(-3.34920833238090e+01dB,2.58965792525659e+00°)
1.69824365246172e+01	(-3.34917980034785e+01dB,2.59531503181715e+00°)
1.70215850839493e+01	(-3.34915114374554e+01dB,2.60098309127210e+00°)
1.70608238900310e+01	(-3.34912236206272e+01dB,2.60666211528483e+00°)
1.71001531509027e+01	(-3.34909345478516e+01dB,2.61235211545772e+00°)
1.71395730750840e+01	(-3.34906442139724e+01dB,2.61805310333625e+00°)
1.71790838715757e+01	(-3.34903526138191e+01dB,2.62376509040842e+00°)
1.72186857498599e+01	(-3.34900597422121e+01dB,2.62948808810555e+00°)
1.72583789199018e+01	(-3.34897655939259e+01dB,2.63522210779067e+00°)
1.72981635921508e+01	(-3.34894701637504e+01dB,2.64096716077645e+00°)
1.73380399775412e+01	(-3.34891734464211e+01dB,2.64672325830325e+00°)
1.73780082874935e+01	(-3.34888754366955e+01dB,2.65249041156200e+00°)
1.74180687339159e+01	(-3.34885761292607e+01dB,2.65826863166514e+00°)
1.74582215292048e+01	(-3.34882755188465e+01dB,2.66405792968071e+00°)
1.74984668862463e+01	(-3.34879736001259e+01dB,2.66985831660120e+00°)
1.75388050184174e+01	(-3.34876703677532e+01dB,2.67566980335465e+00°)
1.75792361395867e+01	(-3.34873658163691e+01dB,2.68149240080545e+00°)
1.76197604641161e+01	(-3.34870599406096e+01dB,2.68732611975653e+00°)
1.76603782068614e+01	(-3.34867527350784e+01dB,2.69317097094026e+00°)
1.77010895831740e+01	(-3.34864441943566e+01dB,2.69902696502065e+00°)
1.77418948089014e+01	(-3.34861343130250e+01dB,2.70489411259970e+00°)
1.77827941003890e+01	(-3.34858230856167e+01dB,2.71077242420195e+00°)
1.78237876744807e+01	(-3.34855105066805e+01dB,2.71666191029361e+00°)
1.78648757485203e+01	(-3.34851965707037e+01dB,2.72256258125780e+00°)
1.79060585403527e+01	(-3.34848812722167e+01dB,2.72847444742657e+00°)
1.79473362683250e+01	(-3.34845646056614e+01dB,2.73439751903896e+00°)
1.79887091512876e+01	(-3.34842465655113e+01dB,2.74033180627806e+00°)
1.80301774085954e+01	(-3.34839271461921e+01dB,2.74627731924537e+00°)
1.80717412601090e+01	(-3.34836063421342e+01dB,2.75223406797661e+00°)
1.81134009261958e+01	(-3.34832841477224e+01dB,2.75820206242518e+00°)
1.81551566277311e+01	(-3.34829605573395e+01dB,2.76418131247516e+00°)
1.81970085860996e+01	(-3.34826355653589e+01dB,2.77017182793850e+00°)
1.82389570231961e+01	(-3.34823091661156e+01dB,2.77617361854489e+00°)
1.82810021614272e+01	(-3.34819813539290e+01dB,2.78218669394828e+00°)
1.83231442237119e+01	(-3.34816521231023e+01dB,2.78821106372621e+00°)
1.83653834334832e+01	(-3.34813214679117e+01dB,2.79424673737542e+00°)
1.84077200146893e+01	(-3.34809893826382e+01dB,2.80029372432137e+00°)
1.84501541917945e+01	(-3.34806558615151e+01dB,2.80635203390075e+00°)
1.84926861897805e+01	(-3.34803208987737e+01dB,2.81242167537533e+00°)
1.85353162341478e+01	(-3.34799844886203e+01dB,2.81850265792397e+00°)
1.85780445509167e+01	(-3.34796466252412e+01dB,2.82459499064330e+00°)
1.86208713666284e+01	(-3.34793073028092e+01dB,2.83069868254923e+00°)
1.86637969083464e+01	(-3.34789665154564e+01dB,2.83681374256734e+00°)
1.87068214036577e+01	(-3.34786242573312e+01dB,2.84294017955062e+00°)
1.87499450806739e+01	(-3.34782805225413e+01dB,2.84907800226025e+00°)
1.87931681680324e+01	(-3.34779353051743e+01dB,2.85522721937147e+00°)
1.88364908948977e+01	(-3.34775885992840e+01dB,2.86138783946836e+00°)
1.88799134909627e+01	(-3.34772403989473e+01dB,2.86755987106176e+00°)
1.89234361864495e+01	(-3.34768906981847e+01dB,2.87374332256237e+00°)
1.89670592121112e+01	(-3.34765394909945e+01dB,2.87993820229111e+00°)
1.90107827992327e+01	(-3.34761867713957e+01dB,2.88614451849276e+00°)
1.90546071796322e+01	(-3.34758325333395e+01dB,2.89236227930573e+00°)
1.90985325856621e+01	(-3.34754767707869e+01dB,2.89859149278697e+00°)
1.91425592502106e+01	(-3.34751194776834e+01dB,2.90483216690288e+00°)
1.91866874067026e+01	(-3.34747606479136e+01dB,2.91108430951332e+00°)
1.92309172891013e+01	(-3.34744002753944e+01dB,2.91734792840198e+00°)
1.92752491319091e+01	(-3.34740383539935e+01dB,2.92362303124822e+00°)
1.93196831701689e+01	(-3.34736748775517e+01dB,2.92990962563383e+00°)
1.93642196394658e+01	(-3.34733098399310e+01dB,2.93620771905832e+00°)
1.94088587759275e+01	(-3.34729432349166e+01dB,2.94251731890518e+00°)
1.94536008162263e+01	(-3.34725750563331e+01dB,2.94883843248020e+00°)
1.94984459975802e+01	(-3.34722052979264e+01dB,2.95517106697068e+00°)
1.95433945577536e+01	(-3.34718339534724e+01dB,2.96151522948152e+00°)
1.95884467350596e+01	(-3.34714610166979e+01dB,2.96787092700748e+00°)
1.96336027683602e+01	(-3.34710864813144e+01dB,2.97423816644389e+00°)
1.96788628970681e+01	(-3.34707103410185e+01dB,2.98061695458579e+00°)
1.97242273611482e+01	(-3.34703325894869e+01dB,2.98700729812561e+00°)
1.97696964011183e+01	(-3.34699532203656e+01dB,2.99340920364839e+00°)
1.98152702580507e+01	(-3.34695722273126e+01dB,2.99982267764577e+00°)
1.98609491735734e+01	(-3.34691896039210e+01dB,3.00624772648858e+00°)
1.99067333898715e+01	(-3.34688053437894e+01dB,3.01268435645019e+00°)
1.99526231496885e+01	(-3.34684194405014e+01dB,3.01913257369867e+00°)
1.99986186963271e+01	(-3.34680318876074e+01dB,3.02559238428962e+00°)
2.00447202736513e+01	(-3.34676426786270e+01dB,3.03206379416603e+00°)
2.00909281260870e+01	(-3.34672518071038e+01dB,3.03854680917641e+00°)
2.01372424986236e+01	(-3.34668592665004e+01dB,3.04504143503753e+00°)
2.01836636368153e+01	(-3.34664650503191e+01dB,3.05154767737552e+00°)
2.02301917867824e+01	(-3.34660691519886e+01dB,3.05806554168526e+00°)
2.02768271952125e+01	(-3.34656715649656e+01dB,3.06459503336535e+00°)
2.03235701093619e+01	(-3.34652722826494e+01dB,3.07113615768688e+00°)
2.03704207770568e+01	(-3.34648712984331e+01dB,3.07768891981091e+00°)
2.04173794466950e+01	(-3.34644686056980e+01dB,3.08425332478516e+00°)
2.04644463672464e+01	(-3.34640641977853e+01dB,3.09082937753348e+00°)
2.05116217882553e+01	(-3.34636580680423e+01dB,3.09741708287104e+00°)
2.05589059598411e+01	(-3.34632502097653e+01dB,3.10401644548324e+00°)
2.06062991326997e+01	(-3.34628406162632e+01dB,3.11062746994741e+00°)
2.06538015581049e+01	(-3.34624292807897e+01dB,3.11725016070760e+00°)
2.07014134879101e+01	(-3.34620161966133e+01dB,3.12388452209878e+00°)
2.07491351745487e+01	(-3.34616013569543e+01dB,3.13053055832322e+00°)
2.07969668710366e+01	(-3.34611847550250e+01dB,3.13718827346408e+00°)
2.08449088309725e+01	(-3.34607663840146e+01dB,3.14385767147887e+00°)
2.08929613085400e+01	(-3.34603462371022e+01dB,3.15053875620338e+00°)
2.09411245585086e+01	(-3.34599243074300e+01dB,3.15723153134084e+00°)
2.09893988362349e+01	(-3.34595005881259e+01dB,3.16393600046926e+00°)
2.10377843976644e+01	(-3.34590750723104e+01dB,3.17065216704287e+00°)
2.10862814993325e+01	(-3.34586477530578e+01dB,3.17738003437716e+00°)
2.11348903983661e+01	(-3.34582186234466e+01dB,3.18411960566610e+00°)
2.11836113524847e+01	(-3.34577876765161e+01dB,3.19087088396539e+00°)
2.12324446200018e+01	(-3.34573549053050e+01dB,3.19763387220564e+00°)
2.12813904598267e+01	(-3.34569203028198e+01dB,3.20440857317974e+00°)
2.13304491314654e+01	(-3.34564838620395e+01dB,3.21119498954351e+00°)
2.13796208950219e+01	(-3.34560455759357e+01dB,3.21799312382221e+00°)
2.14289060112002e+01	(-3.34556054374593e+01dB,3.22480297840457e+00°)
2.14783047413050e+01	(-3.34551634395268e+01dB,3.23162455553673e+00°)
2.15278173472433e+01	(-3.34547195750522e+01dB,3.23845785733299e+00°)
2.15774440915263e+01	(-3.34542738369150e+01dB,3.24530288576303e+00°)
2.16271852372698e+01	(-3.34538262179925e+01dB,3.25215964266270e+00°)
2.16770410481966e+01	(-3.34533767111209e+01dB,3.25902812971865e+00°)
2.17270117886371e+01	(-3.34529253091248e+01dB,3.26590834847827e+00°)
2.17770977235312e+01	(-3.34524720047994e+01dB,3.27280030034188e+00°)
2.18272991184296e+01	(-3.34520167909464e+01dB,3.27970398657534e+00°)
2.18776162394951e+01	(-3.34515596603223e+01dB,3.28661940828943e+00°)
2.19280493535041e+01	(-3.34511006056653e+01dB,3.29354656644895e+00°)
2.19785987278478e+01	(-3.34506396196980e+01dB,3.30048546187264e+00°)
2.20292646305342e+01	(-3.34501766951406e+01dB,3.30743609523722e+00°)
2.20800473301886e+01	(-3.34497118246658e+01dB,3.31439846705922e+00°)
2.21309470960560e+01	(-3.34492450009196e+01dB,3.32137257770152e+00°)
2.21819641980018e+01	(-3.34487762165591e+01dB,3.32835842738708e+00°)
2.22330989065136e+01	(-3.34483054642148e+01dB,3.33535601618314e+00°)
2.22843514927026e+01	(-3.34478327364785e+01dB,3.34236534399584e+00°)
2.23357222283049e+01	(-3.34473580259316e+01dB,3.34938641057952e+00°)
2.23872113856830e+01	(-3.34468813251395e+01dB,3.35641921553389e+00°)
2.24388192378272e+01	(-3.34464026266230e+01dB,3.36346375829162e+00°)
2.24905460583574e+01	(-3.34459219229302e+01dB,3.37052003814523e+00°)
2.25423921215239e+01	(-3.34454392065580e+01dB,3.37758805421536e+00°)
2.25943577022094e+01	(-3.34449544699764e+01dB,3.38466780545930e+00°)
2.26464430759302e+01	(-3.34444677056537e+01dB,3.39175929067953e+00°)
2.26986485188378e+01	(-3.34439789060226e+01dB,3.39886250850943e+00°)
