Freq.	V(4)/I(RDC_43)
1.09647819614318e+01	(-2.18138679586615e+01dB,1.05039018892511e+00°)
1.09900583943252e+01	(-2.18137930344821e+01dB,1.05275686094449e+00°)
1.10153930954141e+01	(-2.18137177728847e+01dB,1.05512861554298e+00°)
1.10407861990207e+01	(-2.18136421723898e+01dB,1.05750546192130e+00°)
1.10662378397766e+01	(-2.18135662315063e+01dB,1.05988740928404e+00°)
1.10917481526240e+01	(-2.18134899487446e+01dB,1.06227446684120e+00°)
1.11173172728159e+01	(-2.18134133226069e+01dB,1.06466664380694e+00°)
1.11429453359173e+01	(-2.18133363515797e+01dB,1.06706394939850e+00°)
1.11686324778056e+01	(-2.18132590341589e+01dB,1.06946639283926e+00°)
1.11943788346715e+01	(-2.18131813688215e+01dB,1.07187398335510e+00°)
1.12201845430196e+01	(-2.18131033540460e+01dB,1.07428673017686e+00°)
1.12460497396692e+01	(-2.18130249883027e+01dB,1.07670464253900e+00°)
1.12719745617551e+01	(-2.18129462700486e+01dB,1.07912772967893e+00°)
1.12979591467279e+01	(-2.18128671977443e+01dB,1.08155600083893e+00°)
1.13240036323555e+01	(-2.18127877698395e+01dB,1.08398946526433e+00°)
1.13501081567231e+01	(-2.18127079847774e+01dB,1.08642813220388e+00°)
1.13762728582343e+01	(-2.18126278409976e+01dB,1.08887201091007e+00°)
1.14024978756117e+01	(-2.18125473369269e+01dB,1.09132111063783e+00°)
1.14287833478977e+01	(-2.18124664709929e+01dB,1.09377544064617e+00°)
1.14551294144553e+01	(-2.18123852416122e+01dB,1.09623501019656e+00°)
1.14815362149688e+01	(-2.18123036471968e+01dB,1.09869982855364e+00°)
1.15080038894443e+01	(-2.18122216861500e+01dB,1.10116990498459e+00°)
1.15345325782109e+01	(-2.18121393568712e+01dB,1.10364524875966e+00°)
1.15611224219209e+01	(-2.18120566577547e+01dB,1.10612586915185e+00°)
1.15877735615512e+01	(-2.18119735871813e+01dB,1.10861177543580e+00°)
1.16144861384034e+01	(-2.18118901435319e+01dB,1.11110297688937e+00°)
1.16412602941049e+01	(-2.18118063251765e+01dB,1.11359948279212e+00°)
1.16680961706096e+01	(-2.18117221304818e+01dB,1.11610130242618e+00°)
1.16949939101987e+01	(-2.18116375578067e+01dB,1.11860844507558e+00°)
1.17219536554813e+01	(-2.18115526055036e+01dB,1.12112092002624e+00°)
1.17489755493953e+01	(-2.18114672719140e+01dB,1.12363873656541e+00°)
1.17760597352080e+01	(-2.18113815553782e+01dB,1.12616190398262e+00°)
1.18032063565173e+01	(-2.18112954542287e+01dB,1.12869043156891e+00°)
1.18304155572516e+01	(-2.18112089667888e+01dB,1.13122432861638e+00°)
1.18576874816716e+01	(-2.18111220913793e+01dB,1.13376360441897e+00°)
1.18850222743701e+01	(-2.18110348263047e+01dB,1.13630826827066e+00°)
1.19124200802737e+01	(-2.18109471698748e+01dB,1.13885832946797e+00°)
1.19398810446427e+01	(-2.18108591203847e+01dB,1.14141379730738e+00°)
1.19674053130724e+01	(-2.18107706761250e+01dB,1.14397468108647e+00°)
1.19949930314937e+01	(-2.18106818353810e+01dB,1.14654099010372e+00°)
1.20226443461741e+01	(-2.18105925964235e+01dB,1.14911273365715e+00°)
1.20503594037179e+01	(-2.18105029575236e+01dB,1.15168992104613e+00°)
1.20781383510677e+01	(-2.18104129169481e+01dB,1.15427256157074e+00°)
1.21059813355048e+01	(-2.18103224729485e+01dB,1.15686066453003e+00°)
1.21338885046497e+01	(-2.18102316237731e+01dB,1.15945423922362e+00°)
1.21618600064636e+01	(-2.18101403676629e+01dB,1.16205329495100e+00°)
1.21898959892486e+01	(-2.18100487028530e+01dB,1.16465784101154e+00°)
1.22179966016487e+01	(-2.18099566275696e+01dB,1.16726788670396e+00°)
1.22461619926504e+01	(-2.18098641400315e+01dB,1.16988344132646e+00°)
1.22743923115840e+01	(-2.18097712384503e+01dB,1.17250451417657e+00°)
1.23026877081238e+01	(-2.18096779210341e+01dB,1.17513111455148e+00°)
1.23310483322890e+01	(-2.18095841859795e+01dB,1.17776325174686e+00°)
1.23594743344450e+01	(-2.18094900314730e+01dB,1.18040093505694e+00°)
1.23879658653036e+01	(-2.18093954557046e+01dB,1.18304417377610e+00°)
1.24165230759240e+01	(-2.18093004568504e+01dB,1.18569297719653e+00°)
1.24451461177138e+01	(-2.18092050330705e+01dB,1.18834735460767e+00°)
1.24738351424294e+01	(-2.18091091825352e+01dB,1.19100731529967e+00°)
1.25025903021771e+01	(-2.18090129033940e+01dB,1.19367286855906e+00°)
1.25314117494141e+01	(-2.18089161937940e+01dB,1.19634402367106e+00°)
1.25602996369487e+01	(-2.18088190518744e+01dB,1.19902078991873e+00°)
1.25892541179416e+01	(-2.18087214757692e+01dB,1.20170317658311e+00°)
1.26182753459066e+01	(-2.18086234635978e+01dB,1.20439119294192e+00°)
1.26473634747114e+01	(-2.18085250134807e+01dB,1.20708484827144e+00°)
1.26765186585784e+01	(-2.18084261235257e+01dB,1.20978415184447e+00°)
1.27057410520853e+01	(-2.18083267918327e+01dB,1.21248911293095e+00°)
1.27350308101665e+01	(-2.18082270164992e+01dB,1.21519974079842e+00°)
1.27643880881134e+01	(-2.18081267956066e+01dB,1.21791604471009e+00°)
1.27938130415752e+01	(-2.18080261272368e+01dB,1.22063803392689e+00°)
1.28233058265601e+01	(-2.18079250094641e+01dB,1.22336571770624e+00°)
1.28528665994361e+01	(-2.18078234403450e+01dB,1.22609910530049e+00°)
1.28824955169313e+01	(-2.18077214179371e+01dB,1.22883820595932e+00°)
1.29121927361353e+01	(-2.18076189402897e+01dB,1.23158302892834e+00°)
1.29419584144998e+01	(-2.18075160054441e+01dB,1.23433358344895e+00°)
1.29717927098395e+01	(-2.18074126114288e+01dB,1.23708987875747e+00°)
1.30016957803328e+01	(-2.18073087562701e+01dB,1.23985192408647e+00°)
1.30316677845229e+01	(-2.18072044379879e+01dB,1.24261972866410e+00°)
1.30617088813183e+01	(-2.18070996545840e+01dB,1.24539330171213e+00°)
1.30918192299940e+01	(-2.18069944040647e+01dB,1.24817265244907e+00°)
1.31219989901919e+01	(-2.18068886844214e+01dB,1.25095779008724e+00°)
1.31522483219223e+01	(-2.18067824936388e+01dB,1.25374872383376e+00°)
1.31825673855640e+01	(-2.18066758296952e+01dB,1.25654546289038e+00°)
1.32129563418657e+01	(-2.18065686905592e+01dB,1.25934801645288e+00°)
1.32434153519466e+01	(-2.18064610741893e+01dB,1.26215639371082e+00°)
1.32739445772973e+01	(-2.18063529785419e+01dB,1.26497060384855e+00°)
1.33045441797808e+01	(-2.18062444015584e+01dB,1.26779065604307e+00°)
1.33352143216332e+01	(-2.18061353411820e+01dB,1.27061655946639e+00°)
1.33659551654643e+01	(-2.18060257953359e+01dB,1.27344832328217e+00°)
1.33967668742593e+01	(-2.18059157619413e+01dB,1.27628595664808e+00°)
1.34276496113785e+01	(-2.18058052389107e+01dB,1.27912946871471e+00°)
1.34586035405594e+01	(-2.18056942241509e+01dB,1.28197886862581e+00°)
1.34896288259164e+01	(-2.18055827155570e+01dB,1.28483416551720e+00°)
1.35207256319427e+01	(-2.18054707110130e+01dB,1.28769536851672e+00°)
1.35518941235103e+01	(-2.18053582084050e+01dB,1.29056248674594e+00°)
1.35831344658714e+01	(-2.18052452055992e+01dB,1.29343552931671e+00°)
1.36144468246594e+01	(-2.18051317004591e+01dB,1.29631450533355e+00°)
1.36458313658891e+01	(-2.18050176908416e+01dB,1.29919942389291e+00°)
1.36772882559584e+01	(-2.18049031745911e+01dB,1.30209029408200e+00°)
1.37088176616484e+01	(-2.18047881495444e+01dB,1.30498712497939e+00°)
1.37404197501250e+01	(-2.18046726135350e+01dB,1.30788992565546e+00°)
1.37720946889394e+01	(-2.18045565643800e+01dB,1.31079870517022e+00°)
1.38038426460287e+01	(-2.18044399998919e+01dB,1.31371347257489e+00°)
1.38356637897177e+01	(-2.18043229178760e+01dB,1.31663423691125e+00°)
1.38675582887188e+01	(-2.18042053161299e+01dB,1.31956100721147e+00°)
1.38995263121334e+01	(-2.18040871924377e+01dB,1.32249379249698e+00°)
1.39315680294529e+01	(-2.18039685445769e+01dB,1.32543260177923e+00°)
1.39636836105593e+01	(-2.18038493703210e+01dB,1.32837744405999e+00°)
1.39958732257261e+01	(-2.18037296674257e+01dB,1.33132832832902e+00°)
1.40281370456195e+01	(-2.18036094336497e+01dB,1.33428526356696e+00°)
1.40604752412990e+01	(-2.18034886667322e+01dB,1.33724825874174e+00°)
1.40928879842186e+01	(-2.18033673644101e+01dB,1.34021732281102e+00°)
1.41253754462274e+01	(-2.18032455244107e+01dB,1.34319246472079e+00°)
1.41579377995707e+01	(-2.18031231444472e+01dB,1.34617369340450e+00°)
1.41905752168908e+01	(-2.18030002222368e+01dB,1.34916101778560e+00°)
1.42232878712281e+01	(-2.18028767554700e+01dB,1.35215444677264e+00°)
1.42560759360218e+01	(-2.18027527418459e+01dB,1.35515398926448e+00°)
1.42889395851109e+01	(-2.18026281790433e+01dB,1.35815965414553e+00°)
1.43218789927353e+01	(-2.18025030647351e+01dB,1.36117145028785e+00°)
1.43548943335364e+01	(-2.18023773965863e+01dB,1.36418938655057e+00°)
1.43879857825583e+01	(-2.18022511722562e+01dB,1.36721347177999e+00°)
1.44211535152486e+01	(-2.18021243893852e+01dB,1.37024371480734e+00°)
1.44543977074592e+01	(-2.18019970456166e+01dB,1.37328012445190e+00°)
1.44877185354475e+01	(-2.18018691385778e+01dB,1.37632270951788e+00°)
1.45211161758773e+01	(-2.18017406658882e+01dB,1.37937147879535e+00°)
1.45545908058195e+01	(-2.18016116251557e+01dB,1.38242644105953e+00°)
1.45881426027534e+01	(-2.18014820139860e+01dB,1.38548760507196e+00°)
1.46217717445671e+01	(-2.18013518299713e+01dB,1.38855497957857e+00°)
1.46554784095590e+01	(-2.18012210706907e+01dB,1.39162857330934e+00°)
1.46892627764385e+01	(-2.18010897337246e+01dB,1.39470839498051e+00°)
1.47231250243271e+01	(-2.18009578166329e+01dB,1.39779445329078e+00°)
1.47570653327588e+01	(-2.18008253169754e+01dB,1.40088675692429e+00°)
1.47910838816819e+01	(-2.18006922322958e+01dB,1.40398531454793e+00°)
1.48251808514594e+01	(-2.18005585601338e+01dB,1.40709013481287e+00°)
1.48593564228699e+01	(-2.18004242980147e+01dB,1.41020122635283e+00°)
1.48936107771090e+01	(-2.18002894434597e+01dB,1.41331859778530e+00°)
1.49279440957898e+01	(-2.18001539939775e+01dB,1.41644225771005e+00°)
1.49623565609442e+01	(-2.18000179470698e+01dB,1.41957221470970e+00°)
1.49968483550236e+01	(-2.17998813002241e+01dB,1.42270847734834e+00°)
1.50314196609001e+01	(-2.17997440509245e+01dB,1.42585105417302e+00°)
1.50660706618673e+01	(-2.17996061966444e+01dB,1.42899995371227e+00°)
1.51008015416413e+01	(-2.17994677348397e+01dB,1.43215518447472e+00°)
1.51356124843619e+01	(-2.17993286629694e+01dB,1.43531675495226e+00°)
1.51705036745932e+01	(-2.17991889784758e+01dB,1.43848467361648e+00°)
1.52054752973248e+01	(-2.17990486787930e+01dB,1.44165894891983e+00°)
1.52405275379728e+01	(-2.17989077613431e+01dB,1.44483958929470e+00°)
1.52756605823806e+01	(-2.17987662235420e+01dB,1.44802660315409e+00°)
1.53108746168201e+01	(-2.17986240627975e+01dB,1.45121999889110e+00°)
1.53461698279928e+01	(-2.17984812765042e+01dB,1.45441978487771e+00°)
1.53815464030302e+01	(-2.17983378620457e+01dB,1.45762596946492e+00°)
1.54170045294954e+01	(-2.17981938167977e+01dB,1.46083856098299e+00°)
1.54525443953840e+01	(-2.17980491381326e+01dB,1.46405756774189e+00°)
1.54881661891247e+01	(-2.17979038234047e+01dB,1.46728299802862e+00°)
1.55238700995807e+01	(-2.17977578699569e+01dB,1.47051486010796e+00°)
1.55596563160506e+01	(-2.17976112751311e+01dB,1.47375316222397e+00°)
1.55955250282694e+01	(-2.17974640362561e+01dB,1.47699791259768e+00°)
1.56314764264094e+01	(-2.17973161506442e+01dB,1.48024911942619e+00°)
1.56675107010813e+01	(-2.17971676156071e+01dB,1.48350679088509e+00°)
1.57036280433354e+01	(-2.17970184284407e+01dB,1.48677093512558e+00°)
1.57398286446620e+01	(-2.17968685864394e+01dB,1.49004156027665e+00°)
1.57761126969933e+01	(-2.17967180868728e+01dB,1.49331867444069e+00°)
1.58124803927037e+01	(-2.17965669270140e+01dB,1.49660228569818e+00°)
1.58489319246110e+01	(-2.17964151041224e+01dB,1.49989240210435e+00°)
1.58854674859776e+01	(-2.17962626154460e+01dB,1.50318903168927e+00°)
1.59220872705115e+01	(-2.17961094582182e+01dB,1.50649218245704e+00°)
1.59587914723672e+01	(-2.17959556296724e+01dB,1.50980186238793e+00°)
1.59955802861465e+01	(-2.17958011270272e+01dB,1.51311807943563e+00°)
1.60324539069002e+01	(-2.17956459474871e+01dB,1.51644084152691e+00°)
1.60694125301286e+01	(-2.17954900882526e+01dB,1.51977015656320e+00°)
1.61064563517825e+01	(-2.17953335465135e+01dB,1.52310603241899e+00°)
1.61435855682647e+01	(-2.17951763194450e+01dB,1.52644847694095e+00°)
1.61808003764305e+01	(-2.17950184042158e+01dB,1.52979749794891e+00°)
1.62181009735891e+01	(-2.17948597979828e+01dB,1.53315310323471e+00°)
1.62554875575047e+01	(-2.17947004978936e+01dB,1.53651530056223e+00°)
1.62929603263970e+01	(-2.17945405010858e+01dB,1.53988409766703e+00°)
1.63305194789432e+01	(-2.17943798046865e+01dB,1.54325950225583e+00°)
1.63681652142779e+01	(-2.17942184058110e+01dB,1.54664152200607e+00°)
1.64058977319952e+01	(-2.17940563015651e+01dB,1.55003016456588e+00°)
1.64437172321491e+01	(-2.17938934890467e+01dB,1.55342543755411e+00°)
1.64816239152549e+01	(-2.17937299653395e+01dB,1.55682734855878e+00°)
1.65196179822900e+01	(-2.17935657275201e+01dB,1.56023590513815e+00°)
1.65576996346951e+01	(-2.17934007726518e+01dB,1.56365111481910e+00°)
1.65958690743754e+01	(-2.17932350977925e+01dB,1.56707298509838e+00°)
1.66341265037015e+01	(-2.17930686999814e+01dB,1.57050152343975e+00°)
1.66724721255104e+01	(-2.17929015762526e+01dB,1.57393673727610e+00°)
1.67109061431069e+01	(-2.17927337236323e+01dB,1.57737863400867e+00°)
1.67494287602642e+01	(-2.17925651391314e+01dB,1.58082722100527e+00°)
1.67880401812254e+01	(-2.17923958197521e+01dB,1.58428250560121e+00°)
1.68267406107045e+01	(-2.17922257624860e+01dB,1.58774449509850e+00°)
1.68655302538872e+01	(-2.17920549643125e+01dB,1.59121319676534e+00°)
1.69044093164324e+01	(-2.17918834222018e+01dB,1.59468861783611e+00°)
1.69433780044731e+01	(-2.17917111331187e+01dB,1.59817076551195e+00°)
1.69824365246172e+01	(-2.17915380940023e+01dB,1.60165964695646e+00°)
1.70215850839493e+01	(-2.17913643018014e+01dB,1.60515526930195e+00°)
1.70608238900310e+01	(-2.17911897534386e+01dB,1.60865763964249e+00°)
1.71001531509027e+01	(-2.17910144458313e+01dB,1.61216676503729e+00°)
1.71395730750840e+01	(-2.17908383758866e+01dB,1.61568265250948e+00°)
1.71790838715757e+01	(-2.17906615404972e+01dB,1.61920530904500e+00°)
1.72186857498599e+01	(-2.17904839365529e+01dB,1.62273474159428e+00°)
1.72583789199018e+01	(-2.17903055609244e+01dB,1.62627095706888e+00°)
1.72981635921508e+01	(-2.17901264104753e+01dB,1.62981396234337e+00°)
1.73380399775412e+01	(-2.17899464820583e+01dB,1.63336376425421e+00°)
1.73780082874935e+01	(-2.17897657725167e+01dB,1.63692036959966e+00°)
1.74180687339159e+01	(-2.17895842786801e+01dB,1.64048378513859e+00°)
1.74582215292048e+01	(-2.17894019973668e+01dB,1.64405401759049e+00°)
1.74984668862463e+01	(-2.17892189253879e+01dB,1.64763107363594e+00°)
1.75388050184174e+01	(-2.17890350595421e+01dB,1.65121495991517e+00°)
1.75792361395867e+01	(-2.17888503966155e+01dB,1.65480568302765e+00°)
1.76197604641161e+01	(-2.17886649333848e+01dB,1.65840324953230e+00°)
1.76603782068614e+01	(-2.17884786666131e+01dB,1.66200766594625e+00°)
1.77010895831740e+01	(-2.17882915930603e+01dB,1.66561893874650e+00°)
1.77418948089014e+01	(-2.17881037094617e+01dB,1.66923707436535e+00°)
1.77827941003890e+01	(-2.17879150125560e+01dB,1.67286207919536e+00°)
1.78237876744807e+01	(-2.17877254990635e+01dB,1.67649395958485e+00°)
1.78648757485203e+01	(-2.17875351656922e+01dB,1.68013272183851e+00°)
1.79060585403527e+01	(-2.17873440091447e+01dB,1.68377837221846e+00°)
1.79473362683250e+01	(-2.17871520261052e+01dB,1.68743091694125e+00°)
1.79887091512876e+01	(-2.17869592132522e+01dB,1.69109036217985e+00°)
1.80301774085954e+01	(-2.17867655672546e+01dB,1.69475671406260e+00°)
1.80717412601090e+01	(-2.17865710847619e+01dB,1.69842997867076e+00°)
1.81134009261958e+01	(-2.17863757624223e+01dB,1.70211016204172e+00°)
1.81551566277311e+01	(-2.17861795968658e+01dB,1.70579727016515e+00°)
1.81970085860996e+01	(-2.17859825847132e+01dB,1.70949130898441e+00°)
1.82389570231961e+01	(-2.17857847225760e+01dB,1.71319228439612e+00°)
1.82810021614272e+01	(-2.17855860070538e+01dB,1.71690020224910e+00°)
1.83231442237119e+01	(-2.17853864347318e+01dB,1.72061506834360e+00°)
1.83653834334832e+01	(-2.17851860021872e+01dB,1.72433688843195e+00°)
1.84077200146893e+01	(-2.17849847059864e+01dB,1.72806566821771e+00°)
1.84501541917945e+01	(-2.17847825426824e+01dB,1.73180141335464e+00°)
1.84926861897805e+01	(-2.17845795088179e+01dB,1.73554412944682e+00°)
1.85353162341478e+01	(-2.17843756009234e+01dB,1.73929382204795e+00°)
1.85780445509167e+01	(-2.17841708155186e+01dB,1.74305049666108e+00°)
1.86208713666284e+01	(-2.17839651491156e+01dB,1.74681415873880e+00°)
1.86637969083464e+01	(-2.17837585982064e+01dB,1.75058481368034e+00°)
1.87068214036577e+01	(-2.17835511592798e+01dB,1.75436246683438e+00°)
1.87499450806739e+01	(-2.17833428288126e+01dB,1.75814712349701e+00°)
1.87931681680324e+01	(-2.17831336032614e+01dB,1.76193878890941e+00°)
1.88364908948977e+01	(-2.17829234790839e+01dB,1.76573746826181e+00°)
1.88799134909627e+01	(-2.17827124527197e+01dB,1.76954316668912e+00°)
1.89234361864495e+01	(-2.17825005205945e+01dB,1.77335588927123e+00°)
1.89670592121112e+01	(-2.17822876791281e+01dB,1.77717564103429e+00°)
1.90107827992327e+01	(-2.17820739247281e+01dB,1.78100242694885e+00°)
1.90546071796322e+01	(-2.17818592537842e+01dB,1.78483625192821e+00°)
1.90985325856621e+01	(-2.17816436626836e+01dB,1.78867712083120e+00°)
1.91425592502106e+01	(-2.17814271477980e+01dB,1.79252503845891e+00°)
1.91866874067026e+01	(-2.17812097054844e+01dB,1.79638000955441e+00°)
1.92309172891013e+01	(-2.17809913320948e+01dB,1.80024203880430e+00°)
1.92752491319091e+01	(-2.17807720239626e+01dB,1.80411113083531e+00°)
1.93196831701689e+01	(-2.17805517774195e+01dB,1.80798729021741e+00°)
1.93642196394658e+01	(-2.17803305887751e+01dB,1.81187052145905e+00°)
1.94088587759275e+01	(-2.17801084543299e+01dB,1.81576082900928e+00°)
1.94536008162263e+01	(-2.17798853703790e+01dB,1.81965821725818e+00°)
1.94984459975802e+01	(-2.17796613332000e+01dB,1.82356269053365e+00°)
1.95433945577536e+01	(-2.17794363390621e+01dB,1.82747425310295e+00°)
1.95884467350596e+01	(-2.17792103842208e+01dB,1.83139290917099e+00°)
1.96336027683602e+01	(-2.17789834649201e+01dB,1.83531866288034e+00°)
1.96788628970681e+01	(-2.17787555773948e+01dB,1.83925151831114e+00°)
1.97242273611482e+01	(-2.17785267178640e+01dB,1.84319147947929e+00°)
1.97696964011183e+01	(-2.17782968825398e+01dB,1.84713855033764e+00°)
1.98152702580507e+01	(-2.17780660676171e+01dB,1.85109273477348e+00°)
1.98609491735734e+01	(-2.17778342692855e+01dB,1.85505403661040e+00°)
1.99067333898715e+01	(-2.17776014837226e+01dB,1.85902245960638e+00°)
1.99526231496885e+01	(-2.17773677070873e+01dB,1.86299800745186e+00°)
1.99986186963271e+01	(-2.17771329355325e+01dB,1.86698068377190e+00°)
2.00447202736513e+01	(-2.17768971651991e+01dB,1.87097049212433e+00°)
2.00909281260870e+01	(-2.17766603922166e+01dB,1.87496743599940e+00°)
2.01372424986236e+01	(-2.17764226126983e+01dB,1.87897151881817e+00°)
2.01836636368153e+01	(-2.17761838227527e+01dB,1.88298274393441e+00°)
2.02301917867824e+01	(-2.17759440184711e+01dB,1.88700111463140e+00°)
2.02768271952125e+01	(-2.17757031959386e+01dB,1.89102663412378e+00°)
2.03235701093619e+01	(-2.17754613512225e+01dB,1.89505930555445e+00°)
2.03704207770568e+01	(-2.17752184803801e+01dB,1.89909913199570e+00°)
2.04173794466950e+01	(-2.17749745794630e+01dB,1.90314611644966e+00°)
2.04644463672464e+01	(-2.17747296445028e+01dB,1.90720026184456e+00°)
2.05116217882553e+01	(-2.17744836715241e+01dB,1.91126157103695e+00°)
2.05589059598411e+01	(-2.17742366565381e+01dB,1.91533004680993e+00°)
2.06062991326997e+01	(-2.17739885955454e+01dB,1.91940569187302e+00°)
2.06538015581049e+01	(-2.17737394845333e+01dB,1.92348850886100e+00°)
2.07014134879101e+01	(-2.17734893194845e+01dB,1.92757850033541e+00°)
2.07491351745487e+01	(-2.17732380963554e+01dB,1.93167566877901e+00°)
2.07969668710366e+01	(-2.17729858111040e+01dB,1.93578001660149e+00°)
2.08449088309725e+01	(-2.17727324596730e+01dB,1.93989154613508e+00°)
2.08929613085400e+01	(-2.17724780379904e+01dB,1.94401025963414e+00°)
2.09411245585086e+01	(-2.17722225419766e+01dB,1.94813615927609e+00°)
2.09893988362349e+01	(-2.17719659675364e+01dB,1.95226924715919e+00°)
2.10377843976644e+01	(-2.17717083105661e+01dB,1.95640952530335e+00°)
2.10862814993325e+01	(-2.17714495669479e+01dB,1.96055699564837e+00°)
2.11348903983661e+01	(-2.17711897325527e+01dB,1.96471166005400e+00°)
2.11836113524847e+01	(-2.17709288032450e+01dB,1.96887352030043e+00°)
2.12324446200018e+01	(-2.17706667748695e+01dB,1.97304257808459e+00°)
2.12813904598267e+01	(-2.17704036432656e+01dB,1.97721883502294e+00°)
2.13304491314654e+01	(-2.17701394042574e+01dB,1.98140229264856e+00°)
2.13796208950219e+01	(-2.17698740536564e+01dB,1.98559295241106e+00°)
2.14289060112002e+01	(-2.17696075872662e+01dB,1.98979081567724e+00°)
2.14783047413050e+01	(-2.17693400008763e+01dB,1.99399588372879e+00°)
2.15278173472433e+01	(-2.17690712902677e+01dB,1.99820815776325e+00°)
2.15774440915263e+01	(-2.17688014512053e+01dB,2.00242763889143e+00°)
2.16271852372698e+01	(-2.17685304794459e+01dB,2.00665432813870e+00°)
2.16770410481966e+01	(-2.17682583707306e+01dB,2.01088822644263e+00°)
2.17270117886371e+01	(-2.17679851207954e+01dB,2.01512933465481e+00°)
2.17770977235312e+01	(-2.17677107253571e+01dB,2.01937765353693e+00°)
2.18272991184296e+01	(-2.17674351801269e+01dB,2.02363318376330e+00°)
2.18776162394951e+01	(-2.17671584808045e+01dB,2.02789592591888e+00°)
2.19280493535041e+01	(-2.17668806230743e+01dB,2.03216588049779e+00°)
2.19785987278478e+01	(-2.17666016026079e+01dB,2.03644304790311e+00°)
2.20292646305342e+01	(-2.17663214150715e+01dB,2.04072742844813e+00°)
2.20800473301886e+01	(-2.17660400561154e+01dB,2.04501902235313e+00°)
2.21309470960560e+01	(-2.17657575213795e+01dB,2.04931782974610e+00°)
2.21819641980018e+01	(-2.17654738064929e+01dB,2.05362385066197e+00°)
2.22330989065136e+01	(-2.17651889070704e+01dB,2.05793708504110e+00°)
2.22843514927026e+01	(-2.17649028187205e+01dB,2.06225753273059e+00°)
2.23357222283049e+01	(-2.17646155370353e+01dB,2.06658519348113e+00°)
2.23872113856830e+01	(-2.17643270576001e+01dB,2.07092006694871e+00°)
2.24388192378272e+01	(-2.17640373759818e+01dB,2.07526215269115e+00°)
2.24905460583574e+01	(-2.17637464877442e+01dB,2.07961145017109e+00°)
2.25423921215239e+01	(-2.17634543884334e+01dB,2.08396795875184e+00°)
2.25943577022094e+01	(-2.17631610735865e+01dB,2.08833167769878e+00°)
2.26464430759302e+01	(-2.17628665387310e+01dB,2.09270260617857e+00°)
2.26986485188378e+01	(-2.17625707793775e+01dB,2.09708074325666e+00°)
2.27509743077203e+01	(-2.17622737910344e+01dB,2.10146608790028e+00°)
