Freq.	V(7)/I(RDC_78)
1.12201845430196e+01	(-4.08915812539951e+01dB,1.40676552225179e+00°)
1.12460497396692e+01	(-4.08914739486623e+01dB,1.40992541533639e+00°)
1.12719745617551e+01	(-4.08913661615517e+01dB,1.41309202770826e+00°)
1.12979591467279e+01	(-4.08912578905819e+01dB,1.41626537106387e+00°)
1.13240036323555e+01	(-4.08911491336117e+01dB,1.41944545709346e+00°)
1.13501081567231e+01	(-4.08910398885371e+01dB,1.42263229749649e+00°)
1.13762728582343e+01	(-4.08909301532371e+01dB,1.42582590397281e+00°)
1.14024978756117e+01	(-4.08908199255690e+01dB,1.42902628822168e+00°)
1.14287833478977e+01	(-4.08907092033893e+01dB,1.43223346194502e+00°)
1.14551294144553e+01	(-4.08905979845222e+01dB,1.43544743684205e+00°)
1.14815362149688e+01	(-4.08904862668655e+01dB,1.43866822462676e+00°)
1.15080038894443e+01	(-4.08903740481727e+01dB,1.44189583699155e+00°)
1.15345325782109e+01	(-4.08902613263407e+01dB,1.44513028565479e+00°)
1.15611224219209e+01	(-4.08901480991162e+01dB,1.44837158231203e+00°)
1.15877735615512e+01	(-4.08900343643362e+01dB,1.45161973867565e+00°)
1.16144861384034e+01	(-4.08899201197784e+01dB,1.45487476644991e+00°)
1.16412602941049e+01	(-4.08898053632516e+01dB,1.45813667734588e+00°)
1.16680961706096e+01	(-4.08896900925058e+01dB,1.46140548306613e+00°)
1.16949939101987e+01	(-4.08895743053165e+01dB,1.46468119531883e+00°)
1.17219536554813e+01	(-4.08894579994431e+01dB,1.46796382581047e+00°)
1.17489755493953e+01	(-4.08893411726174e+01dB,1.47125338624383e+00°)
1.17760597352080e+01	(-4.08892238226186e+01dB,1.47454988833050e+00°)
1.18032063565173e+01	(-4.08891059471347e+01dB,1.47785334376719e+00°)
1.18304155572516e+01	(-4.08889875439065e+01dB,1.48116376425995e+00°)
1.18576874816716e+01	(-4.08888686106528e+01dB,1.48448116151140e+00°)
1.18850222743701e+01	(-4.08887491450595e+01dB,1.48780554721865e+00°)
1.19124200802737e+01	(-4.08886291448230e+01dB,1.49113693308043e+00°)
1.19398810446427e+01	(-4.08885086076389e+01dB,1.49447533079512e+00°)
1.19674053130724e+01	(-4.08883875311700e+01dB,1.49782075205506e+00°)
1.19949930314937e+01	(-4.08882659130788e+01dB,1.50117320855186e+00°)
1.20226443461741e+01	(-4.08881437510324e+01dB,1.50453271197713e+00°)
1.20503594037179e+01	(-4.08880210426545e+01dB,1.50789927401404e+00°)
1.20781383510677e+01	(-4.08878977856429e+01dB,1.51127290635746e+00°)
1.21059813355048e+01	(-4.08877739775297e+01dB,1.51465362067207e+00°)
1.21338885046497e+01	(-4.08876496160274e+01dB,1.51804142865248e+00°)
1.21618600064636e+01	(-4.08875246986987e+01dB,1.52143634196548e+00°)
1.21898959892486e+01	(-4.08873992231271e+01dB,1.52483837227955e+00°)
1.22179966016487e+01	(-4.08872731869326e+01dB,1.52824753126749e+00°)
1.22461619926504e+01	(-4.08871465876814e+01dB,1.53166383059041e+00°)
1.22743923115840e+01	(-4.08870194229446e+01dB,1.53508728190775e+00°)
1.23026877081238e+01	(-4.08868916902710e+01dB,1.53851789687243e+00°)
1.23310483322890e+01	(-4.08867633872464e+01dB,1.54195568714101e+00°)
1.23594743344450e+01	(-4.08866345113545e+01dB,1.54540066434893e+00°)
1.23879658653036e+01	(-4.08865050601905e+01dB,1.54885284014816e+00°)
1.24165230759240e+01	(-4.08863750312316e+01dB,1.55231222616626e+00°)
1.24451461177138e+01	(-4.08862444220077e+01dB,1.55577883403652e+00°)
1.24738351424294e+01	(-4.08861132299950e+01dB,1.55925267537874e+00°)
1.25025903021771e+01	(-4.08859814527220e+01dB,1.56273376181809e+00°)
1.25314117494141e+01	(-4.08858490876477e+01dB,1.56622210496298e+00°)
1.25602996369487e+01	(-4.08857161322463e+01dB,1.56971771642008e+00°)
1.25892541179416e+01	(-4.08855825839807e+01dB,1.57322060778935e+00°)
1.26182753459066e+01	(-4.08854484402972e+01dB,1.57673079066288e+00°)
1.26473634747114e+01	(-4.08853136986469e+01dB,1.58024827662850e+00°)
1.26765186585784e+01	(-4.08851783564537e+01dB,1.58377307726380e+00°)
1.27057410520853e+01	(-4.08850424111249e+01dB,1.58730520413780e+00°)
1.27350308101665e+01	(-4.08849058601149e+01dB,1.59084466882241e+00°)
1.27643880881134e+01	(-4.08847687007659e+01dB,1.59439148286306e+00°)
1.27938130415752e+01	(-4.08846309305100e+01dB,1.59794565781540e+00°)
1.28233058265601e+01	(-4.08844925467306e+01dB,1.60150720521984e+00°)
1.28528665994361e+01	(-4.08843535467469e+01dB,1.60507613659824e+00°)
1.28824955169313e+01	(-4.08842139279677e+01dB,1.60865246348219e+00°)
1.29121927361353e+01	(-4.08840736877269e+01dB,1.61223619738232e+00°)
1.29419584144998e+01	(-4.08839328233682e+01dB,1.61582734980383e+00°)
1.29717927098395e+01	(-4.08837913322083e+01dB,1.61942593223930e+00°)
1.30016957803328e+01	(-4.08836492115686e+01dB,1.62303195617442e+00°)
1.30316677845229e+01	(-4.08835064587591e+01dB,1.62664543308477e+00°)
1.30617088813183e+01	(-4.08833630710680e+01dB,1.63026637443362e+00°)
1.30918192299940e+01	(-4.08832190457990e+01dB,1.63389479167861e+00°)
1.31219989901919e+01	(-4.08830743802124e+01dB,1.63753069626059e+00°)
1.31522483219223e+01	(-4.08829290715627e+01dB,1.64117409961028e+00°)
1.31825673855640e+01	(-4.08827831171251e+01dB,1.64482501315316e+00°)
1.32129563418657e+01	(-4.08826365141263e+01dB,1.64848344829606e+00°)
1.32434153519466e+01	(-4.08824892598297e+01dB,1.65214941644308e+00°)
1.32739445772973e+01	(-4.08823413514234e+01dB,1.65582292897414e+00°)
1.33045441797808e+01	(-4.08821927861325e+01dB,1.65950399726592e+00°)
1.33352143216332e+01	(-4.08820435611494e+01dB,1.66319263267845e+00°)
1.33659551654643e+01	(-4.08818936736552e+01dB,1.66688884655892e+00°)
1.33967668742593e+01	(-4.08817431208731e+01dB,1.67059265025164e+00°)
1.34276496113785e+01	(-4.08815918999139e+01dB,1.67430405506812e+00°)
1.34586035405594e+01	(-4.08814400079519e+01dB,1.67802307232058e+00°)
1.34896288259164e+01	(-4.08812874421605e+01dB,1.68174971330940e+00°)
1.35207256319427e+01	(-4.08811341996276e+01dB,1.68548398930641e+00°)
1.35518941235103e+01	(-4.08809802775096e+01dB,1.68922591158447e+00°)
1.35831344658714e+01	(-4.08808256729306e+01dB,1.69297549139761e+00°)
1.36144468246594e+01	(-4.08806703829498e+01dB,1.69673273997454e+00°)
1.36458313658891e+01	(-4.08805144046744e+01dB,1.70049766854011e+00°)
1.36772882559584e+01	(-4.08803577351998e+01dB,1.70427028830367e+00°)
1.37088176616484e+01	(-4.08802003715787e+01dB,1.70805061045251e+00°)
1.37404197501250e+01	(-4.08800423108470e+01dB,1.71183864615677e+00°)
1.37720946889394e+01	(-4.08798835501093e+01dB,1.71563440658597e+00°)
1.38038426460287e+01	(-4.08797240863367e+01dB,1.71943790286881e+00°)
1.38356637897177e+01	(-4.08795639165741e+01dB,1.72324914613388e+00°)
1.38675582887188e+01	(-4.08794030378554e+01dB,1.72706814749257e+00°)
1.38995263121334e+01	(-4.08792414471392e+01dB,1.73089491802605e+00°)
1.39315680294529e+01	(-4.08790791414371e+01dB,1.73472946881039e+00°)
1.39636836105593e+01	(-4.08789161177227e+01dB,1.73857181089825e+00°)
1.39958732257261e+01	(-4.08787523729690e+01dB,1.74242195532603e+00°)
1.40281370456195e+01	(-4.08785879041007e+01dB,1.74627991310394e+00°)
1.40604752412990e+01	(-4.08784227080953e+01dB,1.75014569523605e+00°)
1.40928879842186e+01	(-4.08782567818550e+01dB,1.75401931269423e+00°)
1.41253754462274e+01	(-4.08780901223242e+01dB,1.75790077644151e+00°)
1.41579377995707e+01	(-4.08779227263936e+01dB,1.76179009741240e+00°)
1.41905752168908e+01	(-4.08777545909480e+01dB,1.76568728652224e+00°)
1.42232878712281e+01	(-4.08775857128930e+01dB,1.76959235467233e+00°)
1.42560759360218e+01	(-4.08774160890804e+01dB,1.77350531273444e+00°)
1.42889395851109e+01	(-4.08772457163988e+01dB,1.77742617156898e+00°)
1.43218789927353e+01	(-4.08770745916619e+01dB,1.78135494200180e+00°)
1.43548943335364e+01	(-4.08769027117254e+01dB,1.78529163484786e+00°)
1.43879857825583e+01	(-4.08767300734124e+01dB,1.78923626089561e+00°)
1.44211535152486e+01	(-4.08765566735298e+01dB,1.79318883090998e+00°)
1.44543977074592e+01	(-4.08763825088839e+01dB,1.79714935563530e+00°)
1.44877185354475e+01	(-4.08762075762432e+01dB,1.80111784578732e+00°)
1.45211161758773e+01	(-4.08760318724131e+01dB,1.80509431206825e+00°)
1.45545908058195e+01	(-4.08758553941559e+01dB,1.80907876514994e+00°)
1.45881426027534e+01	(-4.08756781382015e+01dB,1.81307121567571e+00°)
1.46217717445671e+01	(-4.08755001012846e+01dB,1.81707167426773e+00°)
1.46554784095590e+01	(-4.08753212801821e+01dB,1.82108015153455e+00°)
1.46892627764385e+01	(-4.08751416715374e+01dB,1.82509665803398e+00°)
1.47231250243271e+01	(-4.08749612721263e+01dB,1.82912120432846e+00°)
1.47570653327588e+01	(-4.08747800786020e+01dB,1.83315380093122e+00°)
1.47910838816819e+01	(-4.08745980876436e+01dB,1.83719445833710e+00°)
1.48251808514594e+01	(-4.08744152959142e+01dB,1.84124318701335e+00°)
1.48593564228699e+01	(-4.08742317001079e+01dB,1.84529999740935e+00°)
1.48936107771090e+01	(-4.08740472968069e+01dB,1.84936489992585e+00°)
1.49279440957898e+01	(-4.08738620826835e+01dB,1.85343790495748e+00°)
1.49623565609442e+01	(-4.08736760543136e+01dB,1.85751902285281e+00°)
1.49968483550236e+01	(-4.08734892083684e+01dB,1.86160826395485e+00°)
1.50314196609001e+01	(-4.08733015413701e+01dB,1.86570563854835e+00°)
1.50660706618673e+01	(-4.08731130499411e+01dB,1.86981115691299e+00°)
1.51008015416413e+01	(-4.08729237306292e+01dB,1.87392482928532e+00°)
1.51356124843619e+01	(-4.08727335800030e+01dB,1.87804666587902e+00°)
1.51705036745932e+01	(-4.08725425945934e+01dB,1.88217667687187e+00°)
1.52054752973248e+01	(-4.08723507709257e+01dB,1.88631487241231e+00°)
1.52405275379728e+01	(-4.08721581055142e+01dB,1.89046126261782e+00°)
1.52756605823806e+01	(-4.08719645948885e+01dB,1.89461585758046e+00°)
1.53108746168201e+01	(-4.08717702355356e+01dB,1.89877866735365e+00°)
1.53461698279928e+01	(-4.08715750238834e+01dB,1.90294970194831e+00°)
1.53815464030302e+01	(-4.08713789564660e+01dB,1.90712897136851e+00°)
1.54170045294954e+01	(-4.08711820296892e+01dB,1.91131648555987e+00°)
1.54525443953840e+01	(-4.08709842400173e+01dB,1.91551225444996e+00°)
1.54881661891247e+01	(-4.08707855838502e+01dB,1.91971628792102e+00°)
1.55238700995807e+01	(-4.08705860576299e+01dB,1.92392859583302e+00°)
1.55596563160506e+01	(-4.08703856577452e+01dB,1.92814918800211e+00°)
1.55955250282694e+01	(-4.08701843805949e+01dB,1.93237807421435e+00°)
1.56314764264094e+01	(-4.08699822225564e+01dB,1.93661526421821e+00°)
1.56675107010813e+01	(-4.08697791799376e+01dB,1.94086076771349e+00°)
1.57036280433354e+01	(-4.08695752491629e+01dB,1.94511459439239e+00°)
1.57398286446620e+01	(-4.08693704265291e+01dB,1.94937675388458e+00°)
1.57761126969933e+01	(-4.08691647083376e+01dB,1.95364725578634e+00°)
1.58124803927037e+01	(-4.08689580909590e+01dB,1.95792610967464e+00°)
1.58489319246110e+01	(-4.08687505706305e+01dB,1.96221332506119e+00°)
1.58854674859776e+01	(-4.08685421436795e+01dB,1.96650891144235e+00°)
1.59220872705115e+01	(-4.08683328063371e+01dB,1.97081287825669e+00°)
1.59587914723672e+01	(-4.08681225549037e+01dB,1.97512523492187e+00°)
1.59955802861465e+01	(-4.08679113855888e+01dB,1.97944599079801e+00°)
1.60324539069002e+01	(-4.08676992946017e+01dB,1.98377515520777e+00°)
1.60694125301286e+01	(-4.08674862782205e+01dB,1.98811273745173e+00°)
1.61064563517825e+01	(-4.08672723326061e+01dB,1.99245874676544e+00°)
1.61435855682647e+01	(-4.08670574539564e+01dB,1.99681319235423e+00°)
1.61808003764305e+01	(-4.08668416384479e+01dB,2.00117608337936e+00°)
1.62181009735891e+01	(-4.08666248822621e+01dB,2.00554742896371e+00°)
1.62554875575047e+01	(-4.08664071815058e+01dB,2.00992723817294e+00°)
1.62929603263970e+01	(-4.08661885323389e+01dB,2.01431552004444e+00°)
1.63305194789432e+01	(-4.08659689309103e+01dB,2.01871228357221e+00°)
1.63681652142779e+01	(-4.08657483732891e+01dB,2.02311753769035e+00°)
1.64058977319952e+01	(-4.08655268555814e+01dB,2.02753129129971e+00°)
1.64437172321491e+01	(-4.08653043738771e+01dB,2.03195355325510e+00°)
1.64816239152549e+01	(-4.08650809242447e+01dB,2.03638433236359e+00°)
1.65196179822900e+01	(-4.08648565027261e+01dB,2.04082363738277e+00°)
1.65576996346951e+01	(-4.08646311053735e+01dB,2.04527147702900e+00°)
1.65958690743754e+01	(-4.08644047281965e+01dB,2.04972785996445e+00°)
1.66341265037015e+01	(-4.08641773672204e+01dB,2.05419279481037e+00°)
1.66724721255104e+01	(-4.08639490184494e+01dB,2.05866629013790e+00°)
1.67109061431069e+01	(-4.08637196778820e+01dB,2.06314835447129e+00°)
1.67494287602642e+01	(-4.08634893414422e+01dB,2.06763899627106e+00°)
1.67880401812254e+01	(-4.08632580051337e+01dB,2.07213822397007e+00°)
1.68267406107045e+01	(-4.08630256648698e+01dB,2.07664604593262e+00°)
1.68655302538872e+01	(-4.08627923166115e+01dB,2.08116247048688e+00°)
1.69044093164324e+01	(-4.08625579562452e+01dB,2.08568750589519e+00°)
1.69433780044731e+01	(-4.08623225796946e+01dB,2.09022116038025e+00°)
1.69824365246172e+01	(-4.08620861828408e+01dB,2.09476344210554e+00°)
1.70215850839493e+01	(-4.08618487615276e+01dB,2.09931435917601e+00°)
1.70608238900310e+01	(-4.08616103116572e+01dB,2.10387391966067e+00°)
1.71001531509027e+01	(-4.08613708290735e+01dB,2.10844213156394e+00°)
1.71395730750840e+01	(-4.08611303095775e+01dB,2.11301900282881e+00°)
1.71790838715757e+01	(-4.08608887490344e+01dB,2.11760454136222e+00°)
1.72186857498599e+01	(-4.08606461431870e+01dB,2.12219875498931e+00°)
1.72583789199018e+01	(-4.08604024878841e+01dB,2.12680165150849e+00°)
1.72981635921508e+01	(-4.08601577788528e+01dB,2.13141323863525e+00°)
1.73380399775412e+01	(-4.08599120118944e+01dB,2.13603352404961e+00°)
1.73780082874935e+01	(-4.08596651827251e+01dB,2.14066251535659e+00°)
1.74180687339159e+01	(-4.08594172870826e+01dB,2.14530022011173e+00°)
1.74582215292048e+01	(-4.08591683207045e+01dB,2.14994664581535e+00°)
1.74984668862463e+01	(-4.08589182792862e+01dB,2.15460179990152e+00°)
1.75388050184174e+01	(-4.08586671584911e+01dB,2.15926568974010e+00°)
1.75792361395867e+01	(-4.08584149540413e+01dB,2.16393832265862e+00°)
1.76197604641161e+01	(-4.08581616615738e+01dB,2.16861970590612e+00°)
1.76603782068614e+01	(-4.08579072767205e+01dB,2.17330984667235e+00°)
1.77010895831740e+01	(-4.08576517951455e+01dB,2.17800875209655e+00°)
1.77418948089014e+01	(-4.08573952124490e+01dB,2.18271642924300e+00°)
1.77827941003890e+01	(-4.08571375242368e+01dB,2.18743288511768e+00°)
1.78237876744807e+01	(-4.08568787261096e+01dB,2.19215812666515e+00°)
1.78648757485203e+01	(-4.08566188136256e+01dB,2.19689216075850e+00°)
1.79060585403527e+01	(-4.08563577823594e+01dB,2.20163499421361e+00°)
1.79473362683250e+01	(-4.08560956278431e+01dB,2.20638663377376e+00°)
1.79887091512876e+01	(-4.08558323456144e+01dB,2.21114708612112e+00°)
1.80301774085954e+01	(-4.08555679311794e+01dB,2.21591635786683e+00°)
1.80717412601090e+01	(-4.08553023800708e+01dB,2.22069445556520e+00°)
1.81134009261958e+01	(-4.08550356877421e+01dB,2.22548138568609e+00°)
1.81551566277311e+01	(-4.08547678496948e+01dB,2.23027715464685e+00°)
1.81970085860996e+01	(-4.08544988613616e+01dB,2.23508176878181e+00°)
1.82389570231961e+01	(-4.08542287182074e+01dB,2.23989523436760e+00°)
1.82810021614272e+01	(-4.08539574156654e+01dB,2.24471755760614e+00°)
1.83231442237119e+01	(-4.08536849491270e+01dB,2.24954874462133e+00°)
1.83653834334832e+01	(-4.08534113140101e+01dB,2.25438880147621e+00°)
1.84077200146893e+01	(-4.08531365056958e+01dB,2.25923773415591e+00°)
1.84501541917945e+01	(-4.08528605195711e+01dB,2.26409554857806e+00°)
1.84926861897805e+01	(-4.08525833509330e+01dB,2.26896225056728e+00°)
1.85353162341478e+01	(-4.08523049952009e+01dB,2.27383784590989e+00°)
1.85780445509167e+01	(-4.08520254476725e+01dB,2.27872234028964e+00°)
1.86208713666284e+01	(-4.08517447036250e+01dB,2.28361573931334e+00°)
1.86637969083464e+01	(-4.08514627584098e+01dB,2.28851804853529e+00°)
1.87068214036577e+01	(-4.08511796072731e+01dB,2.29342927340936e+00°)
1.87499450806739e+01	(-4.08508952454930e+01dB,2.29834941932453e+00°)
1.87931681680324e+01	(-4.08506096683324e+01dB,2.30327849159173e+00°)
1.88364908948977e+01	(-4.08503228710227e+01dB,2.30821649543904e+00°)
1.88799134909627e+01	(-4.08500348487746e+01dB,2.31316343601370e+00°)
1.89234361864495e+01	(-4.08497455968260e+01dB,2.31811931839431e+00°)
1.89670592121112e+01	(-4.08494551103249e+01dB,2.32308414755900e+00°)
1.90107827992327e+01	(-4.08491633845154e+01dB,2.32805792843435e+00°)
1.90546071796322e+01	(-4.08488704145149e+01dB,2.33304066583523e+00°)
1.90985325856621e+01	(-4.08485761954519e+01dB,2.33803236450091e+00°)
1.91425592502106e+01	(-4.08482807225140e+01dB,2.34303302910735e+00°)
1.91866874067026e+01	(-4.08479839908096e+01dB,2.34804266422949e+00°)
1.92309172891013e+01	(-4.08476859954267e+01dB,2.35306127435617e+00°)
1.92752491319091e+01	(-4.08473867314485e+01dB,2.35808886389380e+00°)
1.93196831701689e+01	(-4.08470861939749e+01dB,2.36312543717141e+00°)
1.93642196394658e+01	(-4.08467843780532e+01dB,2.36817099842134e+00°)
1.94088587759275e+01	(-4.08464812787158e+01dB,2.37322555178856e+00°)
1.94536008162263e+01	(-4.08461768910115e+01dB,2.37828910133868e+00°)
1.94984459975802e+01	(-4.08458712099474e+01dB,2.38336165104137e+00°)
1.95433945577536e+01	(-4.08455642305366e+01dB,2.38844320478269e+00°)
1.95884467350596e+01	(-4.08452559477455e+01dB,2.39353376634985e+00°)
1.96336027683602e+01	(-4.08449463565674e+01dB,2.39863333945093e+00°)
1.96788628970681e+01	(-4.08446354519278e+01dB,2.40374192768786e+00°)
1.97242273611482e+01	(-4.08443232288217e+01dB,2.40885953459381e+00°)
1.97696964011183e+01	(-4.08440096820913e+01dB,2.41398616357084e+00°)
1.98152702580507e+01	(-4.08436948066963e+01dB,2.41912181796405e+00°)
1.98609491735734e+01	(-4.08433785975547e+01dB,2.42426650101695e+00°)
1.99067333898715e+01	(-4.08430610495167e+01dB,2.42942021586313e+00°)
1.99526231496885e+01	(-4.08427421574384e+01dB,2.43458296554627e+00°)
1.99986186963271e+01	(-4.08424219161877e+01dB,2.43975475302095e+00°)
2.00447202736513e+01	(-4.08421003206386e+01dB,2.44493558115046e+00°)
2.00909281260870e+01	(-4.08417773655389e+01dB,2.45012545266883e+00°)
2.01372424986236e+01	(-4.08414530457381e+01dB,2.45532437024408e+00°)
2.01836636368153e+01	(-4.08411273560070e+01dB,2.46053233642690e+00°)
2.02301917867824e+01	(-4.08408002911495e+01dB,2.46574935368122e+00°)
2.02768271952125e+01	(-4.08404718459175e+01dB,2.47097542435952e+00°)
2.03235701093619e+01	(-4.08401420150266e+01dB,2.47621055070652e+00°)
2.03704207770568e+01	(-4.08398107932679e+01dB,2.48145473489010e+00°)
2.04173794466950e+01	(-4.08394781752905e+01dB,2.48670797893869e+00°)
2.04644463672464e+01	(-4.08391441558507e+01dB,2.49197028481149e+00°)
2.05116217882553e+01	(-4.08388087295890e+01dB,2.49724165433419e+00°)
2.05589059598411e+01	(-4.08384718912429e+01dB,2.50252208925888e+00°)
2.06062991326997e+01	(-4.08381336353917e+01dB,2.50781159119021e+00°)
2.06538015581049e+01	(-4.08377939567276e+01dB,2.51311016166243e+00°)
2.07014134879101e+01	(-4.08374528498801e+01dB,2.51841780208818e+00°)
2.07491351745487e+01	(-4.08371103094219e+01dB,2.52373451375924e+00°)
2.07969668710366e+01	(-4.08367663299850e+01dB,2.52906029787947e+00°)
2.08449088309725e+01	(-4.08364209061500e+01dB,2.53439515553179e+00°)
2.08929613085400e+01	(-4.08360740324669e+01dB,2.53973908768355e+00°)
2.09411245585086e+01	(-4.08357257035188e+01dB,2.54509209520420e+00°)
2.09893988362349e+01	(-4.08353759137843e+01dB,2.55045417882432e+00°)
2.10377843976644e+01	(-4.08350246578545e+01dB,2.55582533919834e+00°)
2.10862814993325e+01	(-4.08346719302162e+01dB,2.56120557684019e+00°)
2.11348903983661e+01	(-4.08343177253519e+01dB,2.56659489215187e+00°)
2.11836113524847e+01	(-4.08339620377461e+01dB,2.57199328542432e+00°)
2.12324446200018e+01	(-4.08336048618474e+01dB,2.57740075682557e+00°)
2.12813904598267e+01	(-4.08332461921324e+01dB,2.58281730641885e+00°)
2.13304491314654e+01	(-4.08328860230263e+01dB,2.58824293413816e+00°)
2.13796208950219e+01	(-4.08325243489295e+01dB,2.59367763979529e+00°)
2.14289060112002e+01	(-4.08321611642808e+01dB,2.59912142309793e+00°)
2.14783047413050e+01	(-4.08317964634466e+01dB,2.60457428361570e+00°)
2.15278173472433e+01	(-4.08314302408321e+01dB,2.61003622081255e+00°)
2.15774440915263e+01	(-4.08310624907381e+01dB,2.61550723400301e+00°)
2.16271852372698e+01	(-4.08306932075836e+01dB,2.62098732241821e+00°)
2.16770410481966e+01	(-4.08303223856517e+01dB,2.62647648512860e+00°)
2.17270117886371e+01	(-4.08299500192749e+01dB,2.63197472109884e+00°)
2.17770977235312e+01	(-4.08295761027609e+01dB,2.63748202916469e+00°)
2.18272991184296e+01	(-4.08292006304191e+01dB,2.64299840804017e+00°)
2.18776162394951e+01	(-4.08288235964711e+01dB,2.64852385628930e+00°)
2.19280493535041e+01	(-4.08284449951928e+01dB,2.65405837236868e+00°)
2.19785987278478e+01	(-4.08280648208728e+01dB,2.65960195461392e+00°)
2.20292646305342e+01	(-4.08276830676799e+01dB,2.66515460119822e+00°)
2.20800473301886e+01	(-4.08272997298746e+01dB,2.67071631019627e+00°)
2.21309470960560e+01	(-4.08269148016296e+01dB,2.67628707952827e+00°)
2.21819641980018e+01	(-4.08265282771723e+01dB,2.68186690700298e+00°)
2.22330989065136e+01	(-4.08261401506106e+01dB,2.68745579026297e+00°)
2.22843514927026e+01	(-4.08257504161495e+01dB,2.69305372685072e+00°)
2.23357222283049e+01	(-4.08253590679536e+01dB,2.69866071416533e+00°)
2.23872113856830e+01	(-4.08249661001001e+01dB,2.70427674944671e+00°)
2.24388192378272e+01	(-4.08245715067472e+01dB,2.70990182982732e+00°)
2.24905460583574e+01	(-4.08241752819550e+01dB,2.71553595227531e+00°)
2.25423921215239e+01	(-4.08237774198385e+01dB,2.72117911364140e+00°)
2.25943577022094e+01	(-4.08233779144835e+01dB,2.72683131063171e+00°)
2.26464430759302e+01	(-4.08229767599300e+01dB,2.73249253980172e+00°)
2.26986485188378e+01	(-4.08225739502204e+01dB,2.73816279757036e+00°)
2.27509743077203e+01	(-4.08221694793996e+01dB,2.74384208021909e+00°)
