Freq.	V(1)/I(RDC_21)
1.72583789199018e+01	(-2.18263605566540e+01dB,1.72531612838437e+00°)
1.72981635921508e+01	(-2.18263423830342e+01dB,1.72929098023618e+00°)
1.73380399775412e+01	(-2.18263241256066e+01dB,1.73327497835708e+00°)
1.73780082874935e+01	(-2.18263057839800e+01dB,1.73726814371466e+00°)
1.74180687339159e+01	(-2.18262873577733e+01dB,1.74127049732654e+00°)
1.74582215292048e+01	(-2.18262688465914e+01dB,1.74528206025536e+00°)
1.74984668862463e+01	(-2.18262502500477e+01dB,1.74930285361367e+00°)
1.75388050184174e+01	(-2.18262315677452e+01dB,1.75333289856018e+00°)
1.75792361395867e+01	(-2.18262127992910e+01dB,1.75737221630264e+00°)
1.76197604641161e+01	(-2.18261939442874e+01dB,1.76142082809639e+00°)
1.76603782068614e+01	(-2.18261750023321e+01dB,1.76547875524419e+00°)
1.77010895831740e+01	(-2.18261559730312e+01dB,1.76954601909939e+00°)
1.77418948089014e+01	(-2.18261368559762e+01dB,1.77362264106080e+00°)
1.77827941003890e+01	(-2.18261176507668e+01dB,1.77770864257814e+00°)
1.78237876744807e+01	(-2.18260983569960e+01dB,1.78180404514838e+00°)
1.78648757485203e+01	(-2.18260789742586e+01dB,1.78590887031816e+00°)
1.79060585403527e+01	(-2.18260595021378e+01dB,1.79002313968087e+00°)
1.79473362683250e+01	(-2.18260399402262e+01dB,1.79414687488107e+00°)
1.79887091512876e+01	(-2.18260202881119e+01dB,1.79828009761179e+00°)
1.80301774085954e+01	(-2.18260005453738e+01dB,1.80242282961378e+00°)
1.80717412601090e+01	(-2.18259807116013e+01dB,1.80657509267950e+00°)
1.81134009261958e+01	(-2.18259607863681e+01dB,1.81073690864791e+00°)
1.81551566277311e+01	(-2.18259407692597e+01dB,1.81490829941026e+00°)
1.81970085860996e+01	(-2.18259206598467e+01dB,1.81908928690461e+00°)
1.82389570231961e+01	(-2.18259004577051e+01dB,1.82327989312030e+00°)
1.82810021614272e+01	(-2.18258801624159e+01dB,1.82748014009780e+00°)
1.83231442237119e+01	(-2.18258597735388e+01dB,1.83169004992348e+00°)
1.83653834334832e+01	(-2.18258392906449e+01dB,1.83590964473642e+00°)
1.84077200146893e+01	(-2.18258187133049e+01dB,1.84013894672619e+00°)
1.84501541917945e+01	(-2.18257980410846e+01dB,1.84437797813192e+00°)
1.84926861897805e+01	(-2.18257772735456e+01dB,1.84862676124256e+00°)
1.85353162341478e+01	(-2.18257564102430e+01dB,1.85288531839657e+00°)
1.85780445509167e+01	(-2.18257354507452e+01dB,1.85715367198614e+00°)
1.86208713666284e+01	(-2.18257143946037e+01dB,1.86143184445101e+00°)
1.86637969083464e+01	(-2.18256932413755e+01dB,1.86571985828325e+00°)
1.87068214036577e+01	(-2.18256719906104e+01dB,1.87001773602459e+00°)
1.87499450806739e+01	(-2.18256506418589e+01dB,1.87432550026839e+00°)
1.87931681680324e+01	(-2.18256291946732e+01dB,1.87864317365999e+00°)
1.88364908948977e+01	(-2.18256076486001e+01dB,1.88297077889503e+00°)
1.88799134909627e+01	(-2.18255860031812e+01dB,1.88730833871991e+00°)
1.89234361864495e+01	(-2.18255642579593e+01dB,1.89165587593312e+00°)
1.89670592121112e+01	(-2.18255424124789e+01dB,1.89601341338542e+00°)
1.90107827992327e+01	(-2.18255204662737e+01dB,1.90038097397743e+00°)
1.90546071796322e+01	(-2.18254984188772e+01dB,1.90475858066187e+00°)
1.90985325856621e+01	(-2.18254762698337e+01dB,1.90914625644621e+00°)
1.91425592502106e+01	(-2.18254540186647e+01dB,1.91354402438518e+00°)
1.91866874067026e+01	(-2.18254316649048e+01dB,1.91795190758927e+00°)
1.92309172891013e+01	(-2.18254092080790e+01dB,1.92236992921918e+00°)
1.92752491319091e+01	(-2.18253866477163e+01dB,1.92679811248953e+00°)
1.93196831701689e+01	(-2.18253639833350e+01dB,1.93123648066536e+00°)
1.93642196394658e+01	(-2.18253412144595e+01dB,1.93568505706611e+00°)
1.94088587759275e+01	(-2.18253183406108e+01dB,1.94014386506360e+00°)
1.94536008162263e+01	(-2.18252953613014e+01dB,1.94461292808110e+00°)
1.94984459975802e+01	(-2.18252722760446e+01dB,1.94909226959514e+00°)
1.95433945577536e+01	(-2.18252490843555e+01dB,1.95358191313658e+00°)
1.95884467350596e+01	(-2.18252257857438e+01dB,1.95808188228834e+00°)
1.96336027683602e+01	(-2.18252023797152e+01dB,1.96259220068626e+00°)
1.96788628970681e+01	(-2.18251788657752e+01dB,1.96711289202006e+00°)
1.97242273611482e+01	(-2.18251552434325e+01dB,1.97164398003402e+00°)
1.97696964011183e+01	(-2.18251315121812e+01dB,1.97618548852326e+00°)
1.98152702580507e+01	(-2.18251076715219e+01dB,1.98073744133861e+00°)
1.98609491735734e+01	(-2.18250837209508e+01dB,1.98529986238417e+00°)
1.99067333898715e+01	(-2.18250596599629e+01dB,1.98987277561821e+00°)
1.99526231496885e+01	(-2.18250354880433e+01dB,1.99445620505127e+00°)
1.99986186963271e+01	(-2.18250112046923e+01dB,1.99905017475213e+00°)
2.00447202736513e+01	(-2.18249868093901e+01dB,2.00365470883972e+00°)
2.00909281260870e+01	(-2.18249623016232e+01dB,2.00826983148928e+00°)
2.01372424986236e+01	(-2.18249376808712e+01dB,2.01289556692958e+00°)
2.01836636368153e+01	(-2.18249129466143e+01dB,2.01753193944468e+00°)
2.02301917867824e+01	(-2.18248880983343e+01dB,2.02217897337422e+00°)
2.02768271952125e+01	(-2.18248631355012e+01dB,2.02683669311060e+00°)
2.03235701093619e+01	(-2.18248380575908e+01dB,2.03150512310299e+00°)
2.03704207770568e+01	(-2.18248128640687e+01dB,2.03618428785398e+00°)
2.04173794466950e+01	(-2.18247875544090e+01dB,2.04087421192372e+00°)
2.04644463672464e+01	(-2.18247621280714e+01dB,2.04557491992503e+00°)
2.05116217882553e+01	(-2.18247365845225e+01dB,2.05028643652828e+00°)
2.05589059598411e+01	(-2.18247109232211e+01dB,2.05500878645827e+00°)
2.06062991326997e+01	(-2.18246851436250e+01dB,2.05974199449560e+00°)
2.06538015581049e+01	(-2.18246592451893e+01dB,2.06448608547684e+00°)
2.07014134879101e+01	(-2.18246332273678e+01dB,2.06924108429458e+00°)
2.07491351745487e+01	(-2.18246070896118e+01dB,2.07400701589762e+00°)
2.07969668710366e+01	(-2.18245808313655e+01dB,2.07878390528962e+00°)
2.08449088309725e+01	(-2.18245544520764e+01dB,2.08357177753208e+00°)
2.08929613085400e+01	(-2.18245279511904e+01dB,2.08837065774303e+00°)
2.09411245585086e+01	(-2.18245013281413e+01dB,2.09318057109476e+00°)
2.09893988362349e+01	(-2.18244745823708e+01dB,2.09800154281874e+00°)
2.10377843976644e+01	(-2.18244477133171e+01dB,2.10283359820292e+00°)
2.10862814993325e+01	(-2.18244207204044e+01dB,2.10767676258927e+00°)
2.11348903983661e+01	(-2.18243936030693e+01dB,2.11253106138064e+00°)
2.11836113524847e+01	(-2.18243663607352e+01dB,2.11739652003423e+00°)
2.12324446200018e+01	(-2.18243389928294e+01dB,2.12227316406627e+00°)
2.12813904598267e+01	(-2.18243114987713e+01dB,2.12716101904873e+00°)
2.13304491314654e+01	(-2.18242838779823e+01dB,2.13206011061252e+00°)
2.13796208950219e+01	(-2.18242561298796e+01dB,2.13697046444574e+00°)
2.14289060112002e+01	(-2.18242282538726e+01dB,2.14189210629273e+00°)
2.14783047413050e+01	(-2.18242002493795e+01dB,2.14682506195881e+00°)
2.15278173472433e+01	(-2.18241721158050e+01dB,2.15176935730444e+00°)
2.15774440915263e+01	(-2.18241438525534e+01dB,2.15672501824879e+00°)
2.16271852372698e+01	(-2.18241154590322e+01dB,2.16169207077075e+00°)
2.16770410481966e+01	(-2.18240869346369e+01dB,2.16667054090516e+00°)
2.17270117886371e+01	(-2.18240582787700e+01dB,2.17166045474787e+00°)
2.17770977235312e+01	(-2.18240294908244e+01dB,2.17666183845155e+00°)
2.18272991184296e+01	(-2.18240005701891e+01dB,2.18167471822743e+00°)
2.18776162394951e+01	(-2.18239715162554e+01dB,2.18669912034664e+00°)
2.19280493535041e+01	(-2.18239423284161e+01dB,2.19173507114060e+00°)
2.19785987278478e+01	(-2.18239130060462e+01dB,2.19678259699582e+00°)
2.20292646305342e+01	(-2.18238835485278e+01dB,2.20184172436072e+00°)
2.20800473301886e+01	(-2.18238539552435e+01dB,2.20691247974379e+00°)
2.21309470960560e+01	(-2.18238242255628e+01dB,2.21199488971047e+00°)
2.21819641980018e+01	(-2.18237943588642e+01dB,2.21708898088879e+00°)
2.22330989065136e+01	(-2.18237643545117e+01dB,2.22219477996349e+00°)
2.22843514927026e+01	(-2.18237342118759e+01dB,2.22731231368159e+00°)
2.23357222283049e+01	(-2.18237039303179e+01dB,2.23244160884855e+00°)
2.23872113856830e+01	(-2.18236735091986e+01dB,2.23758269233041e+00°)
2.24388192378272e+01	(-2.18236429478791e+01dB,2.24273559105435e+00°)
2.24905460583574e+01	(-2.18236122457093e+01dB,2.24790033200575e+00°)
2.25423921215239e+01	(-2.18235814020435e+01dB,2.25307694223247e+00°)
2.25943577022094e+01	(-2.18235504162310e+01dB,2.25826544884226e+00°)
2.26464430759302e+01	(-2.18235192876158e+01dB,2.26346587900322e+00°)
2.26986485188378e+01	(-2.18234880155427e+01dB,2.26867825994516e+00°)
2.27509743077203e+01	(-2.18234565993509e+01dB,2.27390261895824e+00°)
