Freq.	V(4)/I(RDC_43)
1.18304155572516e+01	(-2.29720803147244e+01dB,1.44233940123174e+00°)
1.18576874816716e+01	(-2.29720676128361e+01dB,1.44566292736941e+00°)
1.18850222743701e+01	(-2.29720548523517e+01dB,1.44899410525969e+00°)
1.19124200802737e+01	(-2.29720420330061e+01dB,1.45233295247487e+00°)
1.19398810446427e+01	(-2.29720291545264e+01dB,1.45567948662625e+00°)
1.19674053130724e+01	(-2.29720162166430e+01dB,1.45903372536592e+00°)
1.19949930314937e+01	(-2.29720032190779e+01dB,1.46239568638510e+00°)
1.20226443461741e+01	(-2.29719901615582e+01dB,1.46576538741629e+00°)
1.20503594037179e+01	(-2.29719770438082e+01dB,1.46914284623219e+00°)
1.20781383510677e+01	(-2.29719638655484e+01dB,1.47252808064550e+00°)
1.21059813355048e+01	(-2.29719506265012e+01dB,1.47592110851011e+00°)
1.21338885046497e+01	(-2.29719373263866e+01dB,1.47932194772032e+00°)
1.21618600064636e+01	(-2.29719239649203e+01dB,1.48273061621071e+00°)
1.21898959892486e+01	(-2.29719105418225e+01dB,1.48614713195767e+00°)
1.22179966016487e+01	(-2.29718970568091e+01dB,1.48957151297803e+00°)
1.22461619926504e+01	(-2.29718835095928e+01dB,1.49300377732932e+00°)
1.22743923115840e+01	(-2.29718698998916e+01dB,1.49644394311136e+00°)
1.23026877081238e+01	(-2.29718562274110e+01dB,1.49989202846317e+00°)
1.23310483322890e+01	(-2.29718424918629e+01dB,1.50334805156651e+00°)
1.23594743344450e+01	(-2.29718286929610e+01dB,1.50681203064496e+00°)
1.23879658653036e+01	(-2.29718148304084e+01dB,1.51028398396211e+00°)
1.24165230759240e+01	(-2.29718009039168e+01dB,1.51376392982473e+00°)
1.24451461177138e+01	(-2.29717869131854e+01dB,1.51725188657940e+00°)
1.24738351424294e+01	(-2.29717728579189e+01dB,1.52074787261565e+00°)
1.25025903021771e+01	(-2.29717587378241e+01dB,1.52425190636542e+00°)
1.25314117494141e+01	(-2.29717445526022e+01dB,1.52776400630193e+00°)
1.25602996369487e+01	(-2.29717303019500e+01dB,1.53128419093982e+00°)
1.25892541179416e+01	(-2.29717159855658e+01dB,1.53481247883647e+00°)
1.26182753459066e+01	(-2.29717016031477e+01dB,1.53834888859160e+00°)
1.26473634747114e+01	(-2.29716871543947e+01dB,1.54189343884774e+00°)
1.26765186585784e+01	(-2.29716726389931e+01dB,1.54544614828779e+00°)
1.27057410520853e+01	(-2.29716580566441e+01dB,1.54900703564003e+00°)
1.27350308101665e+01	(-2.29716434070318e+01dB,1.55257611967260e+00°)
1.27643880881134e+01	(-2.29716286898518e+01dB,1.55615341919861e+00°)
1.27938130415752e+01	(-2.29716139047908e+01dB,1.55973895307264e+00°)
1.28233058265601e+01	(-2.29715990515333e+01dB,1.56333274019202e+00°)
1.28528665994361e+01	(-2.29715841297701e+01dB,1.56693479949841e+00°)
1.28824955169313e+01	(-2.29715691391815e+01dB,1.57054514997498e+00°)
1.29121927361353e+01	(-2.29715540794512e+01dB,1.57416381064888e+00°)
1.29419584144998e+01	(-2.29715389502633e+01dB,1.57779080059095e+00°)
1.29717927098395e+01	(-2.29715237512947e+01dB,1.58142613891424e+00°)
1.30016957803328e+01	(-2.29715084822231e+01dB,1.58506984477577e+00°)
1.30316677845229e+01	(-2.29714931427272e+01dB,1.58872193737650e+00°)
1.30617088813183e+01	(-2.29714777324824e+01dB,1.59238243596076e+00°)
1.30918192299940e+01	(-2.29714622511617e+01dB,1.59605135981640e+00°)
1.31219989901919e+01	(-2.29714466984377e+01dB,1.59972872827536e+00°)
1.31522483219223e+01	(-2.29714310739802e+01dB,1.60341456071327e+00°)
1.31825673855640e+01	(-2.29714153774616e+01dB,1.60710887655053e+00°)
1.32129563418657e+01	(-2.29713996085485e+01dB,1.61081169525096e+00°)
1.32434153519466e+01	(-2.29713837669077e+01dB,1.61452303632282e+00°)
1.32739445772973e+01	(-2.29713678522035e+01dB,1.61824291931861e+00°)
1.33045441797808e+01	(-2.29713518640967e+01dB,1.62197136383486e+00°)
1.33352143216332e+01	(-2.29713358022534e+01dB,1.62570838951388e+00°)
1.33659551654643e+01	(-2.29713196663334e+01dB,1.62945401604174e+00°)
1.33967668742593e+01	(-2.29713034559914e+01dB,1.63320826314858e+00°)
1.34276496113785e+01	(-2.29712871708869e+01dB,1.63697115061052e+00°)
1.34586035405594e+01	(-2.29712708106762e+01dB,1.64074269824831e+00°)
1.34896288259164e+01	(-2.29712543750114e+01dB,1.64452292592725e+00°)
1.35207256319427e+01	(-2.29712378635458e+01dB,1.64831185355824e+00°)
1.35518941235103e+01	(-2.29712212759298e+01dB,1.65210950109714e+00°)
1.35831344658714e+01	(-2.29712046118139e+01dB,1.65591588854553e+00°)
1.36144468246594e+01	(-2.29711878708427e+01dB,1.65973103594949e+00°)
1.36458313658891e+01	(-2.29711710526635e+01dB,1.66355496340152e+00°)
1.36772882559584e+01	(-2.29711541569203e+01dB,1.66738769103934e+00°)
1.37088176616484e+01	(-2.29711371832594e+01dB,1.67122923904719e+00°)
1.37404197501250e+01	(-2.29711201313137e+01dB,1.67507962765288e+00°)
1.37720946889394e+01	(-2.29711030007305e+01dB,1.67893887713316e+00°)
1.38038426460287e+01	(-2.29710857911455e+01dB,1.68280700780895e+00°)
1.38356637897177e+01	(-2.29710685021904e+01dB,1.68668404004680e+00°)
1.38675582887188e+01	(-2.29710511335025e+01dB,1.69056999426087e+00°)
1.38995263121334e+01	(-2.29710336847174e+01dB,1.69446489091169e+00°)
1.39315680294529e+01	(-2.29710161554602e+01dB,1.69836875050448e+00°)
1.39636836105593e+01	(-2.29709985453620e+01dB,1.70228159359242e+00°)
1.39958732257261e+01	(-2.29709808540546e+01dB,1.70620344077589e+00°)
1.40281370456195e+01	(-2.29709630811553e+01dB,1.71013431269943e+00°)
1.40604752412990e+01	(-2.29709452262987e+01dB,1.71407423005817e+00°)
1.40928879842186e+01	(-2.29709272890988e+01dB,1.71802321359043e+00°)
1.41253754462274e+01	(-2.29709092691786e+01dB,1.72198128408370e+00°)
1.41579377995707e+01	(-2.29708911661600e+01dB,1.72594846237276e+00°)
1.41905752168908e+01	(-2.29708729796550e+01dB,1.72992476933802e+00°)
1.42232878712281e+01	(-2.29708547092836e+01dB,1.73391022590910e+00°)
1.42560759360218e+01	(-2.29708363546541e+01dB,1.73790485306120e+00°)
1.42889395851109e+01	(-2.29708179153857e+01dB,1.74190867181950e+00°)
1.43218789927353e+01	(-2.29707993910832e+01dB,1.74592170325443e+00°)
1.43548943335364e+01	(-2.29707807813546e+01dB,1.74994396848509e+00°)
1.43879857825583e+01	(-2.29707620858089e+01dB,1.75397548867902e+00°)
1.44211535152486e+01	(-2.29707433040510e+01dB,1.75801628505132e+00°)
1.44543977074592e+01	(-2.29707244356794e+01dB,1.76206637886420e+00°)
1.44877185354475e+01	(-2.29707054803002e+01dB,1.76612579142997e+00°)
1.45211161758773e+01	(-2.29706864375063e+01dB,1.77019454410692e+00°)
1.45545908058195e+01	(-2.29706673069034e+01dB,1.77427265830472e+00°)
1.45881426027534e+01	(-2.29706480880814e+01dB,1.77836015547867e+00°)
1.46217717445671e+01	(-2.29706287806336e+01dB,1.78245705713379e+00°)
1.46554784095590e+01	(-2.29706093841535e+01dB,1.78656338482420e+00°)
1.46892627764385e+01	(-2.29705898982300e+01dB,1.79067916015229e+00°)
1.47231250243271e+01	(-2.29705703224530e+01dB,1.79480440476994e+00°)
1.47570653327588e+01	(-2.29705506564095e+01dB,1.79893914037791e+00°)
1.47910838816819e+01	(-2.29705308996775e+01dB,1.80308338872458e+00°)
1.48251808514594e+01	(-2.29705110518417e+01dB,1.80723717160937e+00°)
1.48593564228699e+01	(-2.29704911124849e+01dB,1.81140051088106e+00°)
1.48936107771090e+01	(-2.29704710811874e+01dB,1.81557342843777e+00°)
1.49279440957898e+01	(-2.29704509575219e+01dB,1.81975594622602e+00°)
1.49623565609442e+01	(-2.29704307410602e+01dB,1.82394808624219e+00°)
1.49968483550236e+01	(-2.29704104313841e+01dB,1.82814987053496e+00°)
1.50314196609001e+01	(-2.29703900280531e+01dB,1.83236132119866e+00°)
1.50660706618673e+01	(-2.29703695306446e+01dB,1.83658246038174e+00°)
1.51008015416413e+01	(-2.29703489387195e+01dB,1.84081331027977e+00°)
1.51356124843619e+01	(-2.29703282518450e+01dB,1.84505389314025e+00°)
1.51705036745932e+01	(-2.29703074695843e+01dB,1.84930423126057e+00°)
1.52054752973248e+01	(-2.29702865914973e+01dB,1.85356434698829e+00°)
1.52405275379728e+01	(-2.29702656171402e+01dB,1.85783426272121e+00°)
1.52756605823806e+01	(-2.29702445460744e+01dB,1.86211400090923e+00°)
1.53108746168201e+01	(-2.29702233778508e+01dB,1.86640358405129e+00°)
1.53461698279928e+01	(-2.29702021120245e+01dB,1.87070303469852e+00°)
1.53815464030302e+01	(-2.29701807481418e+01dB,1.87501237545156e+00°)
1.54170045294954e+01	(-2.29701592857556e+01dB,1.87933162896405e+00°)
1.54525443953840e+01	(-2.29701377244128e+01dB,1.88366081793998e+00°)
1.54881661891247e+01	(-2.29701160636501e+01dB,1.88799996513288e+00°)
1.55238700995807e+01	(-2.29700943030183e+01dB,1.89234909335124e+00°)
1.55596563160506e+01	(-2.29700724420525e+01dB,1.89670822545216e+00°)
1.55955250282694e+01	(-2.29700504802906e+01dB,1.90107738434540e+00°)
1.56314764264094e+01	(-2.29700284172710e+01dB,1.90545659299312e+00°)
1.56675107010813e+01	(-2.29700062525279e+01dB,1.90984587440888e+00°)
1.57036280433354e+01	(-2.29699839855873e+01dB,1.91424525165689e+00°)
1.57398286446620e+01	(-2.29699616159840e+01dB,1.91865474785587e+00°)
1.57761126969933e+01	(-2.29699391432422e+01dB,1.92307438617495e+00°)
1.58124803927037e+01	(-2.29699165668891e+01dB,1.92750418983665e+00°)
1.58489319246110e+01	(-2.29698938864488e+01dB,1.93194418211575e+00°)
1.58854674859776e+01	(-2.29698711014343e+01dB,1.93639438633766e+00°)
1.59220872705115e+01	(-2.29698482113716e+01dB,1.94085482588377e+00°)
1.59587914723672e+01	(-2.29698252157769e+01dB,1.94532552418657e+00°)
1.59955802861465e+01	(-2.29698021141593e+01dB,1.94980650473042e+00°)
1.60324539069002e+01	(-2.29697789060333e+01dB,1.95429779105434e+00°)
1.60694125301286e+01	(-2.29697555909091e+01dB,1.95879940675001e+00°)
1.61064563517825e+01	(-2.29697321682927e+01dB,1.96331137546192e+00°)
1.61435855682647e+01	(-2.29697086376910e+01dB,1.96783372088864e+00°)
1.61808003764305e+01	(-2.29696849986021e+01dB,1.97236646678072e+00°)
1.62181009735891e+01	(-2.29696612505331e+01dB,1.97690963694487e+00°)
1.62554875575047e+01	(-2.29696373929763e+01dB,1.98146325523860e+00°)
1.62929603263970e+01	(-2.29696134254334e+01dB,1.98602734557601e+00°)
1.63305194789432e+01	(-2.29695893473907e+01dB,1.99060193192202e+00°)
1.63681652142779e+01	(-2.29695651583441e+01dB,1.99518703829840e+00°)
1.64058977319952e+01	(-2.29695408577839e+01dB,1.99978268878031e+00°)
1.64437172321491e+01	(-2.29695164451933e+01dB,2.00438890749611e+00°)
1.64816239152549e+01	(-2.29694919200557e+01dB,2.00900571862917e+00°)
1.65196179822900e+01	(-2.29694672818579e+01dB,2.01363314641861e+00°)
1.65576996346951e+01	(-2.29694425300746e+01dB,2.01827121515602e+00°)
1.65958690743754e+01	(-2.29694176641855e+01dB,2.02291994918943e+00°)
1.66341265037015e+01	(-2.29693926836606e+01dB,2.02757937292005e+00°)
1.66724721255104e+01	(-2.29693675879770e+01dB,2.03224951080624e+00°)
1.67109061431069e+01	(-2.29693423766031e+01dB,2.03693038736006e+00°)
1.67494287602642e+01	(-2.29693170490065e+01dB,2.04162202714911e+00°)
1.67880401812254e+01	(-2.29692916046528e+01dB,2.04632445479647e+00°)
1.68267406107045e+01	(-2.29692660430018e+01dB,2.05103769497991e+00°)
1.68655302538872e+01	(-2.29692403635151e+01dB,2.05576177243371e+00°)
1.69044093164324e+01	(-2.29692145656529e+01dB,2.06049671194817e+00°)
1.69433780044731e+01	(-2.29691886488623e+01dB,2.06524253836684e+00°)
1.69824365246172e+01	(-2.29691626126067e+01dB,2.06999927659372e+00°)
1.70215850839493e+01	(-2.29691364563262e+01dB,2.07476695158384e+00°)
1.70608238900310e+01	(-2.29691101794730e+01dB,2.07954558835197e+00°)
1.71001531509027e+01	(-2.29690837814930e+01dB,2.08433521196822e+00°)
1.71395730750840e+01	(-2.29690572618287e+01dB,2.08913584755893e+00°)
1.71790838715757e+01	(-2.29690306199147e+01dB,2.09394752030568e+00°)
1.72186857498599e+01	(-2.29690038551904e+01dB,2.09877025544850e+00°)
1.72583789199018e+01	(-2.29689769670955e+01dB,2.10360407828484e+00°)
1.72981635921508e+01	(-2.29689499550581e+01dB,2.10844901416694e+00°)
1.73380399775412e+01	(-2.29689228185079e+01dB,2.11330508850502e+00°)
1.73780082874935e+01	(-2.29688955568692e+01dB,2.11817232676581e+00°)
1.74180687339159e+01	(-2.29688681695692e+01dB,2.12305075447459e+00°)
1.74582215292048e+01	(-2.29688406560311e+01dB,2.12794039721371e+00°)
1.74984668862463e+01	(-2.29688130156718e+01dB,2.13284128062221e+00°)
1.75388050184174e+01	(-2.29687852479094e+01dB,2.13775343039757e+00°)
1.75792361395867e+01	(-2.29687573521515e+01dB,2.14267687229320e+00°)
1.76197604641161e+01	(-2.29687293278146e+01dB,2.14761163212321e+00°)
1.76603782068614e+01	(-2.29687011743065e+01dB,2.15255773575822e+00°)
1.77010895831740e+01	(-2.29686728910296e+01dB,2.15751520912630e+00°)
1.77418948089014e+01	(-2.29686444773902e+01dB,2.16248407821542e+00°)
1.77827941003890e+01	(-2.29686159327865e+01dB,2.16746436907060e+00°)
1.78237876744807e+01	(-2.29685872566128e+01dB,2.17245610779500e+00°)
1.78648757485203e+01	(-2.29685584482671e+01dB,2.17745932055208e+00°)
1.79060585403527e+01	(-2.29685295071435e+01dB,2.18247403356372e+00°)
1.79473362683250e+01	(-2.29685004326298e+01dB,2.18750027310982e+00°)
1.79887091512876e+01	(-2.29684712241036e+01dB,2.19253806552737e+00°)
1.80301774085954e+01	(-2.29684418809594e+01dB,2.19758743721744e+00°)
1.80717412601090e+01	(-2.29684124025732e+01dB,2.20264841463642e+00°)
1.81134009261958e+01	(-2.29683827883210e+01dB,2.20772102430073e+00°)
1.81551566277311e+01	(-2.29683530375771e+01dB,2.21280529278662e+00°)
1.81970085860996e+01	(-2.29683231497178e+01dB,2.21790124673120e+00°)
1.82389570231961e+01	(-2.29682931241085e+01dB,2.22300891282921e+00°)
1.82810021614272e+01	(-2.29682629601176e+01dB,2.22812831783683e+00°)
1.83231442237119e+01	(-2.29682326571047e+01dB,2.23325948856870e+00°)
1.83653834334832e+01	(-2.29682022144352e+01dB,2.23840245190180e+00°)
1.84077200146893e+01	(-2.29681716314620e+01dB,2.24355723477096e+00°)
1.84501541917945e+01	(-2.29681409075400e+01dB,2.24872386417259e+00°)
1.84926861897805e+01	(-2.29681100420230e+01dB,2.25390236716413e+00°)
1.85353162341478e+01	(-2.29680790342571e+01dB,2.25909277086242e+00°)
1.85780445509167e+01	(-2.29680478835911e+01dB,2.26429510244647e+00°)
1.86208713666284e+01	(-2.29680165893637e+01dB,2.26950938915443e+00°)
1.86637969083464e+01	(-2.29679851509188e+01dB,2.27473565828757e+00°)
1.87068214036577e+01	(-2.29679535675847e+01dB,2.27997393720494e+00°)
1.87499450806739e+01	(-2.29679218387024e+01dB,2.28522425333111e+00°)
1.87931681680324e+01	(-2.29678899635981e+01dB,2.29048663414889e+00°)
1.88364908948977e+01	(-2.29678579416022e+01dB,2.29576110720455e+00°)
1.88799134909627e+01	(-2.29678257720367e+01dB,2.30104770010458e+00°)
1.89234361864495e+01	(-2.29677934542223e+01dB,2.30634644051783e+00°)
1.89670592121112e+01	(-2.29677609874783e+01dB,2.31165735617541e+00°)
1.90107827992327e+01	(-2.29677283711200e+01dB,2.31698047487029e+00°)
1.90546071796322e+01	(-2.29676956044575e+01dB,2.32231582445710e+00°)
1.90985325856621e+01	(-2.29676626867999e+01dB,2.32766343285331e+00°)
1.91425592502106e+01	(-2.29676296174531e+01dB,2.33302332803883e+00°)
1.91866874067026e+01	(-2.29675963957164e+01dB,2.33839553805523e+00°)
1.92309172891013e+01	(-2.29675630208954e+01dB,2.34378009100933e+00°)
1.92752491319091e+01	(-2.29675294922769e+01dB,2.34917701506661e+00°)
1.93196831701689e+01	(-2.29674958091602e+01dB,2.35458633845967e+00°)
1.93642196394658e+01	(-2.29674619708337e+01dB,2.36000808948223e+00°)
1.94088587759275e+01	(-2.29674279765800e+01dB,2.36544229649051e+00°)
1.94536008162263e+01	(-2.29673938256825e+01dB,2.37088898790515e+00°)
1.94984459975802e+01	(-2.29673595174258e+01dB,2.37634819221161e+00°)
1.95433945577536e+01	(-2.29673250510781e+01dB,2.38181993795526e+00°)
1.95884467350596e+01	(-2.29672904259196e+01dB,2.38730425374950e+00°)
1.96336027683602e+01	(-2.29672556412149e+01dB,2.39280116826827e+00°)
1.96788628970681e+01	(-2.29672206962329e+01dB,2.39831071025158e+00°)
1.97242273611482e+01	(-2.29671855902330e+01dB,2.40383290850192e+00°)
1.97696964011183e+01	(-2.29671503224793e+01dB,2.40936779188830e+00°)
1.98152702580507e+01	(-2.29671148922251e+01dB,2.41491538934211e+00°)
1.98609491735734e+01	(-2.29670792987238e+01dB,2.42047572986023e+00°)
1.99067333898715e+01	(-2.29670435412232e+01dB,2.42604884250366e+00°)
1.99526231496885e+01	(-2.29670076189696e+01dB,2.43163475639880e+00°)
1.99986186963271e+01	(-2.29669715312055e+01dB,2.43723350073681e+00°)
2.00447202736513e+01	(-2.29669352771710e+01dB,2.44284510477432e+00°)
2.00909281260870e+01	(-2.29668988560982e+01dB,2.44846959783189e+00°)
2.01372424986236e+01	(-2.29668622672263e+01dB,2.45410700929846e+00°)
2.01836636368153e+01	(-2.29668255097737e+01dB,2.45975736862353e+00°)
2.02301917867824e+01	(-2.29667885829691e+01dB,2.46542070532622e+00°)
2.02768271952125e+01	(-2.29667514860346e+01dB,2.47109704899049e+00°)
2.03235701093619e+01	(-2.29667142181893e+01dB,2.47678642926640e+00°)
2.03704207770568e+01	(-2.29666767786447e+01dB,2.48248887586888e+00°)
2.04173794466950e+01	(-2.29666391666119e+01dB,2.48820441858002e+00°)
2.04644463672464e+01	(-2.29666013812974e+01dB,2.49393308724782e+00°)
2.05116217882553e+01	(-2.29665634219072e+01dB,2.49967491178774e+00°)
2.05589059598411e+01	(-2.29665252876341e+01dB,2.50542992217907e+00°)
2.06062991326997e+01	(-2.29664869776798e+01dB,2.51119814847134e+00°)
2.06538015581049e+01	(-2.29664484912372e+01dB,2.51697962077960e+00°)
2.07014134879101e+01	(-2.29664098274924e+01dB,2.52277436928491e+00°)
2.07491351745487e+01	(-2.29663709856282e+01dB,2.52858242423566e+00°)
2.07969668710366e+01	(-2.29663319648301e+01dB,2.53440381594929e+00°)
2.08449088309725e+01	(-2.29662927642715e+01dB,2.54023857480830e+00°)
2.08929613085400e+01	(-2.29662533831288e+01dB,2.54608673126471e+00°)
2.09411245585086e+01	(-2.29662138205707e+01dB,2.55194831583705e+00°)
2.09893988362349e+01	(-2.29661740757634e+01dB,2.55782335911208e+00°)
2.10377843976644e+01	(-2.29661341478673e+01dB,2.56371189174394e+00°)
2.10862814993325e+01	(-2.29660940360436e+01dB,2.56961394445625e+00°)
2.11348903983661e+01	(-2.29660537394437e+01dB,2.57552954803911e+00°)
2.11836113524847e+01	(-2.29660132572204e+01dB,2.58145873335260e+00°)
2.12324446200018e+01	(-2.29659725885201e+01dB,2.58740153132453e+00°)
2.12813904598267e+01	(-2.29659317324819e+01dB,2.59335797295035e+00°)
2.13304491314654e+01	(-2.29658906882509e+01dB,2.59932808929738e+00°)
2.13796208950219e+01	(-2.29658494549577e+01dB,2.60531191149864e+00°)
2.14289060112002e+01	(-2.29658080317342e+01dB,2.61130947075784e+00°)
2.14783047413050e+01	(-2.29657664177091e+01dB,2.61732079834817e+00°)
2.15278173472433e+01	(-2.29657246120045e+01dB,2.62334592561134e+00°)
2.15774440915263e+01	(-2.29656826137369e+01dB,2.62938488395818e+00°)
2.16271852372698e+01	(-2.29656404220237e+01dB,2.63543770487060e+00°)
2.16770410481966e+01	(-2.29655980359756e+01dB,2.64150441989950e+00°)
2.17270117886371e+01	(-2.29655554546955e+01dB,2.64758506066466e+00°)
2.17770977235312e+01	(-2.29655126772936e+01dB,2.65367965885926e+00°)
2.18272991184296e+01	(-2.29654697028640e+01dB,2.65978824624321e+00°)
2.18776162394951e+01	(-2.29654265305004e+01dB,2.66591085464777e+00°)
2.19280493535041e+01	(-2.29653831592949e+01dB,2.67204751597559e+00°)
2.19785987278478e+01	(-2.29653395883328e+01dB,2.67819826219910e+00°)
2.20292646305342e+01	(-2.29652958166966e+01dB,2.68436312536195e+00°)
2.20800473301886e+01	(-2.29652518434660e+01dB,2.69054213757915e+00°)
2.21309470960560e+01	(-2.29652076677082e+01dB,2.69673533103429e+00°)
2.21819641980018e+01	(-2.29651632885006e+01dB,2.70294273798654e+00°)
2.22330989065136e+01	(-2.29651187049040e+01dB,2.70916439076272e+00°)
2.22843514927026e+01	(-2.29650739159792e+01dB,2.71540032176237e+00°)
2.23357222283049e+01	(-2.29650289207818e+01dB,2.72165056345651e+00°)
2.23872113856830e+01	(-2.29649837183666e+01dB,2.72791514838898e+00°)
2.24388192378272e+01	(-2.29649383077794e+01dB,2.73419410917411e+00°)
2.24905460583574e+01	(-2.29648926880642e+01dB,2.74048747849917e+00°)
2.25423921215239e+01	(-2.29648468582622e+01dB,2.74679528912406e+00°)
2.25943577022094e+01	(-2.29648008174073e+01dB,2.75311757388024e+00°)
2.26464430759302e+01	(-2.29647545645264e+01dB,2.75945436567081e+00°)
2.26986485188378e+01	(-2.29647080986487e+01dB,2.76580569747371e+00°)
2.27509743077203e+01	(-2.29646614187957e+01dB,2.77217160233859e+00°)
